noh_crop,i_crop_a,un_crop_a,tca,state_code,district_code,district,social_group_code,class_category_code,size_class_code,crop_code
0,0,0,0,28,537,RANGAREDDY,3,5,52,716
0,0,0,0,28,537,RANGAREDDY,2,4,41,716
39,11,0,11,28,537,RANGAREDDY,1,1,11,716
3,0,2,2,28,537,RANGAREDDY,1,4,42,716
10,7,0,7,28,537,RANGAREDDY,3,5,51,716
16,2,4,6,28,537,RANGAREDDY,1,3,31,716
0,0,0,0,28,537,RANGAREDDY,1,4,43,716
74,28,3,31,28,537,RANGAREDDY,3,3,32,716
10,3,0,3,28,537,RANGAREDDY,2,3,31,716
153,44,18,62,28,537,RANGAREDDY,3,3,31,716
241,90,32,122,28,537,RANGAREDDY,3,2,21,716
0,0,0,0,28,537,RANGAREDDY,2,5,51,716
11,4,0,4,28,537,RANGAREDDY,2,2,21,716
0,0,0,0,28,537,RANGAREDDY,2,1,11,716
0,0,0,0,28,537,RANGAREDDY,2,4,43,716
23,15,2,16,28,537,RANGAREDDY,1,1,12,716
0,0,0,0,28,537,RANGAREDDY,2,1,12,716
0,0,0,0,28,537,RANGAREDDY,2,5,52,716
42,15,23,38,28,537,RANGAREDDY,3,4,42,716
20,6,4,10,28,537,RANGAREDDY,3,4,43,716
8,8,0,8,28,537,RANGAREDDY,2,4,42,716
84,9,11,20,28,537,RANGAREDDY,3,1,11,716
0,0,0,0,28,537,RANGAREDDY,2,3,32,716
0,0,0,0,28,537,RANGAREDDY,1,5,52,716
5,0,9,9,28,537,RANGAREDDY,1,4,41,716
10,3,3,6,28,537,RANGAREDDY,1,3,32,716
0,0,0,0,28,538,MAHABUBNAGAR,3,4,42,716
8,0,0,0,28,538,MAHABUBNAGAR,3,1,12,716
0,0,0,0,28,538,MAHABUBNAGAR,3,4,41,716
0,0,0,0,28,538,MAHABUBNAGAR,3,4,43,716
0,0,0,0,28,538,MAHABUBNAGAR,3,1,11,716
0,0,0,0,28,538,MAHABUBNAGAR,3,5,52,716
0,0,0,0,28,538,MAHABUBNAGAR,3,3,32,716
0,0,0,0,28,538,MAHABUBNAGAR,3,2,21,716
6,2,0,2,28,538,MAHABUBNAGAR,3,3,31,716
0,0,0,0,28,538,MAHABUBNAGAR,3,5,51,716
7,4,0,4,28,538,MAHABUBNAGAR,3,1,12,709
0,0,0,0,28,538,MAHABUBNAGAR,3,5,51,709
0,0,0,0,28,538,MAHABUBNAGAR,3,4,43,709
22,28,0,28,28,538,MAHABUBNAGAR,3,3,31,709
0,0,0,0,28,538,MAHABUBNAGAR,3,5,52,709
0,0,0,0,28,538,MAHABUBNAGAR,3,4,41,709
0,0,0,0,28,538,MAHABUBNAGAR,3,3,32,709
6,2,0,2,28,538,MAHABUBNAGAR,3,2,21,709
7,1,0,1,28,538,MAHABUBNAGAR,3,1,11,709
0,0,0,0,28,538,MAHABUBNAGAR,3,4,42,709
45,3,11,14,28,537,RANGAREDDY,1,1,11,709
0,0,0,0,28,537,RANGAREDDY,1,4,41,709
0,0,0,0,28,537,RANGAREDDY,2,2,21,709
0,0,0,0,28,537,RANGAREDDY,2,1,11,709
212,25,70,95,28,537,RANGAREDDY,3,1,12,709
36,5,14,19,28,537,RANGAREDDY,1,1,12,709
0,0,0,0,28,537,RANGAREDDY,2,4,41,709
103,26,167,193,28,537,RANGAREDDY,3,4,42,709
140,19,75,94,28,537,RANGAREDDY,3,3,32,709
0,0,0,0,28,537,RANGAREDDY,1,5,52,709
503,29,279,308,28,537,RANGAREDDY,3,2,21,709
0,0,0,0,28,537,RANGAREDDY,2,5,51,709
218,24,108,132,28,537,RANGAREDDY,3,3,31,709
0,0,0,0,28,537,RANGAREDDY,2,1,12,709
0,0,0,0,28,537,RANGAREDDY,2,5,52,709
0,0,0,0,28,537,RANGAREDDY,2,3,32,709
0,0,0,0,28,537,RANGAREDDY,2,4,43,709
84,3,107,111,28,537,RANGAREDDY,3,4,41,709
146,6,40,46,28,537,RANGAREDDY,3,1,11,709
0,0,0,0,28,537,RANGAREDDY,3,5,52,709
67,0,37,37,28,537,RANGAREDDY,1,2,21,709
3,0,0,0,28,537,RANGAREDDY,2,3,31,709
0,0,0,0,28,537,RANGAREDDY,1,5,51,709
15,2,2,4,28,537,RANGAREDDY,1,3,32,709
35,4,33,37,28,537,RANGAREDDY,3,4,43,709
21,23,8,31,28,537,RANGAREDDY,3,5,51,709
45,10,18,28,28,537,RANGAREDDY,1,3,31,709
0,0,0,0,28,537,RANGAREDDY,2,4,42,709
0,0,0,0,28,537,RANGAREDDY,1,4,43,709
10,0,9,9,28,537,RANGAREDDY,1,4,42,709
0,0,0,0,28,539,NALGONDA,2,2,21,709
18,8,0,8,28,539,NALGONDA,2,3,31,709
0,0,0,0,28,539,NALGONDA,3,4,41,709
0,0,0,0,28,539,NALGONDA,3,4,42,709
11,4,0,4,28,539,NALGONDA,3,1,11,709
25,19,0,19,28,539,NALGONDA,3,3,32,709
0,0,0,0,28,539,NALGONDA,2,4,41,709
0,0,0,0,28,539,NALGONDA,2,1,11,709
0,0,0,0,28,539,NALGONDA,2,5,51,709
0,0,0,0,28,539,NALGONDA,2,4,43,709
0,0,0,0,28,539,NALGONDA,2,3,32,709
0,0,0,0,28,539,NALGONDA,2,4,42,709
0,0,0,0,28,539,NALGONDA,3,5,52,709
0,0,0,0,28,539,NALGONDA,3,5,51,709
25,18,0,18,28,539,NALGONDA,3,2,21,709
0,0,0,0,28,539,NALGONDA,3,4,43,709
0,0,0,0,28,539,NALGONDA,2,5,52,709
0,0,0,0,28,539,NALGONDA,3,1,12,709
0,0,0,0,28,539,NALGONDA,2,1,12,709
32,27,0,27,28,539,NALGONDA,3,3,31,709
6,2,0,2,28,535,MEDAK,3,2,21,709
0,0,0,0,28,535,MEDAK,3,4,41,709
0,0,0,0,28,535,MEDAK,3,5,51,709
0,0,0,0,28,535,MEDAK,3,5,52,709
0,0,0,0,28,535,MEDAK,3,1,11,709
0,0,0,0,28,535,MEDAK,3,3,31,709
6,0,0,0,28,535,MEDAK,3,1,12,709
0,0,0,0,28,535,MEDAK,3,4,42,709
0,0,0,0,28,535,MEDAK,3,4,43,709
0,0,0,0,28,535,MEDAK,3,3,32,709
0,0,0,0,28,533,NIZAMABAD,3,4,41,709
0,0,0,0,28,533,NIZAMABAD,3,1,12,709
3,0,0,0,28,533,NIZAMABAD,3,2,21,709
0,0,0,0,28,533,NIZAMABAD,3,3,32,709
0,0,0,0,28,533,NIZAMABAD,3,3,31,709
0,0,0,0,28,533,NIZAMABAD,3,5,52,709
0,0,0,0,28,533,NIZAMABAD,3,5,51,709
0,0,0,0,28,533,NIZAMABAD,3,4,43,709
0,0,0,0,28,533,NIZAMABAD,3,1,11,709
0,0,0,0,28,533,NIZAMABAD,3,4,42,709
0,0,0,0,28,535,MEDAK,3,2,21,619
12,0,2,2,28,535,MEDAK,1,1,11,619
10,0,2,2,28,535,MEDAK,3,1,11,619
0,0,0,0,28,535,MEDAK,3,1,12,619
0,0,0,0,28,535,MEDAK,1,1,12,619
0,0,0,0,28,535,MEDAK,3,4,42,619
0,0,0,0,28,535,MEDAK,1,4,43,619
0,0,0,0,28,535,MEDAK,1,5,51,619
0,0,0,0,28,535,MEDAK,1,4,41,619
0,0,0,0,28,535,MEDAK,1,5,52,619
7,7,0,7,28,535,MEDAK,3,3,32,619
0,0,0,0,28,535,MEDAK,3,3,31,619
0,0,0,0,28,535,MEDAK,1,2,21,619
0,0,0,0,28,535,MEDAK,3,4,43,619
0,0,0,0,28,535,MEDAK,3,5,52,619
0,0,0,0,28,535,MEDAK,3,5,51,619
0,0,0,0,28,535,MEDAK,3,4,41,619
0,0,0,0,28,535,MEDAK,1,3,32,619
0,0,0,0,28,535,MEDAK,1,4,42,619
0,0,0,0,28,535,MEDAK,1,3,31,619
0,0,0,0,28,539,NALGONDA,1,1,12,619
0,0,0,0,28,539,NALGONDA,3,1,11,619
0,0,0,0,28,539,NALGONDA,3,5,52,619
0,0,0,0,28,539,NALGONDA,1,3,31,619
0,0,0,0,28,539,NALGONDA,3,4,41,619
0,0,0,0,28,539,NALGONDA,1,4,42,619
0,0,0,0,28,539,NALGONDA,1,1,11,619
0,0,0,0,28,539,NALGONDA,1,4,43,619
3,0,11,11,28,539,NALGONDA,3,4,43,619
0,0,0,0,28,539,NALGONDA,3,4,42,619
0,0,0,0,28,539,NALGONDA,1,5,52,619
2,0,5,5,28,539,NALGONDA,3,5,51,619
0,0,0,0,28,539,NALGONDA,1,4,41,619
0,0,0,0,28,539,NALGONDA,3,3,31,619
4,0,3,3,28,539,NALGONDA,1,3,32,619
4,0,13,13,28,539,NALGONDA,3,3,32,619
0,0,0,0,28,539,NALGONDA,3,1,12,619
0,0,0,0,28,539,NALGONDA,1,5,51,619
0,0,0,0,28,539,NALGONDA,3,2,21,619
0,0,0,0,28,539,NALGONDA,1,2,21,619
0,0,0,0,28,540,WARANGAL,2,5,51,619
0,0,0,0,28,540,WARANGAL,3,1,11,619
0,0,0,0,28,540,WARANGAL,3,3,32,619
0,0,0,0,28,540,WARANGAL,2,4,43,619
0,0,0,0,28,540,WARANGAL,2,3,31,619
0,0,0,0,28,540,WARANGAL,3,4,43,619
0,0,0,0,28,540,WARANGAL,3,4,41,619
0,0,0,0,28,540,WARANGAL,2,3,32,619
0,0,0,0,28,540,WARANGAL,3,2,21,619
0,0,0,0,28,540,WARANGAL,2,4,41,619
0,0,0,0,28,540,WARANGAL,3,3,31,619
0,0,0,0,28,540,WARANGAL,2,5,52,619
0,0,0,0,28,540,WARANGAL,3,4,42,619
0,0,0,0,28,540,WARANGAL,2,4,42,619
5,0,21,21,28,540,WARANGAL,3,5,51,619
0,0,0,0,28,540,WARANGAL,3,1,12,619
0,0,0,0,28,540,WARANGAL,2,1,11,619
0,0,0,0,28,540,WARANGAL,3,5,52,619
4,0,2,2,28,540,WARANGAL,2,1,12,619
0,0,0,0,28,540,WARANGAL,2,2,21,619
0,0,0,0,28,537,RANGAREDDY,1,4,42,619
0,0,0,0,28,537,RANGAREDDY,3,5,52,619
15,8,2,10,28,537,RANGAREDDY,2,3,31,619
6,0,2,2,28,537,RANGAREDDY,1,3,31,619
0,0,0,0,28,537,RANGAREDDY,1,1,11,619
8,4,0,4,28,537,RANGAREDDY,2,1,11,619
0,0,0,0,28,537,RANGAREDDY,1,4,43,619
0,0,0,0,28,537,RANGAREDDY,1,4,41,619
27,24,0,24,28,537,RANGAREDDY,3,3,32,619
0,0,0,0,28,537,RANGAREDDY,1,5,51,619
4,0,2,2,28,537,RANGAREDDY,1,3,32,619
0,0,0,0,28,537,RANGAREDDY,2,5,51,619
13,13,0,13,28,537,RANGAREDDY,3,4,41,619
241,136,2,139,28,537,RANGAREDDY,3,1,12,619
29,7,2,9,28,537,RANGAREDDY,1,1,12,619
48,26,0,26,28,537,RANGAREDDY,1,2,21,619
167,111,35,145,28,537,RANGAREDDY,3,2,21,619
0,0,0,0,28,537,RANGAREDDY,2,4,41,619
0,0,0,0,28,537,RANGAREDDY,1,5,52,619
95,60,24,84,28,537,RANGAREDDY,3,3,31,619
0,0,0,0,28,537,RANGAREDDY,2,5,52,619
0,0,0,0,28,537,RANGAREDDY,2,3,32,619
0,0,0,0,28,537,RANGAREDDY,2,4,43,619
19,9,0,9,28,537,RANGAREDDY,2,1,12,619
22,14,14,29,28,537,RANGAREDDY,3,4,42,619
6,5,0,5,28,537,RANGAREDDY,3,4,43,619
60,51,0,51,28,537,RANGAREDDY,2,2,21,619
107,32,1,33,28,537,RANGAREDDY,3,1,11,619
0,0,0,0,28,537,RANGAREDDY,2,4,42,619
11,14,0,14,28,537,RANGAREDDY,3,5,51,619
2,0,7,7,28,541,KHAMMAM,1,5,51,619
13,0,27,27,28,541,KHAMMAM,1,3,32,619
2,0,7,7,28,541,KHAMMAM,1,4,43,619
103,0,124,124,28,541,KHAMMAM,3,3,32,619
763,0,1229,1229,28,541,KHAMMAM,2,3,31,619
203,0,141,141,28,541,KHAMMAM,3,1,12,619
235,0,472,472,28,541,KHAMMAM,2,4,42,619
301,0,754,754,28,541,KHAMMAM,2,4,41,619
528,0,150,150,28,541,KHAMMAM,2,1,11,619
229,0,69,69,28,541,KHAMMAM,3,1,11,619
0,0,0,0,28,541,KHAMMAM,1,5,52,619
91,0,153,153,28,541,KHAMMAM,3,4,41,619
34,0,10,10,28,541,KHAMMAM,1,1,11,619
331,0,364,364,28,541,KHAMMAM,3,2,21,619
6,0,12,12,28,541,KHAMMAM,1,3,31,619
632,0,586,586,28,541,KHAMMAM,3,3,31,619
50,0,65,65,28,541,KHAMMAM,1,2,21,619
10,0,40,40,28,541,KHAMMAM,2,5,51,619
1,0,8,8,28,541,KHAMMAM,2,5,52,619
9,0,24,24,28,541,KHAMMAM,1,4,41,619
489,0,978,978,28,541,KHAMMAM,2,3,32,619
2,0,20,20,28,541,KHAMMAM,3,5,52,619
39,0,182,182,28,541,KHAMMAM,2,4,43,619
6,0,6,6,28,541,KHAMMAM,1,4,42,619
152,0,361,361,28,541,KHAMMAM,3,4,42,619
56,0,161,161,28,541,KHAMMAM,3,4,43,619
897,0,1072,1072,28,541,KHAMMAM,2,2,21,619
30,0,132,132,28,541,KHAMMAM,3,5,51,619
616,0,459,459,28,541,KHAMMAM,2,1,12,619
19,0,13,13,28,541,KHAMMAM,1,1,12,619
432,0,198,198,28,537,RANGAREDDY,2,2,21,1002
13,0,100,100,28,537,RANGAREDDY,2,5,51,1002
227,17,237,255,28,537,RANGAREDDY,3,4,42,1002
68,0,82,82,28,537,RANGAREDDY,3,4,43,1002
16,0,20,20,28,537,RANGAREDDY,1,3,32,1002
21,0,12,12,28,537,RANGAREDDY,2,4,41,1002
148,0,133,133,28,537,RANGAREDDY,3,4,41,1002
300,0,231,231,28,537,RANGAREDDY,3,3,32,1002
844,0,163,163,28,537,RANGAREDDY,3,1,11,1002
95,0,16,16,28,537,RANGAREDDY,1,1,11,1002
1,0,1,1,28,537,RANGAREDDY,4,3,31,1002
2,0,12,12,28,537,RANGAREDDY,4,5,51,1002
1325,0,546,546,28,537,RANGAREDDY,3,1,12,1002
0,0,0,0,28,537,RANGAREDDY,4,2,21,1002
1072,0,833,833,28,537,RANGAREDDY,3,3,31,1002
605,4,199,203,28,537,RANGAREDDY,2,1,12,1002
60,0,69,69,28,537,RANGAREDDY,3,5,51,1002
0,0,0,0,28,537,RANGAREDDY,4,5,52,1002
8,0,30,30,28,537,RANGAREDDY,3,5,52,1002
74,0,54,54,28,537,RANGAREDDY,1,3,31,1002
0,0,0,0,28,537,RANGAREDDY,1,5,51,1002
16,0,49,49,28,537,RANGAREDDY,2,4,42,1002
0,0,0,0,28,537,RANGAREDDY,4,4,43,1002
0,0,0,0,28,537,RANGAREDDY,4,1,11,1002
217,0,139,139,28,537,RANGAREDDY,1,2,21,1002
0,0,0,0,28,537,RANGAREDDY,1,5,52,1002
4,0,59,59,28,537,RANGAREDDY,2,5,52,1002
247,0,106,106,28,537,RANGAREDDY,1,1,12,1002
214,0,111,111,28,537,RANGAREDDY,2,3,31,1002
0,0,0,0,28,537,RANGAREDDY,4,1,12,1002
4,0,17,17,28,537,RANGAREDDY,2,4,43,1002
13,0,16,16,28,537,RANGAREDDY,1,4,41,1002
0,0,0,0,28,537,RANGAREDDY,4,4,41,1002
4,0,6,6,28,537,RANGAREDDY,1,4,43,1002
3,0,4,4,28,537,RANGAREDDY,1,4,42,1002
1,0,3,3,28,537,RANGAREDDY,4,4,42,1002
52,0,47,47,28,537,RANGAREDDY,2,3,32,1002
2030,0,1271,1271,28,537,RANGAREDDY,3,2,21,1002
0,0,0,0,28,537,RANGAREDDY,4,3,32,1002
477,0,107,107,28,537,RANGAREDDY,2,1,11,1002
29475,853,25170,26023,28,538,MAHABUBNAGAR,3,2,21,1002
2277,16,1965,1980,28,538,MAHABUBNAGAR,2,2,21,1002
739,8,720,728,28,538,MAHABUBNAGAR,2,3,31,1002
0,0,0,0,28,538,MAHABUBNAGAR,1,5,52,1002
43,65,121,185,28,538,MAHABUBNAGAR,3,5,52,1002
279,11,309,320,28,538,MAHABUBNAGAR,1,3,32,1002
5378,411,6292,6703,28,538,MAHABUBNAGAR,3,3,32,1002
3659,31,2161,2192,28,538,MAHABUBNAGAR,1,1,12,1002
1981,1,1197,1198,28,538,MAHABUBNAGAR,2,1,12,1002
0,0,0,0,28,538,MAHABUBNAGAR,2,5,52,1002
6,0,22,22,28,538,MAHABUBNAGAR,2,5,51,1002
12994,722,13232,13954,28,538,MAHABUBNAGAR,3,3,31,1002
168,2,246,247,28,538,MAHABUBNAGAR,2,3,32,1002
1174,21,1231,1252,28,538,MAHABUBNAGAR,1,3,31,1002
3935,126,3333,3459,28,538,MAHABUBNAGAR,1,2,21,1002
795,206,1967,2173,28,538,MAHABUBNAGAR,3,5,51,1002
20515,244,12203,12447,28,538,MAHABUBNAGAR,3,1,12,1002
3,0,14,14,28,538,MAHABUBNAGAR,1,5,51,1002
4,0,54,54,28,540,WARANGAL,2,5,51,1002
193,0,195,195,28,540,WARANGAL,3,3,32,1002
8,0,6,6,28,540,WARANGAL,3,5,52,1002
135,1,42,43,28,540,WARANGAL,3,1,11,1002
137,0,91,91,28,540,WARANGAL,3,4,41,1002
3,0,1,1,28,540,WARANGAL,2,4,41,1002
0,0,0,0,28,540,WARANGAL,1,5,51,1002
54,0,15,15,28,540,WARANGAL,1,1,11,1002
17,0,49,49,28,540,WARANGAL,2,3,32,1002
5,0,107,107,28,540,WARANGAL,2,5,52,1002
4,0,10,10,28,540,WARANGAL,1,4,42,1002
10,0,48,48,28,540,WARANGAL,2,4,42,1002
8,0,8,8,28,540,WARANGAL,1,3,32,1002
3,0,6,6,28,540,WARANGAL,1,4,41,1002
5,0,2,2,28,540,WARANGAL,1,3,31,1002
23,0,23,23,28,540,WARANGAL,2,3,31,1002
500,0,312,312,28,540,WARANGAL,3,2,21,1002
22,0,7,7,28,540,WARANGAL,1,2,21,1002
42,0,20,20,28,540,WARANGAL,1,1,12,1002
6,0,51,51,28,540,WARANGAL,2,4,43,1002
1,0,1,1,28,540,WARANGAL,1,4,43,1002
32,0,57,57,28,540,WARANGAL,3,5,51,1002
69,0,37,37,28,540,WARANGAL,3,4,43,1002
42,0,49,49,28,540,WARANGAL,2,2,21,1002
45,0,31,31,28,540,WARANGAL,2,1,12,1002
317,0,148,148,28,540,WARANGAL,3,1,12,1002
22,0,7,7,28,540,WARANGAL,2,1,11,1002
269,0,185,185,28,540,WARANGAL,3,3,31,1002
0,0,0,0,28,540,WARANGAL,1,5,52,1002
133,0,162,162,28,540,WARANGAL,3,4,42,1002
676,0,440,440,28,539,NALGONDA,2,1,12,1002
36,0,42,42,28,539,NALGONDA,1,4,41,1002
769,0,666,666,28,539,NALGONDA,1,2,21,1002
1,0,2,2,28,539,NALGONDA,1,5,51,1002
55,0,47,47,28,539,NALGONDA,1,3,32,1002
19,0,28,28,28,539,NALGONDA,1,4,42,1002
62,2,121,124,28,538,MAHABUBNAGAR,2,4,42,1002
3,0,12,12,28,539,NALGONDA,2,5,51,1002
197,5,194,199,28,539,NALGONDA,1,3,31,1002
16407,112,4523,4635,28,538,MAHABUBNAGAR,3,1,11,1002
513,0,148,148,28,539,NALGONDA,2,1,11,1002
5518,14,4283,4298,28,539,NALGONDA,3,2,21,1002
44,0,103,103,28,539,NALGONDA,2,4,42,1002
14,0,28,28,28,538,MAHABUBNAGAR,1,4,43,1002
2650,5,1533,1538,28,539,NALGONDA,3,1,12,1002
248,0,445,445,28,539,NALGONDA,3,5,51,1002
84,0,108,108,28,539,NALGONDA,2,3,32,1002
2970,25,932,957,28,538,MAHABUBNAGAR,1,1,11,1002
0,0,0,0,28,539,NALGONDA,2,5,52,1002
1615,1,454,455,28,538,MAHABUBNAGAR,2,1,11,1002
793,22,968,989,28,539,NALGONDA,3,4,42,1002
1212,0,1132,1132,28,539,NALGONDA,2,2,21,1002
11,0,17,17,28,539,NALGONDA,3,5,52,1002
3113,22,2908,2929,28,539,NALGONDA,3,3,31,1002
0,0,0,0,28,539,NALGONDA,1,5,52,1002
2,0,5,5,28,539,NALGONDA,2,4,43,1002
170,41,301,342,28,538,MAHABUBNAGAR,1,4,41,1002
622,0,339,339,28,539,NALGONDA,1,1,12,1002
84,2,132,134,28,538,MAHABUBNAGAR,1,4,42,1002
346,0,496,496,28,539,NALGONDA,2,3,31,1002
39,0,53,53,28,538,MAHABUBNAGAR,2,4,43,1002
1045,125,1994,2119,28,538,MAHABUBNAGAR,3,4,43,1002
283,0,384,384,28,539,NALGONDA,3,4,43,1002
4,0,9,9,28,539,NALGONDA,1,4,43,1002
93,0,127,127,28,538,MAHABUBNAGAR,2,4,41,1002
3230,359,4479,4838,28,538,MAHABUBNAGAR,3,4,41,1002
3103,589,5042,5631,28,538,MAHABUBNAGAR,3,4,42,1002
32,8,36,44,28,539,NALGONDA,2,4,41,1002
818,2,918,921,28,539,NALGONDA,3,4,41,1002
1303,3,405,408,28,539,NALGONDA,3,1,11,1002
356,4,111,115,28,539,NALGONDA,1,1,11,1002
1586,3,1598,1601,28,539,NALGONDA,3,3,32,1002
5,4,0,4,28,534,KARIMNAGAR,3,3,32,1002
0,0,0,0,28,534,KARIMNAGAR,2,5,51,1002
69,0,28,28,28,534,KARIMNAGAR,3,1,11,1002
72,4,52,56,28,535,MEDAK,3,3,32,1002
0,0,0,0,28,535,MEDAK,1,4,43,1002
229,0,36,36,28,535,MEDAK,3,1,11,1002
0,0,0,0,28,535,MEDAK,3,4,43,1002
0,0,0,0,28,535,MEDAK,3,5,51,1002
0,0,0,0,28,535,MEDAK,1,5,51,1002
323,6,150,156,28,535,MEDAK,3,2,21,1002
45,0,14,14,28,535,MEDAK,1,2,21,1002
19,1,22,23,28,535,MEDAK,3,4,42,1002
0,0,0,0,28,534,KARIMNAGAR,1,4,43,1002
8,0,2,2,28,534,KARIMNAGAR,2,1,11,1002
0,0,0,0,28,534,KARIMNAGAR,1,5,52,1002
22,0,9,9,28,535,MEDAK,1,3,31,1002
0,0,0,0,28,534,KARIMNAGAR,1,3,32,1002
0,0,0,0,28,534,KARIMNAGAR,2,3,32,1002
0,0,0,0,28,534,KARIMNAGAR,1,5,51,1002
0,0,0,0,28,534,KARIMNAGAR,3,4,41,1002
0,0,0,0,28,534,KARIMNAGAR,1,4,41,1002
0,0,0,0,28,534,KARIMNAGAR,1,3,31,1002
24,0,11,11,28,534,KARIMNAGAR,1,1,11,1002
0,0,0,0,28,534,KARIMNAGAR,3,3,31,1002
0,0,0,0,28,534,KARIMNAGAR,2,3,31,1002
25,0,18,18,28,534,KARIMNAGAR,1,1,12,1002
0,0,0,0,28,534,KARIMNAGAR,2,4,43,1002
0,0,0,0,28,534,KARIMNAGAR,3,5,52,1002
0,0,0,0,28,534,KARIMNAGAR,2,1,12,1002
0,0,0,0,28,535,MEDAK,3,5,52,1002
13,0,15,15,28,534,KARIMNAGAR,1,2,21,1002
0,0,0,0,28,535,MEDAK,1,3,32,1002
77,3,54,58,28,534,KARIMNAGAR,3,2,21,1002
0,0,0,0,28,534,KARIMNAGAR,3,4,42,1002
146,0,97,97,28,534,KARIMNAGAR,3,1,12,1002
0,0,0,0,28,534,KARIMNAGAR,2,2,21,1002
0,0,0,0,28,534,KARIMNAGAR,2,5,52,1002
0,0,0,0,28,534,KARIMNAGAR,3,4,43,1002
18,0,2,2,28,535,MEDAK,1,1,11,1002
7,1,0,1,28,535,MEDAK,3,4,41,1002
0,0,0,0,28,535,MEDAK,1,4,42,1002
0,0,0,0,28,535,MEDAK,1,4,41,1002
0,0,0,0,28,534,KARIMNAGAR,2,4,41,1002
110,3,41,43,28,535,MEDAK,3,3,31,1002
0,0,0,0,28,535,MEDAK,1,5,52,1002
153,3,56,59,28,535,MEDAK,3,1,12,1002
19,1,3,4,28,535,MEDAK,1,1,12,1002
0,0,0,0,28,534,KARIMNAGAR,3,5,51,1002
0,0,0,0,28,534,KARIMNAGAR,2,4,42,1002
0,0,0,0,28,534,KARIMNAGAR,1,4,42,1002
0,0,0,0,28,532,ADILABAD,3,5,52,1002
2,0,2,2,28,532,ADILABAD,1,5,51,1002
357,22,48,69,28,532,ADILABAD,1,1,11,1002
26,3,12,15,28,532,ADILABAD,2,2,21,1002
34,0,14,14,28,532,ADILABAD,2,3,31,1002
5,0,2,2,28,532,ADILABAD,2,3,32,1002
14,0,31,31,28,532,ADILABAD,1,4,41,1002
0,0,0,0,28,532,ADILABAD,2,4,42,1002
0,0,0,0,28,532,ADILABAD,1,5,52,1002
81,3,59,62,28,532,ADILABAD,3,3,31,1002
39,0,31,31,28,532,ADILABAD,3,4,41,1002
8,0,7,7,28,532,ADILABAD,3,4,43,1002
0,0,0,0,28,532,ADILABAD,3,5,51,1002
169,114,3,117,28,532,ADILABAD,3,1,12,1002
0,0,0,0,28,532,ADILABAD,1,4,43,1002
15,0,16,16,28,532,ADILABAD,3,4,42,1002
27,0,22,22,28,532,ADILABAD,3,3,32,1002
6,0,5,5,28,532,ADILABAD,1,3,31,1002
31,12,2,14,28,532,ADILABAD,2,1,12,1002
353,20,180,200,28,532,ADILABAD,3,2,21,1002
11,8,0,8,28,532,ADILABAD,1,1,12,1002
4,0,3,3,28,532,ADILABAD,1,4,42,1002
115,3,19,23,28,532,ADILABAD,2,1,11,1002
3,0,12,12,28,532,ADILABAD,2,4,43,1002
1773,81,236,317,28,532,ADILABAD,3,1,11,1002
2,0,1,1,28,532,ADILABAD,2,4,41,1002
0,0,0,0,28,532,ADILABAD,2,5,52,1002
0,0,0,0,28,532,ADILABAD,1,3,32,1002
21,0,10,10,28,532,ADILABAD,1,2,21,1002
0,0,0,0,28,532,ADILABAD,2,5,51,1002
0,0,0,0,28,535,MEDAK,3,5,51,721
4,3,0,3,28,535,MEDAK,3,4,41,721
0,0,0,0,28,535,MEDAK,1,3,32,721
0,0,0,0,28,535,MEDAK,3,1,11,721
0,0,0,0,28,535,MEDAK,1,4,42,721
0,0,0,0,28,535,MEDAK,3,5,52,721
0,0,0,0,28,535,MEDAK,1,3,31,721
0,0,0,0,28,535,MEDAK,1,2,21,721
4,2,0,2,28,535,MEDAK,3,1,12,721
0,0,0,0,28,535,MEDAK,3,4,42,721
0,0,0,0,28,535,MEDAK,1,5,51,721
0,0,0,0,28,535,MEDAK,1,5,52,721
0,0,0,0,28,535,MEDAK,1,4,41,721
0,0,0,0,28,535,MEDAK,1,4,43,721
0,0,0,0,28,535,MEDAK,3,3,32,721
8,2,0,2,28,535,MEDAK,1,1,12,721
16,2,9,11,28,535,MEDAK,3,2,21,721
5,0,1,1,28,535,MEDAK,3,3,31,721
0,0,0,0,28,535,MEDAK,1,1,11,721
0,0,0,0,28,535,MEDAK,3,4,43,721
0,0,0,0,28,538,MAHABUBNAGAR,3,4,42,721
0,0,0,0,28,539,NALGONDA,2,3,31,721
0,0,0,0,28,538,MAHABUBNAGAR,3,5,52,721
0,0,0,0,28,539,NALGONDA,3,5,51,721
0,0,0,0,28,539,NALGONDA,2,5,51,721
0,0,0,0,28,539,NALGONDA,2,4,41,721
0,0,0,0,28,539,NALGONDA,2,4,43,721
4,2,0,2,28,539,NALGONDA,2,2,21,721
0,0,0,0,28,539,NALGONDA,3,1,12,721
0,0,0,0,28,539,NALGONDA,3,4,41,721
3,1,0,1,28,539,NALGONDA,3,4,43,721
0,0,0,0,28,538,MAHABUBNAGAR,3,2,21,721
0,0,0,0,28,538,MAHABUBNAGAR,3,3,32,721
0,0,0,0,28,538,MAHABUBNAGAR,3,3,31,721
13,10,0,10,28,538,MAHABUBNAGAR,3,1,12,721
7,3,0,3,28,538,MAHABUBNAGAR,3,1,11,721
0,0,0,0,28,539,NALGONDA,3,2,21,721
