district_code,state_code,year,rainfall,rainfall_anom
19,1,2010,1197.709988,-9.152150537
30,2,1981,1128.6333,-2.731290402
30,2,1982,1504.613293,29.67169537
30,2,1983,1436.362582,23.78966217
30,2,1984,864.5054782,-25.49454962
30,2,1985,1307.901101,12.71849977
30,2,1986,1093.547882,-5.755047769
30,2,1987,1084.223539,-6.558645249
30,2,1988,1542.713034,32.95523547
30,2,1989,1061.168479,-8.545593434
30,2,1990,1209.576995,4.244659013
30,2,1991,921.8436841,-20.55298596
30,2,1992,1210.312867,4.308078496
30,2,1993,1114.357722,-3.96159876
30,2,1994,1554.742832,33.99199637
30,2,1995,1376.864556,18.66195925
30,2,1996,1258.223057,8.437109898
30,2,1997,1550.408882,33.61848472
30,2,1998,1565.032324,34.87877298
30,2,1999,1113.183248,-4.062818197
30,2,2000,902.8505826,-22.18986348
30,2,2001,895.516362,-22.8219467
30,2,2002,869.5167053,-25.06266834
30,2,2003,1098.31068,-5.344576846
30,2,2004,777.5900028,-32.98516339
30,2,2005,1101.215119,-5.09426434
30,2,2006,1058.386548,-8.785347887
30,2,2007,1089.28308,-6.122600146
30,2,2008,1185.620184,2.179995381
30,2,2009,883.7182367,-23.83874146
30,2,2010,1049.532118,-9.548446938
23,2,1981,1796.338575,0.588468883
23,2,1982,1801.535684,0.87948825
23,2,1983,1660.30522,-7.02890741
23,2,1984,1495.445352,-16.26046426
23,2,1985,1712.547089,-4.103551513
23,2,1986,1888.145191,5.729307648
23,2,1987,1422.085279,-20.36836327
23,2,1988,2611.943628,46.25940459
23,2,1989,1580.481341,-11.49875616
23,2,1990,2223.443261,24.50478794
23,2,1991,1711.388058,-4.168453035
23,2,1992,2039.787012,14.22070166
23,2,1993,1736.850335,-2.742657578
23,2,1994,2364.686513,32.41389965
23,2,1995,2129.562245,19.24779027
23,2,1996,2107.72298,18.02487037
23,2,1997,2443.449494,36.82434196
23,2,1998,2188.203051,22.53146351
23,2,1999,1565.189341,-12.3550529
23,2,2000,1197.629348,-32.93708431
23,2,2001,1152.503787,-35.46395263
23,2,2002,857.8363811,-51.96426255
23,2,2003,1226.394387,-31.32634603
23,2,2004,1522.449434,-14.74833326
23,2,2005,2532.970878,41.83721595
23,2,2006,1286.000814,-27.98860152
23,2,2007,2038.408199,14.1434931
