"state_code","district_code","social_group","size_class","holding_no","holding_ar","holding_whly.owned_self.operatd_no","holding_whly.owned_self.operatd_ar","holding_whly_leased.in_no","holding_whly_leased.in_ar","holding_whly.operatd_no","holding_whly.operatd_ar","holding_partly.ownd_leased.in_operatd_no","holding_partly.ownd_leased.in_operatd_ownd.ar","holding_partly.ownd_leased.in_operatd_leasdin.ar","holding_partly.ownd_leased.in_operatd_operatd.ar","holding_partly.ownd_leased.in_operatd_tot.ar"
37,538,2,31,7937,18626,7937,18626,0,0,0,0,0,0,0,0,0
37,539,2,31,5981,14088,5976,14078,0,0,5,10,0,0,0,0,0
37,540,2,31,6202,14709,6202,14709,0,0,0,0,0,0,0,0,0
37,541,2,31,15500,36143,15351,35805,24,50,0,0,125,163,112,13,288
36,542,2,31,1358,3164,1355,3157,0,0,3,7,0,0,0,0,0
36,543,2,31,2401,5686,2395,5672,3,7,0,0,3,3,4,0,7
36,544,2,31,12921,31203,12865,31063,0,0,0,0,56,110,24,7,140
36,545,2,31,6323,15032,6323,15032,0,0,0,0,0,0,0,0,0
36,546,2,31,1852,4399,1852,4399,0,0,0,0,0,0,0,0,0
36,547,2,31,498,1213,491,1193,0,0,0,0,7,12,8,0,20
36,548,2,31,1314,3037,1314,3037,0,0,0,0,0,0,0,0,0
36,549,2,31,926,2088,926,2088,0,0,0,0,0,0,0,0,0
36,550,2,31,603,1362,603,1362,0,0,0,0,0,0,0,0,0
36,551,2,31,529,1186,529,1186,0,0,0,0,0,0,0,0,0
36,552,2,31,1320,3071,1315,3059,3,8,0,0,2,2,1,0,3
36,553,2,31,5605,12508,5605,12508,0,0,0,0,0,0,0,0,0
36,554,2,31,746,1724,745,1721,0,0,0,0,1,2,1,0,3
37,532,99,31,69592,159956,69047,158679,462,1076,7,17,76,122,62,0,184
37,533,99,31,26734,62775,26734,62775,0,0,0,0,0,0,0,0,0
37,534,99,31,41805,99454,41612,98974,18,48,0,0,175,226,207,0,433
37,535,99,31,39832,94259,39829,94253,0,0,3,7,0,0,0,0,0
36,537,99,31,30714,72584,30695,72531,15,43,4,10,0,0,0,0,0
37,538,99,31,93535,222795,93535,222795,0,0,0,0,0,0,0,0,0
37,539,99,31,66832,159146,66772,159004,6,16,24,53,30,51,23,0,73
37,540,99,31,43030,102538,42969,102400,53,120,0,0,8,9,8,0,17
37,541,99,31,40613,95762,39792,93775,325,767,10,21,486,669,507,23,1199
36,542,99,31,16525,39469,16456,39306,0,0,3,7,66,115,41,0,156
36,543,99,31,18622,44598,17957,42982,68,160,0,0,597,967,476,12,1456
36,544,99,31,22837,54345,22396,53302,0,0,0,0,441,841,134,68,1043
36,545,99,31,26647,63350,26504,63017,24,55,0,0,119,183,94,0,277
36,546,99,31,27350,65100,27303,64996,11,25,30,64,6,10,0,5,15
36,547,99,31,31022,74510,27592,66311,1240,2960,8,18,2182,3205,2017,0,5222
36,548,99,31,42683,102024,42681,102018,2,6,0,0,0,0,0,0,0
36,549,99,31,67980,159993,67980,159993,0,0,0,0,0,0,0,0,0
36,550,99,31,29454,69413,29272,68998,102,238,30,63,50,61,53,0,114
36,551,99,31,47623,111748,47609,111719,0,0,14,30,0,0,0,0,0
36,552,99,31,79493,189678,79267,189105,190,483,0,0,36,46,44,0,90
36,553,99,31,136949,316065,136933,316029,0,0,16,36,0,0,0,0,0
36,554,99,31,42605,100037,42490,99766,61,143,23,51,31,30,46,2,78
37,532,4,42,3,19,3,19,0,0,0,0,0,0,0,0,0
37,533,4,42,11,73,11,73,0,0,0,0,0,0,0,0,0
37,534,4,42,3,19,3,19,0,0,0,0,0,0,0,0,0
37,535,4,42,12,70,12,70,0,0,0,0,0,0,0,0,0
36,537,4,42,13,77,13,77,0,0,0,0,0,0,0,0,0
37,538,4,42,3,19,3,19,0,0,0,0,0,0,0,0,0
37,539,4,42,10,64,10,64,0,0,0,0,0,0,0,0,0
37,540,4,42,1,5,1,5,0,0,0,0,0,0,0,0,0
37,541,4,42,20,128,20,128,0,0,0,0,0,0,0,0,0
36,542,4,42,35,210,35,210,0,0,0,0,0,0,0,0,0
36,543,4,42,15,91,15,91,0,0,0,0,0,0,0,0,0
36,544,4,42,15,93,15,93,0,0,0,0,0,0,0,0,0
36,545,4,42,36,229,36,229,0,0,0,0,0,0,0,0,0
36,546,4,42,77,469,77,469,0,0,0,0,0,0,0,0,0
36,547,4,42,3,19,3,19,0,0,0,0,0,0,0,0,0
36,548,4,42,98,603,98,603,0,0,0,0,0,0,0,0,0
36,549,4,42,25,150,25,150,0,0,0,0,0,0,0,0,0
36,550,4,42,46,275,46,275,0,0,0,0,0,0,0,0,0
36,551,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0
36,552,4,42,8,50,8,50,0,0,0,0,0,0,0,0,0
36,553,4,42,99,608,99,608,0,0,0,0,0,0,0,0,0
36,554,4,42,2,14,2,14,0,0,0,0,0,0,0,0,0
37,532,1,42,882,5291,882,5291,0,0,0,0,0,0,0,0,0
37,533,1,42,70,417,70,417,0,0,0,0,0,0,0,0,0
37,534,1,42,201,1184,201,1184,0,0,0,0,0,0,0,0,0
37,535,1,42,239,1420,239,1420,0,0,0,0,0,0,0,0,0
36,537,1,42,252,1507,252,1507,0,0,0,0,0,0,0,0,0
37,538,1,42,648,3834,648,3834,0,0,0,0,0,0,0,0,0
37,539,1,42,256,1532,256,1532,0,0,0,0,0,0,0,0,0
37,540,1,42,339,2032,339,2032,0,0,0,0,0,0,0,0,0
37,541,1,42,142,829,139,811,0,0,0,0,3,6,7,5,18
36,542,1,42,8,49,8,49,0,0,0,0,0,0,0,0,0
36,543,1,42,38,229,30,184,0,0,0,0,8,33,11,0,45
36,544,1,42,35,195,34,190,0,0,0,0,1,4,1,0,5
36,545,1,42,50,293,49,287,1,6,0,0,0,0,0,0,0
36,546,1,42,111,637,111,637,0,0,0,0,0,0,0,0,0
36,547,1,42,105,634,85,509,10,64,0,0,10,22,40,0,62
36,548,1,42,99,583,99,583,0,0,0,0,0,0,0,0,0
36,549,1,42,192,1117,192,1117,0,0,0,0,0,0,0,0,0
36,550,1,42,124,741,124,741,0,0,0,0,0,0,0,0,0
36,551,1,42,63,365,63,365,0,0,0,0,0,0,0,0,0
36,552,1,42,903,5278,903,5278,0,0,0,0,0,0,0,0,0
36,553,1,42,456,2681,449,2641,0,0,7,40,0,0,0,0,0
36,554,1,42,102,615,102,615,0,0,0,0,0,0,0,0,0
37,532,3,42,6273,37611,6273,37611,0,0,0,0,0,0,0,0,0
37,533,3,42,2390,14233,2390,14233,0,0,0,0,0,0,0,0,0
37,534,3,42,5119,30571,5113,30530,0,0,0,0,6,30,11,0,41
37,535,3,42,5856,35164,5856,35164,0,0,0,0,0,0,0,0,0
36,537,3,42,4452,26811,4452,26811,0,0,0,0,0,0,0,0,0
37,538,3,42,12803,76975,12795,76933,8,42,0,0,0,0,0,0,0
37,539,3,42,10088,60275,10085,60260,0,0,0,0,3,12,3,0,15
37,540,3,42,5223,31330,5207,31240,4,19,0,0,12,62,9,0,71
37,541,3,42,4043,24180,3803,22704,22,152,0,0,218,822,427,76,1325
36,542,3,42,1756,10395,1697,10044,0,0,0,0,59,257,95,0,352
36,543,3,42,2491,14850,2337,13944,2,17,0,0,152,649,240,0,889
36,544,3,42,1318,7800,1256,7403,0,0,0,0,62,373,5,19,397
36,545,3,42,2629,15589,2608,15454,9,60,0,0,12,57,19,0,75
36,546,3,42,4142,24754,4136,24724,0,0,0,0,6,14,17,0,30
36,547,3,42,4955,29678,4273,25671,172,979,0,0,510,1796,1232,0,3028
36,548,3,42,5057,29709,4874,28578,0,0,0,0,183,891,240,0,1131
36,549,3,42,10562,63224,10562,63224,0,0,0,0,0,0,0,0,0
36,550,3,42,5364,32207,5323,31959,5,34,0,0,36,132,56,26,214
36,551,3,42,5102,30181,5102,30181,0,0,0,0,0,0,0,0,0
36,552,3,42,18686,112269,18586,111620,4,23,0,0,96,299,326,0,626
36,553,3,42,18870,112921,18870,112921,0,0,0,0,0,0,0,0,0
36,554,3,42,4514,26965,4496,26861,10,56,0,0,8,22,26,0,48
37,532,2,42,2372,14197,2340,13993,32,204,0,0,0,0,0,0,0
37,533,2,42,44,261,44,261,0,0,0,0,0,0,0,0,0
37,534,2,42,74,432,74,432,0,0,0,0,0,0,0,0,0
37,535,2,42,258,1531,258,1531,0,0,0,0,0,0,0,0,0
36,537,2,42,196,1162,196,1162,0,0,0,0,0,0,0,0,0
37,538,2,42,647,3879,647,3879,0,0,0,0,0,0,0,0,0
37,539,2,42,561,3326,556,3297,0,0,0,0,5,28,1,0,29
37,540,2,42,689,4153,689,4153,0,0,0,0,0,0,0,0,0
37,541,2,42,1676,9964,1642,9764,0,0,0,0,34,116,68,17,200
36,542,2,42,119,699,119,699,0,0,0,0,0,0,0,0,0
36,543,2,42,314,1877,312,1866,0,0,0,0,2,5,5,0,11
36,544,2,42,3638,21890,3612,21753,0,0,0,0,26,104,34,0,138
36,545,2,42,1885,11338,1885,11338,0,0,0,0,0,0,0,0,0
36,546,2,42,334,1992,334,1992,0,0,0,0,0,0,0,0,0
36,547,2,42,39,238,39,238,0,0,0,0,0,0,0,0,0
36,548,2,42,73,426,72,420,0,0,0,0,1,5,1,0,7
36,549,2,42,48,276,48,276,0,0,0,0,0,0,0,0,0
36,550,2,42,28,166,28,166,0,0,0,0,0,0,0,0,0
36,551,2,42,22,128,22,128,0,0,0,0,0,0,0,0,0
36,552,2,42,192,1135,192,1135,0,0,0,0,0,0,0,0,0
36,553,2,42,302,1780,302,1780,0,0,0,0,0,0,0,0,0
36,554,2,42,29,166,29,166,0,0,0,0,0,0,0,0,0
37,532,99,42,9530,57118,9498,56914,32,204,0,0,0,0,0,0,0
37,533,99,42,2515,14984,2515,14984,0,0,0,0,0,0,0,0,0
37,534,99,42,5397,32207,5391,32166,0,0,0,0,6,30,11,0,41
37,535,99,42,6365,38185,6365,38185,0,0,0,0,0,0,0,0,0
36,537,99,42,4913,29558,4913,29558,0,0,0,0,0,0,0,0,0
37,538,99,42,14101,84707,14093,84666,8,42,0,0,0,0,0,0,0
37,539,99,42,10915,65198,10907,65153,0,0,0,0,8,40,4,0,45
37,540,99,42,6252,37520,6236,37430,4,19,0,0,12,62,9,0,71
37,541,99,42,5881,35101,5604,33406,22,152,0,0,255,944,502,97,1543
36,542,99,42,1918,11354,1859,11002,0,0,0,0,59,257,95,0,352
36,543,99,42,2858,17046,2694,16085,2,17,0,0,162,687,257,0,944
36,544,99,42,5006,29978,4917,29439,0,0,0,0,89,480,40,19,540
36,545,99,42,4600,27449,4578,27308,10,66,0,0,12,57,19,0,75
36,546,99,42,4664,27852,4658,27822,0,0,0,0,6,14,17,0,30
36,547,99,42,5102,30569,4400,26436,182,1043,0,0,520,1817,1273,0,3090
36,548,99,42,5327,31322,5143,30184,0,0,0,0,184,897,241,0,1138
36,549,99,42,10827,64768,10827,64768,0,0,0,0,0,0,0,0,0
36,550,99,42,5562,33390,5521,33142,5,34,0,0,36,132,56,26,214
36,551,99,42,5187,30674,5187,30674,0,0,0,0,0,0,0,0,0
36,552,99,42,19789,118732,19689,118083,4,23,0,0,96,299,326,0,626
36,553,99,42,19727,117990,19720,117951,0,0,7,40,0,0,0,0,0
36,554,99,42,4647,27759,4629,27655,10,56,0,0,8,22,26,0,48
37,532,4,41,2,9,2,9,0,0,0,0,0,0,0,0,0
37,533,4,41,2,8,2,8,0,0,0,0,0,0,0,0,0
37,534,4,41,3,14,3,14,0,0,0,0,0,0,0,0,0
37,535,4,41,10,44,10,44,0,0,0,0,0,0,0,0,0
36,537,4,41,15,67,15,67,0,0,0,0,0,0,0,0,0
37,538,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0
37,539,4,41,4,17,4,17,0,0,0,0,0,0,0,0,0
37,540,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0
37,541,4,41,7,32,7,32,0,0,0,0,0,0,0,0,0
36,542,4,41,37,165,37,165,0,0,0,0,0,0,0,0,0
36,543,4,41,7,32,7,32,0,0,0,0,0,0,0,0,0
36,544,4,41,17,75,17,75,0,0,0,0,0,0,0,0,0
36,545,4,41,37,163,37,163,0,0,0,0,0,0,0,0,0
36,546,4,41,53,237,53,237,0,0,0,0,0,0,0,0,0
36,547,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0
36,548,4,41,81,364,81,364,0,0,0,0,0,0,0,0,0
36,549,4,41,12,54,12,54,0,0,0,0,0,0,0,0,0
36,550,4,41,26,113,26,113,0,0,0,0,0,0,0,0,0
36,551,4,41,1,4,1,4,0,0,0,0,0,0,0,0,0
36,552,4,41,6,26,6,26,0,0,0,0,0,0,0,0,0
36,553,4,41,59,269,59,269,0,0,0,0,0,0,0,0,0
36,554,4,41,1,5,1,5,0,0,0,0,0,0,0,0,0
37,532,1,41,1093,4811,1093,4811,0,0,0,0,0,0,0,0,0
37,533,1,41,130,573,130,573,0,0,0,0,0,0,0,0,0
37,534,1,41,306,1344,306,1344,0,0,0,0,0,0,0,0,0
37,535,1,41,318,1403,318,1403,0,0,0,0,0,0,0,0,0
36,537,1,41,345,1527,345,1527,0,0,0,0,0,0,0,0,0
37,538,1,41,1162,5158,1162,5158,0,0,0,0,0,0,0,0,0
37,539,1,41,393,1739,393,1739,0,0,0,0,0,0,0,0,0
37,540,1,41,575,2554,575,2554,0,0,0,0,0,0,0,0,0
37,541,1,41,259,1133,259,1133,0,0,0,0,0,0,0,0,0
36,542,1,41,17,75,15,67,0,0,0,0,2,5,3,0,8
36,543,1,41,73,320,73,320,0,0,0,0,0,0,0,0,0
36,544,1,41,36,159,36,159,0,0,0,0,0,0,0,0,0
36,545,1,41,101,450,101,450,0,0,0,0,0,0,0,0,0
36,546,1,41,100,443,100,443,0,0,0,0,0,0,0,0,0
36,547,1,41,180,796,171,759,1,4,0,0,8,16,16,0,32
36,548,1,41,220,967,220,967,0,0,0,0,0,0,0,0,0
36,549,1,41,338,1481,338,1481,0,0,0,0,0,0,0,0,0
36,550,1,41,229,999,229,999,0,0,0,0,0,0,0,0,0
36,551,1,41,74,328,74,328,0,0,0,0,0,0,0,0,0
36,552,1,41,1135,5063,1135,5063,0,0,0,0,0,0,0,0,0
36,553,1,41,585,2598,585,2598,0,0,0,0,0,0,0,0,0
36,554,1,41,131,578,131,578,0,0,0,0,0,0,0,0,0
37,532,3,41,6692,29659,6692,29659,0,0,0,0,0,0,0,0,0
37,533,3,41,2968,13100,2968,13100,0,0,0,0,0,0,0,0,0
37,534,3,41,6545,29009,6539,28985,0,0,0,0,6,18,7,0,24
37,535,3,41,6313,27952,6313,27952,0,0,0,0,0,0,0,0,0
36,537,3,41,4732,20941,4732,20941,0,0,0,0,0,0,0,0,0
37,538,3,41,14749,65567,14744,65548,0,0,0,0,5,14,0,5,19
37,539,3,41,11525,51062,11521,51045,0,0,0,0,4,12,4,0,16
37,540,3,41,6739,29915,6739,29915,0,0,0,0,0,0,0,0,0
37,541,3,41,5118,22606,4948,21854,26,113,0,0,144,405,216,18,639
36,542,3,41,2590,11459,2566,11352,0,0,0,0,24,79,28,0,107
36,543,3,41,3260,14454,2970,13180,0,0,0,0,290,918,356,0,1274
36,544,3,41,1502,6615,1473,6488,0,0,0,0,29,102,23,2,128
36,545,3,41,3504,15456,3476,15332,9,41,0,0,19,47,37,0,84
36,546,3,41,4710,20810,4684,20690,10,43,0,0,16,0,44,33,77
36,547,3,41,6321,27986,5378,23844,235,1036,0,0,708,1917,1189,0,3106
36,548,3,41,7419,32906,7375,32696,0,0,0,0,44,163,48,0,211
36,549,3,41,11581,51353,11581,51353,0,0,0,0,0,0,0,0,0
36,550,3,41,5665,25101,5605,24826,18,86,0,0,42,65,124,0,189
36,551,3,41,6462,28666,6462,28666,0,0,0,0,0,0,0,0,0
36,552,3,41,18829,83777,18778,83541,25,113,0,0,26,46,77,0,123
36,553,3,41,19378,85789,19378,85789,0,0,0,0,0,0,0,0,0
36,554,3,41,5318,23533,5318,23533,0,0,0,0,0,0,0,0,0
37,532,2,41,3925,16969,3869,16722,56,247,0,0,0,0,0,0,0
37,533,2,41,70,309,70,309,0,0,0,0,0,0,0,0,0
37,534,2,41,140,618,140,618,0,0,0,0,0,0,0,0,0
37,535,2,41,258,1152,258,1152,0,0,0,0,0,0,0,0,0
36,537,2,41,286,1265,286,1265,0,0,0,0,0,0,0,0,0
37,538,2,41,1055,4664,1055,4664,0,0,0,0,0,0,0,0,0
37,539,2,41,726,3214,726,3214,0,0,0,0,0,0,0,0,0
37,540,2,41,1152,5130,1152,5130,0,0,0,0,0,0,0,0,0
37,541,2,41,2565,11207,2519,11003,0,0,0,0,46,122,65,17,204
36,542,2,41,170,752,170,752,0,0,0,0,0,0,0,0,0
36,543,2,41,412,1806,409,1795,0,0,0,0,3,6,5,0,11
36,544,2,41,3508,15596,3489,15514,1,4,0,0,18,58,20,0,78
36,545,2,41,1851,8225,1851,8225,0,0,0,0,0,0,0,0,0
36,546,2,41,369,1641,367,1633,2,8,0,0,0,0,0,0,0
36,547,2,41,64,284,64,284,0,0,0,0,0,0,0,0,0
36,548,2,41,159,704,159,704,0,0,0,0,0,0,0,0,0
36,549,2,41,68,301,68,301,0,0,0,0,0,0,0,0,0
36,550,2,41,56,247,54,240,0,0,0,0,2,3,0,4,6
36,551,2,41,41,184,41,184,0,0,0,0,0,0,0,0,0
36,552,2,41,289,1278,289,1278,0,0,0,0,0,0,0,0,0
36,553,2,41,317,1389,317,1389,0,0,0,0,0,0,0,0,0
36,554,2,41,37,164,37,164,0,0,0,0,0,0,0,0,0
37,532,99,41,11712,51449,11656,51202,56,247,0,0,0,0,0,0,0
37,533,99,41,3170,13990,3170,13990,0,0,0,0,0,0,0,0,0
37,534,99,41,6994,30985,6988,30960,0,0,0,0,6,18,7,0,24
37,535,99,41,6899,30551,6899,30551,0,0,0,0,0,0,0,0,0
36,537,99,41,5378,23800,5378,23800,0,0,0,0,0,0,0,0,0
37,538,99,41,16966,75389,16961,75370,0,0,0,0,5,14,0,5,19
37,539,99,41,12648,56031,12644,56015,0,0,0,0,4,12,4,0,16
37,540,99,41,8466,37599,8466,37599,0,0,0,0,0,0,0,0,0
37,541,99,41,7949,34978,7733,34023,26,113,0,0,190,527,280,36,843
36,542,99,41,2814,12451,2788,12336,0,0,0,0,26,84,31,0,115
36,543,99,41,3752,16613,3459,15327,0,0,0,0,293,924,361,0,1285
36,544,99,41,5063,22446,5015,22236,1,4,0,0,47,161,43,2,206
36,545,99,41,5493,24295,5465,24170,9,41,0,0,19,47,37,0,84
36,546,99,41,5232,23131,5204,23003,12,51,0,0,16,0,44,33,77
36,547,99,41,6565,29066,5613,24887,236,1041,0,0,716,1933,1205,0,3138
36,548,99,41,7879,34941,7835,34730,0,0,0,0,44,163,48,0,211
36,549,99,41,11999,53189,11999,53189,0,0,0,0,0,0,0,0,0
36,550,99,41,5976,26460,5914,26178,18,86,0,0,44,68,124,4,195
36,551,99,41,6578,29182,6578,29182,0,0,0,0,0,0,0,0,0
36,552,99,41,20259,90144,20208,89908,25,113,0,0,26,46,77,0,123
36,553,99,41,20339,90044,20339,90044,0,0,0,0,0,0,0,0,0
36,554,99,41,5487,24280,5487,24280,0,0,0,0,0,0,0,0,0
37,532,4,51,4,52,4,52,0,0,0,0,0,0,0,0,0
37,533,4,51,6,78,6,78,0,0,0,0,0,0,0,0,0
37,534,4,51,2,24,2,24,0,0,0,0,0,0,0,0,0
37,535,4,51,24,365,24,365,0,0,0,0,0,0,0,0,0
36,537,4,51,29,390,29,390,0,0,0,0,0,0,0,0,0
37,538,4,51,3,51,3,51,0,0,0,0,0,0,0,0,0
37,539,4,51,13,200,13,200,0,0,0,0,0,0,0,0,0
37,540,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0
37,541,4,51,16,211,16,211,0,0,0,0,0,0,0,0,0
36,542,4,51,47,657,47,657,0,0,0,0,0,0,0,0,0
36,543,4,51,20,283,20,283,0,0,0,0,0,0,0,0,0
36,544,4,51,12,184,12,184,0,0,0,0,0,0,0,0,0
36,545,4,51,43,603,43,603,0,0,0,0,0,0,0,0,0
36,546,4,51,59,784,59,784,0,0,0,0,0,0,0,0,0
36,547,4,51,3,39,3,39,0,0,0,0,0,0,0,0,0
36,548,4,51,98,1332,98,1332,0,0,0,0,0,0,0,0,0
36,549,4,51,18,248,18,248,0,0,0,0,0,0,0,0,0
36,550,4,51,70,1037,70,1037,0,0,0,0,0,0,0,0,0
36,551,4,51,1,18,1,18,0,0,0,0,0,0,0,0,0
36,552,4,51,8,117,8,117,0,0,0,0,0,0,0,0,0
36,553,4,51,75,1013,75,1013,0,0,0,0,0,0,0,0,0
36,554,4,51,11,150,11,150,0,0,0,0,0,0,0,0,0
37,532,1,51,149,1871,149,1871,0,0,0,0,0,0,0,0,0
37,533,1,51,11,153,11,153,0,0,0,0,0,0,0,0,0
37,534,1,51,21,269,21,269,0,0,0,0,0,0,0,0,0
37,535,1,51,35,466,35,466,0,0,0,0,0,0,0,0,0
36,537,1,51,28,347,28,347,0,0,0,0,0,0,0,0,0
37,538,1,51,96,1204,96,1204,0,0,0,0,0,0,0,0,0
37,539,1,51,31,368,31,368,0,0,0,0,0,0,0,0,0
37,540,1,51,61,770,61,770,0,0,0,0,0,0,0,0,0
37,541,1,51,22,269,22,269,0,0,0,0,0,0,0,0,0
36,542,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0
36,543,1,51,5,54,5,54,0,0,0,0,0,0,0,0,0
36,544,1,51,7,81,7,81,0,0,0,0,0,0,0,0,0
36,545,1,51,14,173,14,173,0,0,0,0,0,0,0,0,0
36,546,1,51,17,214,17,214,0,0,0,0,0,0,0,0,0
36,547,1,51,22,315,15,210,7,106,0,0,0,0,0,0,0
36,548,1,51,32,438,32,438,0,0,0,0,0,0,0,0,0
36,549,1,51,37,441,37,441,0,0,0,0,0,0,0,0,0
36,550,1,51,32,440,32,440,0,0,0,0,0,0,0,0,0
36,551,1,51,21,253,21,253,0,0,0,0,0,0,0,0,0
36,552,1,51,51,636,51,636,0,0,0,0,0,0,0,0,0
36,553,1,51,55,763,55,763,0,0,0,0,0,0,0,0,0
36,554,1,51,17,244,17,244,0,0,0,0,0,0,0,0,0
37,532,3,51,1284,16562,1284,16562,0,0,0,0,0,0,0,0,0
37,533,3,51,364,4694,364,4694,0,0,0,0,0,0,0,0,0
37,534,3,51,900,11498,900,11498,0,0,0,0,0,0,0,0,0
37,535,3,51,1467,18877,1467,18877,0,0,0,0,0,0,0,0,0
36,537,3,51,1138,14870,1138,14870,0,0,0,0,0,0,0,0,0
37,538,3,51,3016,39558,3016,39558,0,0,0,0,0,0,0,0,0
37,539,3,51,1924,24188,1924,24188,0,0,0,0,0,0,0,0,0
37,540,3,51,1277,16713,1277,16713,0,0,0,0,0,0,0,0,0
37,541,3,51,757,9672,708,9055,13,171,0,0,36,286,112,47,446
36,542,3,51,279,3516,272,3435,0,0,0,0,7,63,18,0,81
36,543,3,51,432,5615,410,5329,0,0,0,0,22,233,53,0,286
36,544,3,51,238,3069,221,2889,0,0,0,0,17,162,7,12,181
36,545,3,51,404,5275,404,5275,0,0,0,0,0,0,0,0,0
36,546,3,51,636,7891,636,7891,0,0,0,0,0,0,0,0,0
36,547,3,51,580,7290,535,6699,10,138,0,0,35,236,217,0,453
36,548,3,51,364,4635,339,4323,0,0,0,0,25,204,108,0,312
36,549,3,51,1846,23281,1846,23281,0,0,0,0,0,0,0,0,0
36,550,3,51,1659,21300,1641,21081,0,0,0,0,18,84,135,0,219
36,551,3,51,796,9816,796,9816,0,0,0,0,0,0,0,0,0
36,552,3,51,3776,47700,3741,47143,9,150,0,0,26,175,232,0,407
36,553,3,51,3835,50212,3835,50212,0,0,0,0,0,0,0,0,0
36,554,3,51,890,11490,883,11387,0,0,0,0,7,69,34,0,103
37,532,2,51,343,4396,343,4396,0,0,0,0,0,0,0,0,0
37,533,2,51,6,79,6,79,0,0,0,0,0,0,0,0,0
37,534,2,51,12,139,12,139,0,0,0,0,0,0,0,0,0
37,535,2,51,43,556,43,556,0,0,0,0,0,0,0,0,0
36,537,2,51,45,602,45,602,0,0,0,0,0,0,0,0,0
37,538,2,51,86,1155,86,1155,0,0,0,0,0,0,0,0,0
37,539,2,51,39,478,39,478,0,0,0,0,0,0,0,0,0
37,540,2,51,169,2241,169,2241,0,0,0,0,0,0,0,0,0
37,541,2,51,263,3407,259,3361,0,0,0,0,4,31,12,3,46
36,542,2,51,19,230,19,230,0,0,0,0,0,0,0,0,0
36,543,2,51,47,590,47,590,0,0,0,0,0,0,0,0,0
36,544,2,51,740,9468,739,9450,1,18,0,0,0,0,0,0,0
36,545,2,51,425,5364,425,5364,0,0,0,0,0,0,0,0,0
36,546,2,51,58,724,58,724,0,0,0,0,0,0,0,0,0
36,547,2,51,6,74,6,74,0,0,0,0,0,0,0,0,0
36,548,2,51,7,88,7,88,0,0,0,0,0,0,0,0,0
36,549,2,51,3,40,3,40,0,0,0,0,0,0,0,0,0
36,550,2,51,6,79,6,79,0,0,0,0,0,0,0,0,0
36,551,2,51,5,57,5,57,0,0,0,0,0,0,0,0,0
36,552,2,51,18,209,18,209,0,0,0,0,0,0,0,0,0
36,553,2,51,37,462,37,462,0,0,0,0,0,0,0,0,0
36,554,2,51,3,33,3,33,0,0,0,0,0,0,0,0,0
37,532,99,51,1780,22881,1780,22881,0,0,0,0,0,0,0,0,0
37,533,99,51,387,5004,387,5004,0,0,0,0,0,0,0,0,0
37,534,99,51,935,11931,935,11931,0,0,0,0,0,0,0,0,0
37,535,99,51,1569,20264,1569,20264,0,0,0,0,0,0,0,0,0
36,537,99,51,1240,16209,1240,16209,0,0,0,0,0,0,0,0,0
37,538,99,51,3201,41967,3201,41967,0,0,0,0,0,0,0,0,0
37,539,99,51,2007,25235,2007,25235,0,0,0,0,0,0,0,0,0
37,540,99,51,1507,19725,1507,19725,0,0,0,0,0,0,0,0,0
37,541,99,51,1058,13559,1005,12896,13,171,0,0,40,317,124,50,492
36,542,99,51,345,4403,338,4322,0,0,0,0,7,63,18,0,81
36,543,99,51,504,6542,482,6256,0,0,0,0,22,233,53,0,286
36,544,99,51,997,12802,979,12603,1,18,0,0,17,162,7,12,181
36,545,99,51,886,11415,886,11415,0,0,0,0,0,0,0,0,0
36,546,99,51,770,9612,770,9612,0,0,0,0,0,0,0,0,0
36,547,99,51,611,7718,559,7022,17,244,0,0,35,236,217,0,453
36,548,99,51,501,6493,476,6181,0,0,0,0,25,204,108,0,312
36,549,99,51,1904,24010,1904,24010,0,0,0,0,0,0,0,0,0
36,550,99,51,1767,22856,1749,22637,0,0,0,0,18,84,135,0,219
36,551,99,51,823,10144,823,10144,0,0,0,0,0,0,0,0,0
36,552,99,51,3853,48661,3818,48104,9,150,0,0,26,175,232,0,407
36,553,99,51,4002,52450,4002,52450,0,0,0,0,0,0,0,0,0
36,554,99,51,921,11917,914,11813,0,0,0,0,7,69,34,0,103
37,532,4,43,2,19,2,19,0,0,0,0,0,0,0,0,0
37,533,4,43,2,18,2,18,0,0,0,0,0,0,0,0,0
37,534,4,43,1,9,1,9,0,0,0,0,0,0,0,0,0
37,535,4,43,10,84,10,84,0,0,0,0,0,0,0,0,0
36,537,4,43,9,74,9,74,0,0,0,0,0,0,0,0,0
37,538,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0
37,539,4,43,9,80,9,80,0,0,0,0,0,0,0,0,0
37,540,4,43,0,0,0,0,0,0,0,0,0,0,0,0,0
37,541,4,43,12,108,12,108,0,0,0,0,0,0,0,0,0
36,542,4,43,37,313,37,313,0,0,0,0,0,0,0,0,0
36,543,4,43,15,131,15,131,0,0,0,0,0,0,0,0,0
36,544,4,43,10,87,10,87,0,0,0,0,0,0,0,0,0
