"state_code","district_code","year","crop_code","season","area","prodn","yield"
28,541,2006,1101,1,110101,249346,2.26470241
28,535,2005,1101,1,15994,41208,2.576466175
28,534,2009,1101,1,199553,461320,2.311766799
28,534,2001,1101,1,80520,103729,1.288238947
28,534,2008,1101,1,180127,425947,2.364703792
28,535,2008,1101,1,49124,117609,2.394125071
28,538,2010,1101,1,160252,313905,1.958821107
28,541,2009,1101,1,131900,300266,2.27646702
28,541,2003,1101,1,76338,176475,2.311758233
28,539,2008,1101,1,162522,312616,1.923530353
28,539,2005,1101,1,85598,130915,1.529416575
28,533,2009,1101,1,15121,38692,2.558825475
28,533,2010,1101,1,20431,65379,3.199990211
28,532,2008,1101,1,279353,616220,2.205882879
28,532,2011,1101,1,361169,529006,1.464704889
28,532,2004,1101,1,177911,236517,1.329411897
28,533,2006,1101,1,7932,6066,0.764750378
28,537,2009,1101,1,26594,35667,1.341167181
28,538,2001,1101,1,63422,77226,1.21765318
28,533,2008,1101,1,11832,29232,2.470588235
28,537,2002,1101,1,14141,22459,1.588218655
28,538,2005,1101,1,47634,67248,1.411764706
28,538,2004,1101,1,50841,71476,1.405873213
28,534,2005,1101,1,117500,269559,2.294119149
28,539,2010,1101,1,165112,304000,1.841174476
28,532,2003,1101,1,145297,288030,1.982353387
28,541,2010,1101,1,148645,406489,2.734629486
28,533,2011,1101,1,23150,31593,1.364708423
28,539,2006,1101,1,79993,162809,2.035290588
28,538,2011,1101,1,185291,219079,1.182351005
28,541,2007,1101,1,119000,379000,3.18487395
28,539,2002,1101,1,77391,67376,0.870592188
28,535,2006,1101,1,19247,51401,2.670598015
28,532,2007,1101,1,211000,643000,3.047393365
28,534,2007,1101,1,137000,452000,3.299270073
28,535,2001,1101,1,16399,24791,1.511738521
28,538,2006,1101,1,46844,58417,1.247054052
28,537,2007,1101,1,17000,40000,2.352941176
28,535,2011,1101,1,93076,163157,1.752943831
28,537,2001,1101,1,19452,30093,1.547038865
28,534,2011,1101,1,235245,293364,1.247057323
28,534,2010,1101,1,235396,502640,2.135295417
28,534,2004,1101,1,100110,124843,1.247058236
28,539,2011,1101,1,205359,206567,1.005882382
28,539,2009,1101,1,136408,216648,1.588235294
28,537,2006,1101,1,16334,22099,1.352944778
28,533,2001,1101,1,10931,16525,1.511755558
28,539,2007,1101,1,106000,228000,2.150943396
28,538,2009,1101,1,118702,150123,1.264704891
28,537,2008,1101,1,17842,48278,2.705862571
28,534,2002,1101,1,46302,71087,1.535290052
28,534,2006,1101,1,117151,223276,1.905882152
28,539,2003,1101,1,63615,112262,1.764709581
28,535,2009,1101,1,66019,53980,0.817643406
28,535,2003,1101,1,5761,13318,2.311751432
28,532,2002,1101,1,162008,171538,1.058824256
28,535,2007,1101,1,29000,101000,3.482758621
28,539,2001,1101,1,113516,102832,0.905881109
28,537,2010,1101,1,34067,57112,1.676461091
28,532,2009,1101,1,280536,552821,1.970588445
28,534,2003,1101,1,48689,106829,2.194109552
28,541,2001,1101,1,99040,208567,2.105886511
28,535,2002,1101,1,6960,8843,1.270545977
28,532,2001,1101,1,175552,270557,1.541178682
28,533,2003,1101,1,8588,6416,0.747088961
28,533,2007,1101,1,9000,15000,1.666666667
28,533,2004,1101,1,13053,8830,0.676472841
28,538,2008,1101,1,90300,103048,1.141173865
28,532,2005,1101,1,159415,269130,1.68823511
28,541,2002,1101,1,70138,117172,1.670592261
28,541,2008,1101,1,124516,317150,2.547062225
28,535,2010,1101,1,78392,127733,1.629413716
28,533,2005,1101,1,13279,8514,0.641162738
28,539,2011,502,2,1664,5416,3.254807692
28,541,2008,502,1,18899,83099,4.397005133
28,533,2011,502,2,1085,3532,3.255299539
28,541,2009,502,1,18931,95431,5.040990967
28,535,2001,502,1,6037,5035,0.834023522
28,541,2011,502,1,22515,72904,3.238019098
28,538,2007,502,1,7000,25000,3.571428571
28,541,2007,502,2,9000,35000,3.888888889
28,539,2003,502,2,2128,6944,3.263157895
28,534,2004,502,1,9411,13062,1.387950271
28,532,2008,502,2,350,1377,3.934285714
28,541,2004,502,2,9795,32578,3.325982644
28,537,2011,502,2,182,592,3.252747253
28,541,2006,502,1,22250,101927,4.580988764
28,535,2010,502,2,1181,3531,2.989839119
28,534,2010,502,1,3772,5798,1.537115589
28,533,2002,502,2,995,2474,2.486432161
28,535,2002,502,2,2505,6227,2.485828343
28,537,2010,502,2,405,1211,2.990123457
28,541,2001,502,2,6962,25697,3.691037058
28,534,2008,502,1,5517,10852,1.967011057
28,532,2011,502,2,265,863,3.256603774
28,539,2005,502,2,1478,4441,3.00473613
28,533,2003,502,2,1017,3318,3.262536873
28,533,2009,502,1,791,2745,3.470290771
28,534,2006,502,1,6377,11530,1.808060216
28,534,2001,502,2,2324,6403,2.755163511
28,535,2005,502,2,1583,4757,3.005053696
28,534,2001,502,1,6989,13230,1.892974674
28,533,2007,502,1,1000,3000,3
28,532,2003,502,1,10103,12760,1.262991191
28,538,2010,502,1,6993,29329,4.194051194
28,538,2005,502,1,6214,18344,2.952043772
28,532,2009,502,1,4500,3650,0.811111111
28,533,2010,502,1,1069,3373,3.155285313
28,535,2003,502,1,6395,9381,1.466927287
28,532,2004,502,1,6622,5377,0.811990335
28,533,2005,502,2,1519,4565,3.005266623
28,533,2003,502,1,1861,4241,2.278882321
28,534,2003,502,2,2052,6696,3.263157895
28,541,2005,502,2,8930,32737,3.665957447
28,539,2001,502,1,7460,20731,2.778954424
28,534,2011,502,1,5001,8527,1.705058988
28,538,2001,502,2,1981,5458,2.755174154
28,541,2011,502,2,10263,40282,3.924973205
28,541,2003,502,1,19619,65724,3.35001784
28,539,2009,502,1,4834,8252,1.707074886
28,534,2005,502,1,4636,6908,1.490077653
28,541,2006,502,2,6013,24509,4.076001996
28,534,2007,502,1,6000,13000,2.166666667
28,534,2002,502,1,9430,12985,1.376988335
28,541,2004,502,1,20846,93494,4.484985129
28,533,2006,502,2,1637,5345,3.26511912
28,532,2010,502,2,480,1435,2.989583333
28,533,2009,502,2,1338,5059,3.781016442
28,538,2001,502,1,8942,7538,0.842988146
28,534,2004,502,2,740,2214,2.991891892
28,533,2010,502,2,1252,3743,2.989616613
28,533,2007,502,2,1000,4000,4
28,532,2003,502,2,310,1012,3.264516129
28,535,2007,502,1,3000,3000,1
28,537,2003,502,2,605,1974,3.262809917
28,532,2011,502,1,3533,3498,0.990093405
28,541,2002,502,2,5194,18127,3.489988448
28,539,2005,502,1,4876,9664,1.98195242
28,539,2010,502,2,1102,3295,2.990018149
28,539,2006,502,2,922,3010,3.264642082
28,534,2006,502,2,446,1456,3.264573991
28,539,2007,502,1,6000,14000,2.333333333
28,539,2002,502,2,1342,3336,2.485842027
28,539,2008,502,1,6498,18194,2.799938443
28,539,2006,502,1,4962,11884,2.395002015
28,539,2004,502,2,2292,6858,2.992146597
28,541,2009,502,2,10757,45599,4.239007158
28,539,2001,502,2,845,2328,2.755029586
28,532,2008,502,1,1830,3687,2.014754098
28,535,2004,502,1,3914,4478,1.144098109
28,539,2011,502,1,7754,20447,2.636961568
28,541,2003,502,2,6505,29487,4.532974635
28,532,2002,502,2,289,718,2.484429066
28,535,2008,502,2,1039,4088,3.934552454
28,535,2006,502,1,3597,2180,0.606060606
28,535,2011,502,2,335,1090,3.253731343
28,534,2003,502,1,10138,17133,1.689978299
28,532,2006,502,1,5724,4791,0.837002096
28,535,2003,502,2,1739,5674,3.26279471
28,535,2009,502,2,967,3656,3.780765253
28,532,2001,502,1,5927,3497,0.59001181
28,535,2002,502,1,4948,4354,0.879951496
28,532,2002,502,1,9062,5836,0.644007945
28,532,2010,502,1,3345,3920,1.171898356
28,533,2004,502,1,1443,3706,2.568260568
28,533,2008,502,2,1272,5005,3.934748428
28,534,2011,502,2,128,417,3.2578125
28,541,2010,502,1,19195,79103,4.121021099
28,532,2007,502,1,5000,12000,2.4
28,538,2004,502,2,1380,4129,2.992028986
28,538,2002,502,1,9076,10174,1.120978405
28,538,2002,502,2,2057,5114,2.486144871
28,538,2006,502,2,1590,5191,3.264779874
28,533,2002,502,1,1664,2601,1.563100962
28,538,2004,502,1,8389,15184,1.809989272
28,532,2006,502,2,1183,3862,3.264581572
28,539,2004,502,1,7706,12430,1.613028809
28,533,2008,502,1,1157,3886,3.358686258
28,537,2005,502,2,757,2275,3.005284016
28,541,2007,502,1,21000,73000,3.476190476
28,535,2006,502,2,1287,4202,3.264957265
28,538,2003,502,1,8097,24251,2.995059899
28,538,2010,502,2,261,780,2.988505747
28,538,2009,502,2,178,673,3.780898876
28,532,2001,502,2,601,1656,2.755407654
28,538,2008,502,2,286,1125,3.933566434
28,538,2005,502,2,1522,4574,3.005256242
28,538,2007,502,2,2000,5000,2.5
28,532,2005,502,1,6250,6919,1.10704
28,539,2010,502,1,5334,11020,2.065991751
28,535,2007,502,2,1000,4000,4
28,538,2011,502,2,115,374,3.252173913
28,535,2008,502,1,2851,1867,0.654857945
28,537,2004,502,2,592,1771,2.991554054
28,537,2007,502,2,1000,2000,2
28,539,2003,502,1,7007,17742,2.532039389
28,533,2001,502,2,1120,3086,2.755357143
28,533,2005,502,1,1076,2887,2.683085502
28,535,2011,502,1,1492,1771,1.186997319
28,541,2010,502,2,9707,24005,2.472957659
28,538,2006,502,1,6150,20480,3.330081301
28,537,2001,502,2,813,2240,2.755227552
28,537,2010,502,1,802,2530,3.154613466
28,541,2008,502,2,9770,47512,4.863050154
28,538,2003,502,2,2117,6908,3.263108172
28,537,2009,502,1,850,2950,3.470588235
28,539,2009,502,2,1445,5464,3.781314879
28,535,2001,502,2,1749,4818,2.754716981
28,533,2011,502,1,1098,2636,2.400728597
28,537,2006,502,1,1346,4007,2.976968796
28,533,2001,502,1,1528,3279,2.145942408
28,535,2005,502,1,4320,5154,1.193055556
28,532,2005,502,2,575,1728,3.005217391
28,538,2008,502,1,7349,18740,2.550006804
28,538,2011,502,1,9986,17745,1.776987783
28,541,2002,502,1,15358,42219,2.748990754
28,533,2006,502,1,1029,3063,2.976676385
28,535,2004,502,2,1739,5203,2.991949396
28,534,2005,502,2,576,1731,3.005208333
28,541,2001,502,1,15133,62514,4.130972048
28,541,2005,502,1,14811,63287,4.27297279
28,535,2010,502,1,1490,1490,1
28,539,2002,502,1,7376,5451,0.739018438
28,539,2008,502,2,1034,4069,3.935203095
28,537,2005,502,1,1500,4025,2.683333333
28,539,2007,502,2,2000,5000,2.5
28,538,2009,502,1,6780,23194,3.420943953
28,534,2002,502,2,1577,3920,2.485732403
28,535,2009,502,1,1450,1527,1.053103448
28,532,2004,502,2,561,1679,2.992869875
28,534,2009,502,1,3810,4119,1.081102362
28,533,2004,502,2,2325,6956,2.991827957
28,532,2009,502,2,162,613,3.783950617
28,537,2002,502,2,820,2039,2.486585366
28,537,2006,502,2,634,2070,3.264984227
28,537,2004,502,1,1502,3857,2.567909454
28,540,2005,502,2,8268,18950,2.291969037
28,540,2005,502,1,13994,37546,2.683007003
28,540,2001,502,1,15720,29506,1.87697201
28,540,2008,502,1,13889,54459,3.921016632
28,537,2011,502,1,1147,2754,2.401046207
28,537,2001,502,1,2163,4642,2.146093389
28,540,2011,502,2,8091,19467,2.406006674
28,540,2008,502,2,8645,24949,2.885945633
28,540,2004,502,2,9115,24009,2.634009874
28,537,2008,502,2,370,1456,3.935135135
28,537,2003,502,1,1613,3676,2.278983261
28,540,2011,502,1,14980,31773,2.121028037
28,537,2007,502,1,1000,4000,4
28,537,2008,502,1,914,3070,3.358862144
28,540,2002,502,1,15045,28841,1.916982386
28,540,2009,502,1,15749,58350,3.704997143
28,537,2009,502,2,427,1614,3.779859485
28,537,2002,502,1,1903,2974,1.562795586
28,540,2003,502,1,20737,40126,1.934995419
28,540,2002,502,2,9480,18334,1.933966245
28,540,2007,502,1,15000,40000,2.666666667
28,540,2006,502,1,16379,42029,2.566029672
28,540,2004,502,1,18280,49009,2.681017505
28,540,2006,502,2,10957,30899,2.820023729
28,540,2010,502,2,9042,32045,3.54401681
28,540,2010,502,1,11855,33360,2.814002531
28,540,2009,502,2,11209,37449,3.340976001
28,540,2001,502,2,11818,26047,2.204010831
28,540,2007,502,2,8000,18000,2.25
28,540,2003,502,2,8160,18360,2.25
28,537,2008,503,6,105,743,7.076190476
28,537,2009,503,6,53,488,9.20754717
28,537,2005,503,6,68,806,11.85294118
28,537,2002,503,6,50,82,1.64
28,540,2003,503,6,1,3,3
28,540,2002,503,6,10,16,1.6
28,540,2001,503,6,30,68,2.266666667
28,534,2008,503,6,14,99,7.071428571
28,537,2004,503,6,59,556,9.423728814
28,537,2010,503,6,135,1259,9.325925926
28,533,2004,503,6,38,358,9.421052632
28,535,2008,503,6,1237,8751,7.074373484
28,533,2001,503,6,54,123,2.277777778
28,534,2009,503,6,14,126,9
28,535,2003,503,6,756,2410,3.187830688
28,537,2003,503,6,49,156,3.183673469
28,534,2010,503,6,24,224,9.333333333
28,533,2006,503,6,24,126,5.25
28,535,2009,503,6,1641,14725,8.973187081
28,533,2009,503,6,21,189,9
28,533,2011,503,6,4,36,9
28,533,2002,503,6,46,75,1.630434783
28,533,2005,503,6,18,213,11.83333333
28,533,2003,503,6,38,121,3.184210526
28,535,2010,503,6,1561,18549,11.88276746
28,533,2008,503,6,18,127,7.055555556
28,535,2002,503,6,593,970,1.635750422
28,535,2005,503,6,1068,12663,11.85674157
28,537,2011,503,6,212,1958,9.235849057
28,535,2006,503,6,1320,6919,5.241666667
28,535,2004,503,6,768,7238,9.424479167
28,535,2001,503,6,1096,2497,2.278284672
28,534,2011,503,6,2,18,9
28,537,2006,503,6,73,382,5.232876712
28,537,2001,503,6,62,141,2.274193548
28,533,2010,503,6,2,19,9.5
28,534,2001,503,6,2,5,2.5
28,535,2011,503,6,1417,17056,12.03669725
28,532,2010,508,6,25,53,2.12
28,533,2005,508,6,252,NA,NA
28,535,2005,508,6,276,NA,NA
28,533,2004,508,6,143,NA,NA
28,534,2010,508,6,12,25,2.083333333
28,533,2010,508,6,104,114,1.096153846
28,534,2011,508,6,12,26,2.166666667
28,535,2009,508,6,359,1305,3.635097493
28,534,2004,508,6,84,NA,NA
28,532,2004,508,6,138,NA,NA
28,535,2010,508,6,313,765,2.444089457
28,533,2009,508,6,131,142,1.083969466
28,535,2004,508,6,187,NA,NA
28,534,2005,508,6,107,NA,NA
28,534,2009,508,6,40,118,2.95
28,532,2005,508,6,165,NA,NA
28,533,2011,508,6,165,346,2.096969697
28,535,2011,508,6,161,361,2.242236025
28,532,2011,508,6,90,195,2.166666667
28,540,2004,201,2,2747,2415,0.879140881
28,540,2003,201,2,3490,4167,1.193982808
28,540,2002,201,2,949,1174,1.237091675
28,540,2006,201,2,1983,2731,1.377206253
28,540,2011,201,2,1312,1750,1.333841463
28,540,2005,201,2,1532,2175,1.419712794
28,540,2001,201,2,465,514,1.105376344
28,537,2008,201,2,6961,9495,1.364028157
28,537,2003,201,2,5783,6905,1.194016946
28,537,2010,201,2,6696,6803,1.015979689
28,537,2002,201,2,6110,7558,1.236988543
28,537,2001,201,2,5204,5750,1.104919293
28,540,2009,201,2,1524,1346,0.8832021
28,537,2006,201,2,4878,5171,1.060065601
28,540,2010,201,2,1067,859,0.805060918
28,537,2004,201,2,5381,4730,0.87901877
28,540,2008,201,2,1130,899,0.795575221
28,540,2007,201,2,2000,1000,0.5
28,532,2001,201,1,1,1,1
28,541,2001,201,2,142,157,1.105633803
28,541,2002,201,2,115,142,1.234782609
28,538,2010,201,2,28015,41994,1.498982688
28,533,2007,201,2,27000,49000,1.814814815
28,541,2003,201,2,239,285,1.192468619
28,533,2001,201,2,2773,3064,1.104940498
28,535,2010,201,2,35000,41090,1.174
28,534,2002,201,2,2987,3695,1.237027118
28,535,2007,201,2,38000,37000,0.973684211
28,533,2009,201,2,26415,47547,1.8
28,537,2007,201,2,9000,10000,1.111111111
28,539,2003,201,2,953,1138,1.19412382
28,541,2009,201,2,145,209,1.44137931
28,537,2002,201,1,1,1,1
28,535,2011,201,2,27027,29054,1.074999075
28,534,2001,201,2,749,828,1.105473965
28,535,2009,201,2,44632,54005,1.210006274
28,533,2004,201,2,5957,5236,0.878965922
28,538,2005,201,2,12757,24570,1.926001411
28,541,2006,201,2,220,303,1.377272727
28,534,2004,201,2,4843,4257,0.879000619
28,538,2011,201,2,26055,3726,0.143005181
28,535,2004,201,2,33836,29742,0.87900461
28,533,2008,201,2,28376,70415,2.481498449
28,533,2001,201,1,12,13,1.083333333
28,539,2005,201,2,325,462,1.421538462
28,538,2008,201,2,20625,31783,1.540993939
28,538,2004,201,2,12290,10803,0.879007323
28,533,2002,201,2,4412,5459,1.237307344
28,541,2011,201,2,253,215,0.849802372
28,541,2002,201,1,18,22,1.222222222
28,533,2010,201,2,23877,39493,1.654018512
28,532,2005,201,2,9199,13063,1.420045657
28,539,2010,201,2,520,708,1.361538462
28,539,2001,201,2,164,181,1.103658537
28,539,2011,201,2,282,239,0.84751773
28,539,2008,201,2,491,771,1.570264766
28,539,2004,201,2,530,466,0.879245283
28,532,2011,201,2,6232,6861,1.10093068
28,534,2005,201,2,2968,4215,1.420148248
28,541,2008,201,2,184,289,1.570652174
28,533,2003,201,2,8778,10481,1.194007747
28,534,2008,201,2,1618,2313,1.429542645
28,532,2008,201,2,23664,35165,1.486012508
28,533,2011,201,2,17533,23897,1.36297268
28,535,2005,201,2,33424,41011,1.22699258
28,538,2009,201,2,27361,42191,1.542012353
28,539,2007,201,2,1000,1000,1
28,538,2006,201,2,17444,28922,1.657991286
28,541,2005,201,2,113,160,1.415929204
28,535,2008,201,2,36022,36058,1.000999389
28,535,2006,201,2,37501,43989,1.17300872
28,538,2001,201,1,46,51,1.108695652
28,538,2002,201,2,10731,13274,1.236976983
28,538,2003,201,2,13145,15695,1.19399011
28,534,2003,201,2,6990,8346,1.193991416
28,532,2006,201,2,22127,34031,1.537985267
28,533,2005,201,2,7968,11315,1.420055221
28,534,2003,201,1,6,7,1.166666667
28,537,2009,201,2,6638,10216,1.539017776
28,534,2009,201,2,4165,4023,0.965906363
28,532,2010,201,2,11647,15549,1.335021894
28,532,2004,201,2,6998,6151,0.878965419
28,537,2005,201,2,5305,7533,1.41998115
28,541,2010,201,2,297,405,1.363636364
28,534,2010,201,2,1618,1204,0.744128554
28,533,2006,201,2,12655,17335,1.369814303
28,535,2003,201,2,39571,47248,1.194005711
28,534,2006,201,2,3588,5726,1.595875139
28,537,2011,201,2,5001,5301,1.059988002
28,534,2007,201,2,3000,3000,1
28,532,2009,201,2,9536,14342,1.503984899
28,539,2006,201,2,716,986,1.377094972
28,532,2003,201,2,8627,10302,1.194157876
28,532,2004,201,1,102,90,0.882352941
28,539,2002,201,2,288,356,1.236111111
28,532,2001,201,2,3277,3621,1.104974062
28,532,2007,201,2,17000,27000,1.588235294
28,541,2004,201,2,200,176,0.88
28,538,2007,201,2,21000,34000,1.619047619
28,538,2001,201,2,7043,7783,1.105068863
28,534,2011,201,2,1163,1016,0.873602752
28,532,2002,201,2,3711,4591,1.237132848
28,535,2002,201,2,28616,35398,1.23700028
28,535,2001,201,2,19979,22077,1.105010261
28,539,2009,201,2,1062,1534,1.444444444
28,534,2005,1001,2,13631,25585,1.876971609
28,541,2005,1001,2,5478,7773,1.418948521
28,541,2006,1001,2,4957,8204,1.655033286
28,541,2002,1001,1,479,500,1.043841336
28,541,2004,1001,2,5416,7474,1.379985229
28,539,2006,1001,1,12731,8695,0.682978556
28,541,2003,1001,1,535,467,0.872897196
28,539,2002,1001,1,20002,11761,0.587991201
28,537,2001,1001,2,6004,7367,1.227015323
28,537,2011,1001,2,9016,17356,1.925022183
28,539,2004,1001,1,20950,12570,0.6
28,537,2006,1001,1,155,173,1.116129032
28,541,2003,1001,2,6182,7752,1.253963119
28,534,2003,1001,1,2224,1099,0.494154676
28,534,2007,1001,2,15000,23000,1.533333333
28,537,2008,1001,1,196,221,1.12755102
28,535,2009,1001,1,124,44,0.35483871
28,538,2005,1001,2,52654,70714,1.342993885
28,532,2010,1001,2,1924,3719,1.932952183
28,534,2008,1001,2,16157,29567,1.829980813
28,541,2011,1001,1,171,301,1.760233918
28,541,2008,1001,1,365,502,1.375342466
28,533,2009,1001,2,2542,3691,1.452006294
28,532,2005,1001,2,4188,6089,1.45391595
28,538,2007,1001,1,31000,45000,1.451612903
28,535,2001,1001,1,1753,2261,1.289788933
28,534,2001,1001,1,4967,2965,0.596939803
28,534,2005,1001,1,474,419,0.883966245
28,534,2006,1001,2,13016,24626,1.891979103
28,534,2008,1001,1,623,677,1.086677368
28,533,2001,1001,1,239,170,0.711297071
28,534,2006,1001,1,499,341,0.683366733
28,533,2008,1001,1,73,63,0.863013699
28,534,2001,1001,2,14243,27888,1.958014463
28,533,2003,1001,2,2402,5789,2.410074938
28,532,2008,1001,1,60,52,0.866666667
28,535,2003,1001,1,384,330,0.859375
28,533,2004,1001,1,137,102,0.744525547
28,534,2002,1001,1,3383,1685,0.498078628
28,533,2004,1001,2,1703,2362,1.386964181
28,541,2007,1001,2,6000,9000,1.5
28,533,2006,1001,2,1991,3213,1.613761929
28,533,2009,1001,1,8,6,0.75
28,541,2011,1001,2,5177,9122,1.762024338
28,534,2010,1001,2,10502,15480,1.474004951
28,533,2002,1001,2,3369,3436,1.019887207
28,538,2003,1001,1,40729,24600,0.603992241
28,534,2009,1001,1,432,618,1.430555556
28,537,2007,1001,2,7000,14000,2
28,539,2002,1001,2,9510,7361,0.77402734
28,532,2008,1001,2,5897,7448,1.263015092
28,533,2003,1001,1,163,114,0.699386503
28,539,2008,1001,1,9823,8517,0.867046727
28,539,2010,1001,1,7165,6133,0.855966504
28,532,2009,1001,2,2206,4116,1.86582049
28,537,2005,1001,1,150,237,1.58
28,535,2005,1001,2,2246,3299,1.468833482
28,535,2004,1001,1,493,393,0.797160243
28,539,2011,1001,1,5671,2926,0.515958385
28,539,2003,1001,1,19469,15419,0.791976989
28,539,2001,1001,2,13754,14084,1.02399302
28,539,2003,1001,2,16060,16269,1.013013699
28,539,2006,1001,2,14328,14658,1.023031826
28,539,2008,1001,2,15516,17176,1.106986337
28,539,2010,1001,2,15460,18181,1.176002587
28,541,2004,1001,1,641,467,0.728549142
28,535,2001,1001,2,3602,5374,1.491948917
28,537,2004,1001,1,266,325,1.221804511
28,535,2006,1001,2,1861,3575,1.92101021
28,533,2005,1001,2,2141,4438,2.072863148
28,533,2011,1001,2,1327,2225,1.676714393
28,535,2008,1001,1,169,128,0.75739645
28,535,2003,1001,2,4469,6601,1.47706422
28,535,2007,1001,2,2000,4000,2
28,539,2007,1001,1,15000,11000,0.733333333
28,538,2007,1001,2,68000,149000,2.191176471
28,535,2010,1001,1,107,69,0.644859813
28,539,2011,1001,2,12153,15896,1.307989797
28,535,2002,1001,1,714,619,0.866946779
28,539,2004,1001,2,15810,15573,0.985009488
28,535,2002,1001,2,2524,4344,1.721077655
28,537,2001,1001,1,1241,604,0.486704271
28,535,2010,1001,2,1224,1980,1.617647059
28,534,2010,1001,1,249,157,0.630522088
28,537,2010,1001,1,61,51,0.836065574
28,539,2005,1001,1,18349,17450,0.951005504
28,535,2006,1001,1,362,236,0.651933702
28,538,2002,1001,2,36038,34272,0.950996171
28,538,2010,1001,1,18255,16831,0.921993974
28,532,2006,1001,2,4813,7383,1.533970497
28,539,2001,1001,1,20457,16263,0.794984602
28,539,2009,1001,1,4422,2967,0.670963365
28,532,2002,1001,2,2479,2705,1.091165793
28,541,2009,1001,2,6254,8812,1.409018228
28,533,2008,1001,2,2805,6331,2.257040998
28,538,2009,1001,1,24613,16195,0.657985617
28,538,2004,1001,1,39789,27972,0.703008369
28,538,2001,1001,1,66118,37819,0.571992498
28,538,2003,1001,2,34641,44029,1.271008343
28,532,2009,1001,1,19,15,0.789473684
28,538,2010,1001,2,95131,211762,2.226004142
28,532,2004,1001,1,168,125,0.744047619
28,534,2011,1001,1,173,195,1.12716763
28,534,2011,1001,2,7747,12558,1.621014586
28,533,2005,1001,1,60,57,0.95
28,541,2001,1001,1,499,508,1.018036072
28,538,2004,1001,2,36604,44327,1.21098787
28,532,2001,1001,2,3626,5011,1.381963596
28,532,2003,1001,1,71,50,0.704225352
28,538,2011,1001,2,91522,140120,1.530998011
28,538,2008,1001,1,29953,20608,0.688011218
28,538,2006,1001,1,38095,17143,0.450006563
28,538,2001,1001,2,42503,59589,1.401995153
28,538,2009,1001,2,93861,202364,2.155996633
28,538,2006,1001,2,44734,71619,1.600997005
28,538,2005,1001,1,35792,33466,0.935013411
28,538,2002,1001,1,54271,24530,0.451990934
28,541,2008,1001,2,6439,10373,1.610964435
28,535,2011,1001,1,30,22,0.733333333
28,537,2003,1001,1,502,283,0.56374502
28,535,2009,1001,2,2069,3749,1.811986467
28,537,2011,1001,1,138,117,0.847826087
28,538,2008,1001,2,69519,142305,2.046994347
28,532,2001,1001,1,70,50,0.714285714
28,537,2010,1001,2,8277,9966,1.204059442
28,541,2002,1001,2,3917,4963,1.267041103
28,533,2006,1001,1,27,17,0.62962963
28,533,2001,1001,2,7146,12420,1.738035264
28,535,2005,1001,1,429,549,1.27972028
28,537,2009,1001,1,170,43,0.252941176
28,534,2002,1001,2,11852,19485,1.644026325
28,535,2004,1001,2,2721,4737,1.740904079
28,532,2002,1001,1,139,78,0.561151079
28,532,2005,1001,1,86,82,0.953488372
28,535,2011,1001,2,1150,959,0.833913043
28,537,2002,1001,2,4658,6260,1.343924431
28,541,2005,1001,1,547,508,0.928702011
28,538,2011,1001,1,14257,14499,1.016974118
28,539,2009,1001,2,20979,30881,1.471995805
28,541,2009,1001,1,326,420,1.288343558
28,535,2008,1001,2,1654,3429,2.073155985
28,541,2006,1001,1,398,470,1.180904523
28,534,2003,1001,2,14564,30657,2.104984894
28,532,2004,1001,2,3978,4694,1.179989945
28,539,2005,1001,2,16799,16631,0.989999405
28,532,2007,1001,2,5000,6000,1.2
28,532,2003,1001,2,3180,4598,1.44591195
28,537,2002,1001,1,605,189,0.312396694
28,541,2001,1001,2,5541,9536,1.720988991
28,541,2010,1001,1,217,271,1.248847926
28,534,2009,1001,2,13542,20733,1.531014621
28,533,2007,1001,2,3000,7000,2.333333333
28,533,2011,1001,1,13,15,1.153846154
28,532,2010,1001,1,4,4,1
28,539,2007,1001,2,17000,21000,1.235294118
28,534,2004,1001,1,1322,1133,0.857034796
28,532,2006,1001,1,44,27,0.613636364
28,532,2011,1001,2,1007,1603,1.591857001
28,533,2002,1001,1,193,108,0.559585492
28,541,2010,1001,2,6187,11780,1.903992242
28,537,2008,1001,2,6895,13935,2.021029732
28,534,2004,1001,2,16453,16766,1.019023886
28,533,2010,1001,2,1466,3080,2.10095498
28,537,2009,1001,2,7221,11099,1.537044731
28,540,2008,1001,1,7524,11459,1.522993089
28,540,2006,1001,1,9380,11050,1.17803838
28,540,2010,1001,1,3923,7003,1.785113434
28,540,2005,1001,1,10915,11122,1.018964727
28,540,2001,1001,1,20696,22124,1.06899884
28,540,2009,1001,2,27838,43956,1.578992744
28,540,2011,1001,1,2907,8285,2.8500172
28,540,2006,1001,2,28090,40590,1.44499822
28,537,2004,1001,2,3663,6418,1.752115752
28,537,2003,1001,2,5395,6976,1.29304912
28,537,2006,1001,2,3801,6568,1.727966325
28,540,2007,1001,2,27000,43000,1.592592593
28,540,2008,1001,2,26955,42885,1.590984975
28,540,2009,1001,1,6793,9157,1.3480053
28,540,2002,1001,1,17499,15014,0.857991885
28,540,2007,1001,1,10000,13000,1.3
28,540,2005,1001,2,31213,50347,1.613013808
28,540,2004,1001,2,32607,38052,1.166988683
28,540,2004,1001,1,12246,13605,1.110975012
28,540,2011,1001,2,18902,35838,1.895989842
28,540,2003,1001,2,28264,43866,1.552009624
28,540,2002,1001,2,22832,23220,1.016993693
28,540,2001,1001,2,24636,26065,1.058004546
