"state_code","district_code","social_group","size_class","holding_no","holding_ar","holding_whly_irri_no","holding_whly_irri_ar","holding_whly_rain_no","holding_whly_rain_ar","holding_prtly_irri_no","holding_prtly_irri_tot.ar","holding_prtly_irri_irri.ar","holding_recve_irri_no","holding_recve_irri_irri.ar"
36,543,"SCHEDULED CASTE","Below 0.5",14612,3369,5706,1283,6958,1566,1597,397,207,7303,1490
36,544,"SCHEDULED CASTE","Below 0.5",6496,1686,3839,929,1723,465,934,262,130,4773,1059
36,545,"SCHEDULED CASTE","Below 0.5",50970,10531,29087,6262,18612,3120,3045,937,583,32132,6846
36,546,"SCHEDULED CASTE","Below 0.5",32978,8154,30493,7509,2151,531,48,15,9,30541,7518
36,547,"SCHEDULED CASTE","Below 0.5",34744,8463,26490,6223,7507,2026,266,99,49,26756,6272
36,548,"SCHEDULED CASTE","Below 0.5",34152,9038,22776,5794,9743,2783,9,4,2,22785,5796
36,549,"SCHEDULED CASTE","Below 0.5",33565,9327,9831,2414,18554,5230,204,73,28,10035,2442
36,550,"SCHEDULED CASTE","Below 0.5",52898,13439,42777,10265,4526,1277,1439,200,105,44216,10370
36,551,"SCHEDULED CASTE","Below 0.5",15238,4442,6574,1781,3142,924,88,38,21,6662,1801
36,552,"SCHEDULED CASTE","Below 0.5",21154,6841,9572,2898,10330,3506,73,29,14,9645,2912
36,553,"SCHEDULED CASTE","Below 0.5",15192,4823,1906,579,11241,3564,95,31,13,2001,592
36,554,"SCHEDULED CASTE","Below 0.5",48943,12497,16285,3729,16081,4067,577,204,106,16862,3835
37,532,"OTHERS","Below 0.5",97929,25117,24086,6414,62688,15962,189,67,44,24275,6458
37,533,"OTHERS","Below 0.5",143661,38735,73646,19834,32367,9615,1330,466,300,74976,20135
37,534,"OTHERS","Below 0.5",212595,55466,113555,32070,51496,13603,4319,1231,959,117874,33029
37,535,"OTHERS","Below 0.5",224181,54025,48156,11448,103194,25275,8379,1642,1034,56535,12482
36,537,"OTHERS","Below 0.5",78342,22304,13361,3582,21610,5663,2594,639,308,15955,3890
37,538,"OTHERS","Below 0.5",242235,61655,42044,11506,113500,31437,2039,733,391,44083,11897
37,539,"OTHERS","Below 0.5",182175,49350,72369,20424,35661,10499,1990,681,407,74359,20831
37,540,"OTHERS","Below 0.5",192585,47874,99476,26304,60076,14442,2380,842,479,101856,26783
37,541,"OTHERS","Below 0.5",92362,26551,51408,14885,30661,8774,1230,462,226,52638,15111
36,542,"OTHERS","Below 0.5",270668,63781,190806,44920,59991,13443,9649,3187,1925,200455,46845
36,543,"OTHERS","Below 0.5",213638,48037,105271,22782,67360,14183,35977,9097,4980,141248,27762
36,544,"OTHERS","Below 0.5",219266,51993,138161,31099,58239,13824,22866,6549,3658,161027,34757
36,545,"OTHERS","Below 0.5",360241,89144,262639,65867,84452,18674,10215,3334,2035,272854,67903
36,546,"OTHERS","Below 0.5",257762,69196,245530,65804,10816,2777,348,112,54,245878,65859
36,547,"OTHERS","Below 0.5",215688,61230,175197,49465,37566,11005,589,210,107,175786,49573
36,548,"OTHERS","Below 0.5",283640,84223,193983,55794,77903,24821,347,141,88,194330,55882
36,549,"OTHERS","Below 0.5",175366,50662,52242,14037,99459,29281,2022,674,292,54264,14328
36,550,"OTHERS","Below 0.5",130240,34378,107262,27462,12526,3340,631,130,71,107893,27534
36,551,"OTHERS","Below 0.5",105204,29988,49431,13709,23880,7338,984,336,174,50415,13883
36,552,"OTHERS","Below 0.5",99234,31717,42149,12735,49916,16585,349,135,67,42498,12801
36,553,"OTHERS","Below 0.5",88872,27405,12215,3830,62048,18869,2324,788,440,14539,4270
36,554,"OTHERS","Below 0.5",222355,57027,58021,13426,79563,19940,4276,1453,800,62297,14226
37,532,"SCHEDULED TRIBES","Below 0.5",18221,5142,2603,792,13344,3738,14,5,5,2617,797
37,533,"SCHEDULED TRIBES","Below 0.5",13086,4026,8055,2369,2957,979,117,30,16,8172,2386
37,534,"SCHEDULED TRIBES","Below 0.5",7879,2178,3689,1006,2722,764,108,33,32,3797,1038
37,535,"SCHEDULED TRIBES","Below 0.5",10735,3088,2405,679,5207,1498,558,134,77,2963,756
36,537,"SCHEDULED TRIBES","Below 0.5",8541,2593,1655,480,3315,936,214,63,33,1869,513
37,538,"SCHEDULED TRIBES","Below 0.5",29640,8141,4373,1273,14630,4259,273,87,60,4646,1333
37,539,"SCHEDULED TRIBES","Below 0.5",29377,8601,12062,3515,5688,1721,90,35,20,12152,3535
37,540,"SCHEDULED TRIBES","Below 0.5",41606,11120,22795,6244,15512,4106,387,138,67,23182,6312
37,541,"SCHEDULED TRIBES","Below 0.5",51817,15218,18201,5158,27130,8305,264,105,34,18465,5192
36,542,"SCHEDULED TRIBES","Below 0.5",17337,4479,6196,1467,6876,1808,813,286,164,7009,1631
36,543,"SCHEDULED TRIBES","Below 0.5",16594,4372,3338,875,12500,3203,598,190,103,3936,978
36,544,"SCHEDULED TRIBES","Below 0.5",29040,7853,9030,2103,15811,4081,4199,1277,773,13229,2875
36,545,"SCHEDULED TRIBES","Below 0.5",10200,2756,4622,1129,3956,1044,133,44,27,4755,1156
36,546,"SCHEDULED TRIBES","Below 0.5",8225,2367,5033,1417,2468,692,0,0,0,5033,1417
36,547,"SCHEDULED TRIBES","Below 0.5",6829,1945,4210,1184,2334,645,124,32,22,4334,1206
36,548,"SCHEDULED TRIBES","Below 0.5",8164,2447,5347,1515,2523,744,10,4,2,5357,1518
36,549,"SCHEDULED TRIBES","Below 0.5",5743,1724,2164,536,2793,848,98,33,14,2262,550
36,550,"SCHEDULED TRIBES","Below 0.5",15233,4040,12741,3167,1380,426,16,4,2,12757,3169
36,551,"SCHEDULED TRIBES","Below 0.5",2865,833,1305,324,655,194,6,2,1,1311,325
36,552,"SCHEDULED TRIBES","Below 0.5",2865,921,1062,337,1638,484,16,7,6,1078,343
36,553,"SCHEDULED TRIBES","Below 0.5",4431,1429,351,114,3722,1090,36,9,4,387,118
36,554,"SCHEDULED TRIBES","Below 0.5",7092,2022,2350,587,2604,598,108,34,17,2458,604
37,532,"ALL SOCIAL GROUPS","Below 0.5",144024,37457,32355,8695,94467,24439,249,91,60,32604,8756
37,533,"ALL SOCIAL GROUPS","Below 0.5",189151,51936,99786,27310,42393,12794,1763,620,398,101549,27708
37,534,"ALL SOCIAL GROUPS","Below 0.5",274368,71226,145392,40707,68419,18018,5277,1532,1194,150669,41902
37,535,"ALL SOCIAL GROUPS","Below 0.5",289341,70477,60375,14435,136692,33773,10934,2221,1384,71309,15819
36,537,"ALL SOCIAL GROUPS","Below 0.5",107339,30551,17639,4700,32015,8419,3438,841,421,21077,5121
37,538,"ALL SOCIAL GROUPS","Below 0.5",324726,83602,54312,14986,155192,43437,2781,978,531,57093,15517
37,539,"ALL SOCIAL GROUPS","Below 0.5",256198,69226,100649,28108,50346,14779,2706,915,540,103355,28648
37,540,"ALL SOCIAL GROUPS","Below 0.5",280779,70536,142911,37895,92369,22671,3206,1131,627,146117,38522
37,541,"ALL SOCIAL GROUPS","Below 0.5",170114,48535,83031,23399,66851,19570,2017,725,335,85048,23734
36,542,"ALL SOCIAL GROUPS","Below 0.5",308866,72753,211268,49325,72352,16499,10893,3617,2182,222161,51507
36,543,"ALL SOCIAL GROUPS","Below 0.5",244848,55780,114316,24940,86819,18952,38172,9684,5290,152488,30230
36,544,"ALL SOCIAL GROUPS","Below 0.5",254854,61546,151077,34138,75776,18371,28001,8089,4562,179078,38699
36,545,"ALL SOCIAL GROUPS","Below 0.5",421667,102491,296572,73303,107028,22838,13417,4320,2648,309989,75951
36,546,"ALL SOCIAL GROUPS","Below 0.5",299108,79758,281194,74767,15440,4001,396,127,63,281590,74830
36,547,"ALL SOCIAL GROUPS","Below 0.5",257268,71639,205898,56872,47413,13677,979,340,179,206877,57051
36,548,"ALL SOCIAL GROUPS","Below 0.5",325972,95713,222115,63106,90176,28350,366,148,92,222481,63198
36,549,"ALL SOCIAL GROUPS","Below 0.5",214682,61716,64237,16987,120814,35360,2324,779,334,66561,17321
36,550,"ALL SOCIAL GROUPS","Below 0.5",198408,51866,162813,40902,18432,5043,2086,334,178,164899,41080
36,551,"ALL SOCIAL GROUPS","Below 0.5",123309,35264,57311,15813,27678,8456,1078,376,196,58389,16009
36,552,"ALL SOCIAL GROUPS","Below 0.5",123253,39479,52783,15969,61884,20575,438,171,87,53221,16056
36,553,"ALL SOCIAL GROUPS","Below 0.5",108569,33680,14476,4524,77069,23537,2455,828,456,16931,4980
36,554,"ALL SOCIAL GROUPS","Below 0.5",278390,71547,76656,17741,98248,24605,4961,1690,924,81617,18665
37,532,"INSTITUTIONAL","1.0-2.0",6,8,3,3,3,2,0,0,0,3,3
37,533,"INSTITUTIONAL","1.0-2.0",8,11,2,1,3,3,0,0,0,2,1
37,534,"INSTITUTIONAL","1.0-2.0",5,9,1,1,3,3,1,2,1,2,2
37,535,"INSTITUTIONAL","1.0-2.0",32,46,12,10,10,6,5,3,2,17,11
36,537,"INSTITUTIONAL","1.0-2.0",10,16,1,1,2,2,0,0,0,1,1
37,538,"INSTITUTIONAL","1.0-2.0",0,0,0,0,0,0,0,0,0,0,0
37,539,"INSTITUTIONAL","1.0-2.0",16,22,11,9,5,3,0,0,0,11,9
37,540,"INSTITUTIONAL","1.0-2.0",1,1,1,1,0,0,0,0,0,1,1
37,541,"INSTITUTIONAL","1.0-2.0",24,38,14,16,5,5,0,0,0,14,16
36,542,"INSTITUTIONAL","1.0-2.0",106,162,87,117,4,5,14,16,11,101,127
36,543,"INSTITUTIONAL","1.0-2.0",6,10,6,7,0,0,0,0,0,6,7
36,544,"INSTITUTIONAL","1.0-2.0",43,62,40,37,3,2,0,0,0,40,37
36,545,"INSTITUTIONAL","1.0-2.0",126,183,119,126,6,9,1,2,1,120,127
36,546,"INSTITUTIONAL","1.0-2.0",144,208,143,165,1,1,0,0,0,143,165
36,547,"INSTITUTIONAL","1.0-2.0",1,2,0,0,1,1,0,0,0,0,0
36,548,"INSTITUTIONAL","1.0-2.0",142,214,70,72,68,83,4,6,4,74,76
36,549,"INSTITUTIONAL","1.0-2.0",15,22,1,1,14,11,0,0,0,1,1
36,550,"INSTITUTIONAL","1.0-2.0",152,214,123,118,26,23,2,4,1,125,119
36,551,"INSTITUTIONAL","1.0-2.0",5,6,2,2,3,3,0,0,0,2,2
36,552,"INSTITUTIONAL","1.0-2.0",2,3,2,3,0,0,0,0,0,2,3
36,553,"INSTITUTIONAL","1.0-2.0",80,114,5,4,68,56,7,11,5,12,9
36,554,"INSTITUTIONAL","1.0-2.0",5,8,0,0,4,3,0,0,0,0,0
37,532,"SCHEDULED CASTE","1.0-2.0",18917,26616,1803,2266,14633,19936,984,1424,784,2787,3050
37,533,"SCHEDULED CASTE","1.0-2.0",10813,14520,5378,6492,3610,4559,1384,1829,1058,6762,7550
37,534,"SCHEDULED CASTE","1.0-2.0",13973,18940,7222,9208,2956,3744,3422,4278,2913,10644,12122
37,535,"SCHEDULED CASTE","1.0-2.0",18593,25236,3867,4021,9732,11852,3689,4216,2024,7556,6045
36,537,"SCHEDULED CASTE","1.0-2.0",12105,16722,1489,1358,7087,7302,1207,1316,596,2696,1954
37,538,"SCHEDULED CASTE","1.0-2.0",27944,39005,3431,4356,19090,24129,3917,5319,2465,7348,6821
37,539,"SCHEDULED CASTE","1.0-2.0",14990,20554,4226,4527,5463,6169,2831,3529,1622,7057,6149
37,540,"SCHEDULED CASTE","1.0-2.0",11507,15694,5332,6553,2870,3465,2512,3173,1830,7844,8383
37,541,"SCHEDULED CASTE","1.0-2.0",5748,7799,2374,3018,2350,3097,845,1141,602,3219,3620
36,542,"SCHEDULED CASTE","1.0-2.0",1542,2017,551,668,446,476,365,458,301,916,969
36,543,"SCHEDULED CASTE","1.0-2.0",2076,2796,357,461,920,1128,740,939,507,1097,968
36,544,"SCHEDULED CASTE","1.0-2.0",1129,1543,446,559,399,534,284,368,186,730,745
36,545,"SCHEDULED CASTE","1.0-2.0",2743,3682,1230,1432,702,841,806,1084,683,2036,2114
36,546,"SCHEDULED CASTE","1.0-2.0",4469,6090,4236,5743,184,224,16,20,6,4252,5749
36,547,"SCHEDULED CASTE","1.0-2.0",4422,5951,2787,3704,1251,1677,326,444,197,3113,3901
36,548,"SCHEDULED CASTE","1.0-2.0",5376,7211,3472,4597,1567,1948,79,115,51,3551,4648
36,549,"SCHEDULED CASTE","1.0-2.0",15758,22123,3524,4423,10195,11675,1101,1540,710,4625,5133
36,550,"SCHEDULED CASTE","1.0-2.0",11591,15537,6927,8416,2551,3321,524,504,244,7451,8660
36,551,"SCHEDULED CASTE","1.0-2.0",7920,11068,2901,3216,2876,3555,561,733,336,3462,3552
36,552,"SCHEDULED CASTE","1.0-2.0",20608,28737,4178,5502,14329,19657,1211,1707,693,5389,6195
36,553,"SCHEDULED CASTE","1.0-2.0",22432,32555,1362,1919,18177,24928,1745,2715,1021,3107,2940
36,554,"SCHEDULED CASTE","1.0-2.0",13019,17902,3592,4025,5319,5427,2520,2836,1471,6112,5496
37,532,"OTHERS","1.0-2.0",90217,129447,10441,13822,69271,97659,5545,8348,4563,15986,18384
37,533,"OTHERS","1.0-2.0",91437,128017,47395,60777,27460,35873,11500,16089,9442,58895,70219
37,534,"OTHERS","1.0-2.0",126752,178297,75753,101835,17773,22677,29101,36576,27371,104854,129206
37,535,"OTHERS","1.0-2.0",120377,168747,32412,34945,53305,66156,25676,30480,15238,58088,50183
36,537,"OTHERS","1.0-2.0",67816,95571,13580,12611,31034,32051,6903,7270,3378,20483,15989
37,538,"OTHERS","1.0-2.0",197502,282862,32517,41355,119006,150880,33524,46546,21461,66041,62816
37,539,"OTHERS","1.0-2.0",155305,220963,51546,57877,51730,58497,30462,39478,18916,82008,76794
37,540,"OTHERS","1.0-2.0",105740,148796,57074,72475,20744,26350,22038,29583,16931,79112,89406
37,541,"OTHERS","1.0-2.0",62730,87930,28709,38908,22921,30708,9468,13498,6691,38177,45599
36,542,"OTHERS","1.0-2.0",62857,86492,34751,46770,10990,14674,15810,21565,12644,50561,59413
36,543,"OTHERS","1.0-2.0",57096,79057,16494,21527,13927,17742,25531,33349,18101,42025,39628
36,544,"OTHERS","1.0-2.0",41078,55861,17168,22390,12361,16779,11549,15452,7667,28717,30057
36,545,"OTHERS","1.0-2.0",72592,99582,46974,63261,15458,20645,9824,13413,7531,56798,70792
36,546,"OTHERS","1.0-2.0",78380,108878,73274,101013,3737,5176,594,872,466,73868,101480
36,547,"OTHERS","1.0-2.0",91402,127884,60909,84381,25478,35766,4141,5988,2743,65050,87124
36,548,"OTHERS","1.0-2.0",140692,195277,85831,117191,42468,57157,6647,9748,5149,92478,122340
36,549,"OTHERS","1.0-2.0",151097,215873,37302,47810,96080,120313,11710,16391,7441,49012,55251
36,550,"OTHERS","1.0-2.0",77841,109836,50523,65535,17242,23897,2515,3070,1419,53038,66954
36,551,"OTHERS","1.0-2.0",113575,163190,35784,41997,51784,68022,8504,10871,4711,44288,46708
36,552,"OTHERS","1.0-2.0",163417,233865,32125,44061,114266,159273,9448,13877,6168,41573,50229
36,553,"OTHERS","1.0-2.0",209985,309988,17395,24229,159633,223330,23802,36298,14932,41197,39161
36,554,"OTHERS","1.0-2.0",128363,181152,30828,34896,54536,54880,27714,31981,16445,58542,51341
37,532,"SCHEDULED TRIBES","1.0-2.0",34794,49802,1023,1374,29438,41300,639,923,530,1662,1904
37,533,"SCHEDULED TRIBES","1.0-2.0",10578,14239,5829,7340,2968,3891,1242,1676,840,7071,8180
37,534,"SCHEDULED TRIBES","1.0-2.0",4278,5858,1944,2315,1166,1481,1140,1339,1183,3084,3498
37,535,"SCHEDULED TRIBES","1.0-2.0",9878,13656,1904,1984,5345,6861,2207,2523,1423,4111,3407
36,537,"SCHEDULED TRIBES","1.0-2.0",8025,11053,1938,2000,3876,4136,1011,1253,717,2949,2718
37,538,"SCHEDULED TRIBES","1.0-2.0",23940,33489,2387,2975,15822,19156,4413,6048,2488,6800,5463
37,539,"SCHEDULED TRIBES","1.0-2.0",21197,29224,5571,5698,9077,10210,3364,4285,1786,8935,7485
37,540,"SCHEDULED TRIBES","1.0-2.0",24633,33921,12861,16086,6517,8461,4366,5963,3356,17227,19441
37,541,"SCHEDULED TRIBES","1.0-2.0",37471,52243,8514,11138,21990,29386,4705,6460,2857,13219,13995
36,542,"SCHEDULED TRIBES","1.0-2.0",6389,8584,1317,1607,2853,3118,1231,1610,897,2548,2504
36,543,"SCHEDULED TRIBES","1.0-2.0",8020,11019,827,1007,5785,7701,1242,1738,988,2069,1995
36,544,"SCHEDULED TRIBES","1.0-2.0",26679,37972,3971,5216,15314,19482,7394,9520,4200,11365,9417
36,545,"SCHEDULED TRIBES","1.0-2.0",11213,16283,2861,3527,6392,4401,423,520,180,3284,3707
36,546,"SCHEDULED TRIBES","1.0-2.0",4306,6112,2410,3350,1330,1759,50,60,44,2460,3394
36,547,"SCHEDULED TRIBES","1.0-2.0",1874,2640,666,918,930,1267,194,232,92,860,1010
36,548,"SCHEDULED TRIBES","1.0-2.0",4635,6306,3034,3889,1211,1534,60,79,40,3094,3929
36,549,"SCHEDULED TRIBES","1.0-2.0",3211,4500,1227,1546,1713,2044,61,94,49,1288,1596
36,550,"SCHEDULED TRIBES","1.0-2.0",2678,3559,1869,2145,542,711,32,44,17,1901,2162
36,551,"SCHEDULED TRIBES","1.0-2.0",1974,2727,590,563,896,1008,92,112,41,682,604
36,552,"SCHEDULED TRIBES","1.0-2.0",3671,5116,759,1015,2380,3176,115,155,63,874,1077
36,553,"SCHEDULED TRIBES","1.0-2.0",11031,16178,505,703,9245,12512,894,1271,473,1399,1176
36,554,"SCHEDULED TRIBES","1.0-2.0",3044,4243,679,760,1785,1646,393,470,233,1072,993
37,532,"ALL SOCIAL GROUPS","1.0-2.0",143934,205874,13270,17464,113345,158897,7168,10695,5877,20438,23341
37,533,"ALL SOCIAL GROUPS","1.0-2.0",112836,156787,58604,74611,34041,44325,14126,19595,11340,72730,85951
37,534,"ALL SOCIAL GROUPS","1.0-2.0",145008,203103,84920,113359,21898,27905,33664,42194,31468,118584,144827
37,535,"ALL SOCIAL GROUPS","1.0-2.0",148880,207685,38195,40960,68392,84875,31577,37222,18687,69772,59647
36,537,"ALL SOCIAL GROUPS","1.0-2.0",87956,123362,17008,15971,41999,43492,9121,9839,4691,26129,20662
37,538,"ALL SOCIAL GROUPS","1.0-2.0",249386,355356,38335,48686,153918,194166,41854,57913,26414,80189,75100
37,539,"ALL SOCIAL GROUPS","1.0-2.0",191508,270762,61354,68112,66275,74879,36657,47292,22324,98011,90436
37,540,"ALL SOCIAL GROUPS","1.0-2.0",141881,198412,75268,95114,30131,38276,28916,38719,22117,104184,117231
37,541,"ALL SOCIAL GROUPS","1.0-2.0",105973,148011,39611,53081,47266,63195,15018,21099,10149,54629,63230
36,542,"ALL SOCIAL GROUPS","1.0-2.0",70894,97255,36706,49162,14293,18274,17420,23649,13852,54126,63014
36,543,"ALL SOCIAL GROUPS","1.0-2.0",67198,92882,17684,23002,20632,26571,27513,36026,19596,45197,42598
36,544,"ALL SOCIAL GROUPS","1.0-2.0",68929,95438,21625,28203,28077,36797,19227,25341,12053,40852,40256
36,545,"ALL SOCIAL GROUPS","1.0-2.0",86674,119731,51184,68346,22558,25897,11054,15018,8394,62238,76740
36,546,"ALL SOCIAL GROUPS","1.0-2.0",87299,121288,80063,110271,5252,7159,660,953,516,80723,110787
36,547,"ALL SOCIAL GROUPS","1.0-2.0",97699,136477,64362,89003,27660,38711,4661,6663,3031,69023,92034
36,548,"ALL SOCIAL GROUPS","1.0-2.0",150845,209008,92407,125749,45314,60723,6790,9948,5244,99197,130993
36,549,"ALL SOCIAL GROUPS","1.0-2.0",170081,242517,42054,53780,108002,134042,12872,18024,8200,54926,61980
36,550,"ALL SOCIAL GROUPS","1.0-2.0",92262,129146,59442,76215,20361,27953,3073,3622,1681,62515,77896
36,551,"ALL SOCIAL GROUPS","1.0-2.0",123474,176991,39277,45778,55559,72588,9157,11716,5088,48434,50866
36,552,"ALL SOCIAL GROUPS","1.0-2.0",187698,267721,37064,50580,130975,182105,10774,15739,6924,47838,57504
36,553,"ALL SOCIAL GROUPS","1.0-2.0",243528,358835,19267,26855,187123,260827,26448,40296,16431,45715,43286
36,554,"ALL SOCIAL GROUPS","1.0-2.0",144431,203304,35099,39681,61644,61956,30627,35287,18148,65726,57830
37,532,"INSTITUTIONAL","0.5-1.0",12,9,6,3,5,3,0,0,0,6,3
37,533,"INSTITUTIONAL","0.5-1.0",5,3,1,0,1,0,0,0,0,1,0
37,534,"INSTITUTIONAL","0.5-1.0",2,1,1,1,1,1,0,0,0,1,1
37,535,"INSTITUTIONAL","0.5-1.0",25,18,5,2,16,7,3,2,1,8,3
36,537,"INSTITUTIONAL","0.5-1.0",4,3,1,0,1,0,0,0,0,1,0
37,538,"INSTITUTIONAL","0.5-1.0",1,1,0,0,1,0,0,0,0,0,0
37,539,"INSTITUTIONAL","0.5-1.0",7,6,4,2,2,1,0,0,0,4,2
37,540,"INSTITUTIONAL","0.5-1.0",1,1,1,0,0,0,0,0,0,1,0
37,541,"INSTITUTIONAL","0.5-1.0",7,5,6,4,0,0,0,0,0,6,4
36,542,"INSTITUTIONAL","0.5-1.0",44,32,38,15,6,3,0,0,0,38,15
36,543,"INSTITUTIONAL","0.5-1.0",3,2,1,1,2,1,0,0,0,1,1
36,544,"INSTITUTIONAL","0.5-1.0",21,15,17,8,4,2,0,0,0,17,8
36,545,"INSTITUTIONAL","0.5-1.0",145,106,125,75,17,6,3,2,1,128,77
36,546,"INSTITUTIONAL","0.5-1.0",96,69,96,52,0,0,0,0,0,96,52
36,547,"INSTITUTIONAL","0.5-1.0",4,3,0,0,4,2,0,0,0,0,0
36,548,"INSTITUTIONAL","0.5-1.0",11,8,5,4,6,5,0,0,0,5,4
36,549,"INSTITUTIONAL","0.5-1.0",13,10,1,0,12,7,0,0,0,1,0
36,550,"INSTITUTIONAL","0.5-1.0",104,77,97,55,6,3,0,0,0,97,55
36,551,"INSTITUTIONAL","0.5-1.0",1,1,0,0,0,0,0,0,0,0,0
36,552,"INSTITUTIONAL","0.5-1.0",3,2,1,1,2,2,0,0,0,1,1
36,553,"INSTITUTIONAL","0.5-1.0",80,57,1,0,77,39,0,0,0,1,0
36,554,"INSTITUTIONAL","0.5-1.0",2,2,1,0,0,0,0,0,0,1,0
37,532,"SCHEDULED CASTE","0.5-1.0",20153,14918,3517,2494,14665,10691,285,212,118,3802,2612
37,533,"SCHEDULED CASTE","0.5-1.0",17068,12321,9440,6216,5588,3915,1007,712,481,10447,6697
37,534,"SCHEDULED CASTE","0.5-1.0",24933,17882,15772,11037,6327,4306,2016,1440,1032,17788,12068
37,535,"SCHEDULED CASTE","0.5-1.0",29765,21406,5494,3244,17658,10765,3917,2522,1387,9411,4630
36,537,"SCHEDULED CASTE","0.5-1.0",15700,11485,2085,1147,8664,4805,639,370,170,2724,1318
37,538,"SCHEDULED CASTE","0.5-1.0",36601,26911,5329,3502,26278,18046,1991,1480,707,7320,4208
37,539,"SCHEDULED CASTE","0.5-1.0",22607,16367,7719,4774,7914,5072,1909,1310,703,9628,5476
37,540,"SCHEDULED CASTE","0.5-1.0",19501,14029,10399,6929,5792,3951,1776,1286,677,12175,7606
37,541,"SCHEDULED CASTE","0.5-1.0",10427,7394,4892,3392,4529,3146,505,363,191,5397,3582
36,542,"SCHEDULED CASTE","0.5-1.0",4918,3485,2461,1732,1600,1080,552,389,242,3013,1974
36,543,"SCHEDULED CASTE","0.5-1.0",4555,3232,1488,1022,1924,1300,1078,758,414,2566,1436
36,544,"SCHEDULED CASTE","0.5-1.0",2486,1767,1160,791,827,578,499,360,171,1659,963
36,545,"SCHEDULED CASTE","0.5-1.0",7709,5298,3658,2387,2167,1443,1845,1300,776,5503,3163
36,546,"SCHEDULED CASTE","0.5-1.0",9241,6521,8585,6024,589,373,11,9,4,8596,6029
36,547,"SCHEDULED CASTE","0.5-1.0",10098,7219,6412,4497,2991,2169,449,343,187,6861,4684
36,548,"SCHEDULED CASTE","0.5-1.0",11833,8364,7350,5148,3897,2708,170,121,61,7520,5208
36,549,"SCHEDULED CASTE","0.5-1.0",17155,12552,4455,3085,10989,7209,562,431,182,5017,3267
36,550,"SCHEDULED CASTE","0.5-1.0",21085,15125,15381,10264,3097,2237,519,254,135,15900,10399
36,551,"SCHEDULED CASTE","0.5-1.0",13934,9722,5217,3215,3952,2685,268,187,71,5485,3286
36,552,"SCHEDULED CASTE","0.5-1.0",24489,17972,6385,4481,16038,11741,565,418,186,6950,4667
36,553,"SCHEDULED CASTE","0.5-1.0",20868,15585,2156,1546,17241,12500,328,232,98,2484,1644
36,554,"SCHEDULED CASTE","0.5-1.0",24132,17015,7780,4571,10047,5539,1517,1023,519,9297,5089
37,532,"OTHERS","0.5-1.0",72023,53527,14988,10724,51137,37803,906,703,365,15894,11089
37,533,"OTHERS","0.5-1.0",100012,73369,55284,37484,33242,23611,4528,3281,2050,59812,39535
37,534,"OTHERS","0.5-1.0",141990,103955,96941,68928,27725,19051,12658,9274,6914,109599,75842
37,535,"OTHERS","0.5-1.0",135166,98632,33515,20925,71680,44344,15658,10105,5646,49173,26571
36,537,"OTHERS","0.5-1.0",67843,49989,14395,7916,28873,16064,3613,2099,978,18008,8894
37,538,"OTHERS","0.5-1.0",182361,135716,34261,22641,118944,82093,11705,8779,4384,45966,27024
37,539,"OTHERS","0.5-1.0",141523,104638,59569,38338,43559,28305,10460,7548,4008,70029,42346
37,540,"OTHERS","0.5-1.0",114852,84366,71676,49684,26653,18526,9390,7183,4011,81066,53695
37,541,"OTHERS","0.5-1.0",68872,50509,35460,25284,25571,18316,4546,3406,1723,40006,27007
36,542,"OTHERS","0.5-1.0",103322,73699,66460,46452,18671,13060,16195,11723,6764,82655,53216
36,543,"OTHERS","0.5-1.0",85621,61482,32430,22348,21809,14844,29555,20568,11334,61985,33682
36,544,"OTHERS","0.5-1.0",78967,55448,37563,25594,22634,15660,18770,13310,6677,56333,32271
36,545,"OTHERS","0.5-1.0",124563,89313,86463,61456,26356,18448,11111,8042,4750,97574,66206
36,546,"OTHERS","0.5-1.0",115321,83353,109038,78392,5176,3682,554,413,206,109592,78597
36,547,"OTHERS","0.5-1.0",125883,92052,91809,66730,30647,22580,2515,1883,930,94324,67660
36,548,"OTHERS","0.5-1.0",192300,139401,120831,86785,61588,43930,2487,2022,1049,123318,87834
36,549,"OTHERS","0.5-1.0",143493,105187,37312,26015,93713,64832,5376,3950,1708,42688,27723
36,550,"OTHERS","0.5-1.0",83045,60790,63523,44179,12176,8772,1003,633,307,64526,44486
36,551,"OTHERS","0.5-1.0",101477,73988,42040,27111,35502,24804,2957,2080,966,44997,28077
36,552,"OTHERS","0.5-1.0",131200,98126,36202,25955,85327,63138,2963,2290,1059,39165,27014
36,553,"OTHERS","0.5-1.0",122632,92710,14333,10544,95828,69268,5793,4370,1942,20126,12485
36,554,"OTHERS","0.5-1.0",147706,106925,41898,25646,65506,36728,15020,9765,5053,56918,30699
37,532,"SCHEDULED TRIBES","0.5-1.0",22965,17300,1706,1221,19085,14153,160,123,73,1866,1294
37,533,"SCHEDULED TRIBES","0.5-1.0",13195,9767,7731,5508,4244,3085,325,231,158,8056,5665
37,534,"SCHEDULED TRIBES","0.5-1.0",5744,4193,3508,2219,1734,1221,403,296,264,3911,2482
37,535,"SCHEDULED TRIBES","0.5-1.0",10803,7950,2422,1567,6235,4034,1162,672,400,3584,1967
36,537,"SCHEDULED TRIBES","0.5-1.0",9061,6712,1958,1160,4374,2659,582,415,259,2540,1419
37,538,"SCHEDULED TRIBES","0.5-1.0",25444,18841,3962,2500,17890,12233,1262,967,489,5224,2989
