district_code,state_code,year,rainfall,rainfall_anom
533,28,1991,784.9581873,-22.46121157
533,28,1992,819.5133427,-19.04782608
533,28,1993,980.4263313,-3.152714245
533,28,1994,953.4855693,-5.813943951
533,28,1995,1451.216466,43.35230634
533,28,1996,951.9627402,-5.964370207
533,28,1997,853.3736322,-15.70308
533,28,1998,1129.302299,11.55337119
533,28,1999,820.7837974,-18.92232957
533,28,2000,1065.282874,5.229481939
533,28,2001,885.1920816,-12.56002849
533,28,2002,707.8445784,-30.07855463
533,28,2003,872.1419845,-13.84912736
533,28,2004,703.4207439,-30.51554449
533,28,2005,1271.826912,25.63206477
533,28,2006,956.2075187,-5.545067644
533,28,2007,768.6320026,-24.07392496
533,28,2008,892.3968314,-11.84833762
533,28,2009,688.387113,-32.0005784
533,28,2010,1156.970738,14.28648135
533,28,2011,916.6031308,
533,28,2012,915.5140125,
533,28,2013,1311.860157,
537,28,1981,964.6946492,19.09785274
537,28,1982,673.9570132,-16.7956066
537,28,1983,1131.14337,39.64703403
537,28,1984,754.9589889,-6.795383853
537,28,1985,542.4708738,-33.02842895
537,28,1986,647.9525448,-20.00602799
537,28,1987,910.6423414,12.42474244
537,28,1988,959.7795314,18.49104935
537,28,1989,818.46892,1.045331783
537,28,1990,1043.278424,28.79953284
537,28,1991,792.8074289,-2.122746824
537,28,1992,632.6339354,-21.89721034
537,28,1993,668.7171676,-17.44249975
537,28,1994,640.3987666,-20.93859123
537,28,1995,1020.603023,26.0001065
537,28,1996,815.482285,0.676612193
537,28,1997,731.4148611,-9.702060144
537,28,1998,960.2603007,18.55040346
537,28,1999,631.6141642,-22.02310776
537,28,2000,855.1697408,5.576287722
537,28,2001,805.6401166,-0.538467753
537,28,2002,657.9225071,-18.77517106
537,28,2003,746.5804152,-7.829773481
537,28,2004,595.3539612,-26.49966655
537,28,2005,1080.994162,33.45578684
537,28,2006,707.4677848,-12.65848306
537,28,2007,769.2926644,-5.025798029
537,28,2008,1009.599096,24.6415999
537,28,2009,752.6349097,-7.082306597
537,28,2010,978.1174909,20.75499018
537,28,2011,564.4453168,
537,28,2012,729.8172653,
537,28,2013,1019.716836,
540,28,1981,1052.398325,1.683091207
540,28,1982,958.4836762,-7.390974709
540,28,1983,1372.987169,32.65849656
540,28,1984,742.5315429,-28.25634474
540,28,1985,808.4458644,-21.88768014
540,28,1986,1014.32426,-1.995638112
540,28,1987,1050.425872,1.492512136
540,28,1988,1412.828528,36.5079825
540,28,1989,1283.618234,24.02363906
540,28,1990,1284.700792,24.12823616
540,28,1991,938.6137141,-9.310817347
540,28,1992,861.9170116,-16.72127934
540,28,1993,928.4369037,-10.2941043
540,28,1994,1096.178344,5.913131854
540,28,1995,1157.64198,11.85176973
540,28,1996,1017.06495,-1.73083168
540,28,1997,807.0697158,-22.02064409
540,28,1998,872.0451488,-15.74269521
540,28,1999,983.6893429,-4.955594452
540,28,2000,1181.266527,14.13438159
540,28,2001,803.2962614,-22.38523657
540,28,2002,780.3654315,-24.60082131
540,28,2003,1004.41889,-2.952698383
540,28,2004,824.0649145,-20.3785621
540,28,2005,1096.322085,5.927020154
540,28,2006,1445.068967,39.62306487
540,28,2007,840.131028,-18.82624863
540,28,2008,1362.057682,31.60248573
540,28,2009,717.6185778,-30.66344407
540,28,2010,1351.348943,30.56780364
540,28,2011,728.5407947,
540,28,2012,1127.999456,
540,28,2013,1317.285164,
