state_code,district_code,social_group,size_class,holding_no,holding_ar,gca_irrigated,gca_unirrigated,gca_total
36,546,SCHEDULED TRIBES,2.0-3.0,1852,4399,2950,1478,4428
36,547,SCHEDULED TRIBES,2.0-3.0,498,1213,338,682,1020
36,548,SCHEDULED TRIBES,2.0-3.0,1314,3037,2049,994,3043
36,549,SCHEDULED TRIBES,2.0-3.0,926,2088,879,764,1643
36,550,SCHEDULED TRIBES,2.0-3.0,603,1362,1298,224,1522
36,551,SCHEDULED TRIBES,2.0-3.0,529,1186,376,503,879
36,552,SCHEDULED TRIBES,2.0-3.0,1320,3071,571,2088,2659
36,553,SCHEDULED TRIBES,2.0-3.0,5605,12508,1979,9779,11758
36,554,SCHEDULED TRIBES,2.0-3.0,746,1724,284,850,1134
37,532,ALL SOCIAL GROUPS,2.0-3.0,69592,159956,15788,131305,147092
37,533,ALL SOCIAL GROUPS,2.0-3.0,26734,62775,53911,31603,85514
37,534,ALL SOCIAL GROUPS,2.0-3.0,41805,99454,87518,24164,111682
37,535,ALL SOCIAL GROUPS,2.0-3.0,39832,94259,36084,50811,86895
36,537,ALL SOCIAL GROUPS,2.0-3.0,30714,72584,13533,28400,41934
37,538,ALL SOCIAL GROUPS,2.0-3.0,93535,222795,64537,128898,193435
37,539,ALL SOCIAL GROUPS,2.0-3.0,66832,159146,95810,58560,154370
37,540,ALL SOCIAL GROUPS,2.0-3.0,43030,102538,78477,30203,108680
37,541,ALL SOCIAL GROUPS,2.0-3.0,40613,95762,53659,52511,106171
36,542,ALL SOCIAL GROUPS,2.0-3.0,16525,39469,40537,22570,63107
36,543,ALL SOCIAL GROUPS,2.0-3.0,18622,44598,21471,25897,47368
36,544,ALL SOCIAL GROUPS,2.0-3.0,22837,54345,25030,30875,55905
36,545,ALL SOCIAL GROUPS,2.0-3.0,26647,63350,62628,22978,85606
36,546,ALL SOCIAL GROUPS,2.0-3.0,27350,65100,103168,4845,108012
36,547,ALL SOCIAL GROUPS,2.0-3.0,31022,74510,65967,44383,110350
36,548,ALL SOCIAL GROUPS,2.0-3.0,42683,102024,93874,41397,135271
36,549,ALL SOCIAL GROUPS,2.0-3.0,67980,159993,52561,91933,144494
36,550,ALL SOCIAL GROUPS,2.0-3.0,29454,69413,71055,17739,88794
36,551,ALL SOCIAL GROUPS,2.0-3.0,47623,111748,32694,71818,104511
36,552,ALL SOCIAL GROUPS,2.0-3.0,79493,189678,42446,141751,184197
36,553,ALL SOCIAL GROUPS,2.0-3.0,136949,316065,38961,253393,292354
36,554,ALL SOCIAL GROUPS,2.0-3.0,42605,100037,33327,38540,71866
37,532,INSTITUTIONAL,5.0-7.5,3,19,3,9,12
37,533,INSTITUTIONAL,5.0-7.5,11,73,36,0,36
37,534,INSTITUTIONAL,5.0-7.5,3,19,6,3,10
37,535,INSTITUTIONAL,5.0-7.5,12,70,21,22,43
36,537,INSTITUTIONAL,5.0-7.5,13,77,26,5,31
37,538,INSTITUTIONAL,5.0-7.5,3,19,0,9,9
37,539,INSTITUTIONAL,5.0-7.5,10,64,61,11,72
37,540,INSTITUTIONAL,5.0-7.5,1,5,3,0,3
37,541,INSTITUTIONAL,5.0-7.5,20,128,71,23,94
36,542,INSTITUTIONAL,5.0-7.5,35,210,137,80,217
36,543,INSTITUTIONAL,5.0-7.5,15,91,28,15,43
36,544,INSTITUTIONAL,5.0-7.5,15,93,25,40,65
36,545,INSTITUTIONAL,5.0-7.5,36,229,186,53,238
36,546,INSTITUTIONAL,5.0-7.5,77,469,541,4,545
36,547,INSTITUTIONAL,5.0-7.5,3,19,10,3,13
36,548,INSTITUTIONAL,5.0-7.5,98,603,293,249,542
36,549,INSTITUTIONAL,5.0-7.5,25,150,6,57,63
36,550,INSTITUTIONAL,5.0-7.5,46,275,172,18,190
36,551,INSTITUTIONAL,5.0-7.5,0,0,0,0,0
36,552,INSTITUTIONAL,5.0-7.5,8,50,35,7,43
36,553,INSTITUTIONAL,5.0-7.5,99,608,23,464,487
36,554,INSTITUTIONAL,5.0-7.5,2,14,4,3,7
37,532,SCHEDULED CASTE,5.0-7.5,882,5291,258,4059,4317
37,533,SCHEDULED CASTE,5.0-7.5,70,417,181,146,327
37,534,SCHEDULED CASTE,5.0-7.5,201,1184,656,262,917
37,535,SCHEDULED CASTE,5.0-7.5,239,1420,318,770,1087
36,537,SCHEDULED CASTE,5.0-7.5,252,1507,203,629,832
37,538,SCHEDULED CASTE,5.0-7.5,648,3834,806,1999,2805
37,539,SCHEDULED CASTE,5.0-7.5,256,1532,559,339,898
37,540,SCHEDULED CASTE,5.0-7.5,339,2032,956,803,1759
37,541,SCHEDULED CASTE,5.0-7.5,142,829,443,255,699
36,542,SCHEDULED CASTE,5.0-7.5,8,49,19,6,25
36,543,SCHEDULED CASTE,5.0-7.5,38,229,58,105,163
36,544,SCHEDULED CASTE,5.0-7.5,35,195,63,46,109
36,545,SCHEDULED CASTE,5.0-7.5,50,293,147,59,206
36,546,SCHEDULED CASTE,5.0-7.5,111,637,620,65,684
36,547,SCHEDULED CASTE,5.0-7.5,105,634,307,314,620
36,548,SCHEDULED CASTE,5.0-7.5,99,583,387,85,472
36,549,SCHEDULED CASTE,5.0-7.5,192,1117,213,437,650
36,550,SCHEDULED CASTE,5.0-7.5,124,741,468,212,680
36,551,SCHEDULED CASTE,5.0-7.5,63,365,37,186,222
36,552,SCHEDULED CASTE,5.0-7.5,903,5278,1192,2958,4150
36,553,SCHEDULED CASTE,5.0-7.5,456,2681,220,1824,2045
36,554,SCHEDULED CASTE,5.0-7.5,102,615,249,211,460
37,532,OTHERS,5.0-7.5,6273,37611,4100,29755,33855
37,533,OTHERS,5.0-7.5,2390,14233,11298,6814,18113
37,534,OTHERS,5.0-7.5,5119,30571,21971,5382,27353
37,535,OTHERS,5.0-7.5,5856,35164,9399,19387,28786
36,537,OTHERS,5.0-7.5,4452,26811,4800,8158,12959
37,538,OTHERS,5.0-7.5,12803,76975,23589,39322,62911
37,539,OTHERS,5.0-7.5,10088,60275,34736,18650,53386
37,540,OTHERS,5.0-7.5,5223,31330,18671,9375,28045
37,541,OTHERS,5.0-7.5,4043,24180,15781,11400,27181
36,542,OTHERS,5.0-7.5,1756,10395,10616,5484,16100
36,543,OTHERS,5.0-7.5,2491,14850,6102,8675,14776
36,544,OTHERS,5.0-7.5,1318,7800,4469,3885,8353
36,545,OTHERS,5.0-7.5,2629,15589,14129,6450,20579
36,546,OTHERS,5.0-7.5,4142,24754,34807,1417,36224
36,547,OTHERS,5.0-7.5,4955,29678,22968,16524,39491
36,548,OTHERS,5.0-7.5,5057,29709,24934,10387,35322
36,549,OTHERS,5.0-7.5,10562,63224,15474,34670,50145
36,550,OTHERS,5.0-7.5,5364,32207,24422,9475,33897
36,551,OTHERS,5.0-7.5,5102,30181,7184,20134,27318
36,552,OTHERS,5.0-7.5,18686,112269,26456,76350,102806
36,553,OTHERS,5.0-7.5,18870,112921,19343,78651,97994
36,554,OTHERS,5.0-7.5,4514,26965,9298,8855,18153
37,532,SCHEDULED TRIBES,5.0-7.5,2372,14197,300,10628,10928
37,533,SCHEDULED TRIBES,5.0-7.5,44,261,54,114,168
37,534,SCHEDULED TRIBES,5.0-7.5,74,432,177,36,212
37,535,SCHEDULED TRIBES,5.0-7.5,258,1531,108,995,1103
36,537,SCHEDULED TRIBES,5.0-7.5,196,1162,171,448,619
37,538,SCHEDULED TRIBES,5.0-7.5,647,3879,688,1972,2660
37,539,SCHEDULED TRIBES,5.0-7.5,561,3326,1379,1085,2464
37,540,SCHEDULED TRIBES,5.0-7.5,689,4153,2636,1105,3740
37,541,SCHEDULED TRIBES,5.0-7.5,1676,9964,2510,6278,8788
36,542,SCHEDULED TRIBES,5.0-7.5,119,699,134,335,468
36,543,SCHEDULED TRIBES,5.0-7.5,314,1877,379,1357,1736
36,544,SCHEDULED TRIBES,5.0-7.5,3638,21890,5775,11046,16820
36,545,SCHEDULED TRIBES,5.0-7.5,1885,11338,2198,2742,4939
36,546,SCHEDULED TRIBES,5.0-7.5,334,1992,1562,548,2109
36,547,SCHEDULED TRIBES,5.0-7.5,39,238,109,86,195
36,548,SCHEDULED TRIBES,5.0-7.5,73,426,92,108,200
36,549,SCHEDULED TRIBES,5.0-7.5,48,276,81,86,168
36,550,SCHEDULED TRIBES,5.0-7.5,28,166,157,7,165
36,551,SCHEDULED TRIBES,5.0-7.5,22,128,48,51,99
36,552,SCHEDULED TRIBES,5.0-7.5,192,1135,131,780,911
36,553,SCHEDULED TRIBES,5.0-7.5,302,1780,270,1139,1409
36,554,SCHEDULED TRIBES,5.0-7.5,29,166,41,78,119
37,532,ALL SOCIAL GROUPS,5.0-7.5,9530,57118,4661,44451,49112
37,533,ALL SOCIAL GROUPS,5.0-7.5,2515,14984,11570,7074,18644
37,534,ALL SOCIAL GROUPS,5.0-7.5,5397,32207,22810,5682,28492
37,535,ALL SOCIAL GROUPS,5.0-7.5,6365,38185,9846,21174,31019
36,537,ALL SOCIAL GROUPS,5.0-7.5,4913,29558,5201,9240,14441
37,538,ALL SOCIAL GROUPS,5.0-7.5,14101,84707,25083,43303,68385
37,539,ALL SOCIAL GROUPS,5.0-7.5,10915,65198,36736,20085,56820
37,540,ALL SOCIAL GROUPS,5.0-7.5,6252,37520,22265,11282,33547
37,541,ALL SOCIAL GROUPS,5.0-7.5,5881,35101,18806,17955,36761
36,542,ALL SOCIAL GROUPS,5.0-7.5,1918,11354,10905,5905,16810
36,543,ALL SOCIAL GROUPS,5.0-7.5,2858,17046,6567,10151,16718
36,544,ALL SOCIAL GROUPS,5.0-7.5,5006,29978,10331,15016,25348
36,545,ALL SOCIAL GROUPS,5.0-7.5,4600,27449,16660,9303,25962
36,546,ALL SOCIAL GROUPS,5.0-7.5,4664,27852,37530,2033,39563
36,547,ALL SOCIAL GROUPS,5.0-7.5,5102,30569,23394,16927,40320
36,548,ALL SOCIAL GROUPS,5.0-7.5,5327,31322,25707,10830,36537
36,549,ALL SOCIAL GROUPS,5.0-7.5,10827,64768,15774,35251,51026
36,550,ALL SOCIAL GROUPS,5.0-7.5,5562,33390,25219,9712,34931
36,551,ALL SOCIAL GROUPS,5.0-7.5,5187,30674,7269,20371,27639
36,552,ALL SOCIAL GROUPS,5.0-7.5,19789,118732,27813,80096,107909
36,553,ALL SOCIAL GROUPS,5.0-7.5,19727,117990,19856,82078,101934
36,554,ALL SOCIAL GROUPS,5.0-7.5,4647,27759,9592,9147,18739
37,532,INSTITUTIONAL,4.0-5.0,2,9,0,5,5
37,533,INSTITUTIONAL,4.0-5.0,2,8,2,0,2
37,534,INSTITUTIONAL,4.0-5.0,3,14,5,2,7
37,535,INSTITUTIONAL,4.0-5.0,10,44,6,11,18
36,537,INSTITUTIONAL,4.0-5.0,15,67,25,6,31
37,538,INSTITUTIONAL,4.0-5.0,0,0,0,0,0
37,539,INSTITUTIONAL,4.0-5.0,4,17,18,0,18
37,540,INSTITUTIONAL,4.0-5.0,0,0,0,0,0
37,541,INSTITUTIONAL,4.0-5.0,7,32,23,5,28
36,542,INSTITUTIONAL,4.0-5.0,37,165,115,22,137
36,543,INSTITUTIONAL,4.0-5.0,7,32,4,15,19
36,544,INSTITUTIONAL,4.0-5.0,17,75,42,4,45
36,545,INSTITUTIONAL,4.0-5.0,37,163,138,18,156
36,546,INSTITUTIONAL,4.0-5.0,53,237,219,14,233
36,547,INSTITUTIONAL,4.0-5.0,0,0,0,0,0
36,548,INSTITUTIONAL,4.0-5.0,81,364,197,144,341
36,549,INSTITUTIONAL,4.0-5.0,12,54,4,31,36
36,550,INSTITUTIONAL,4.0-5.0,26,113,148,2,150
36,551,INSTITUTIONAL,4.0-5.0,1,4,2,0,2
36,552,INSTITUTIONAL,4.0-5.0,6,26,4,9,13
36,553,INSTITUTIONAL,4.0-5.0,59,269,13,213,226
36,554,INSTITUTIONAL,4.0-5.0,1,5,2,0,2
37,532,SCHEDULED CASTE,4.0-5.0,1093,4811,164,4086,4250
37,533,SCHEDULED CASTE,4.0-5.0,130,573,287,373,660
37,534,SCHEDULED CASTE,4.0-5.0,306,1344,842,274,1115
37,535,SCHEDULED CASTE,4.0-5.0,318,1403,353,838,1191
36,537,SCHEDULED CASTE,4.0-5.0,345,1527,241,701,942
37,538,SCHEDULED CASTE,4.0-5.0,1162,5158,1220,3035,4255
37,539,SCHEDULED CASTE,4.0-5.0,393,1739,696,584,1280
37,540,SCHEDULED CASTE,4.0-5.0,575,2554,1186,1015,2201
37,541,SCHEDULED CASTE,4.0-5.0,259,1133,336,579,915
36,542,SCHEDULED CASTE,4.0-5.0,17,75,41,9,50
36,543,SCHEDULED CASTE,4.0-5.0,73,320,122,55,177
36,544,SCHEDULED CASTE,4.0-5.0,36,159,43,57,101
36,545,SCHEDULED CASTE,4.0-5.0,101,450,158,204,362
36,546,SCHEDULED CASTE,4.0-5.0,100,443,304,20,324
36,547,SCHEDULED CASTE,4.0-5.0,180,796,416,188,603
36,548,SCHEDULED CASTE,4.0-5.0,220,967,527,123,649
36,549,SCHEDULED CASTE,4.0-5.0,338,1481,243,653,896
36,550,SCHEDULED CASTE,4.0-5.0,229,999,758,172,930
36,551,SCHEDULED CASTE,4.0-5.0,74,328,40,156,196
36,552,SCHEDULED CASTE,4.0-5.0,1135,5063,1265,2998,4263
36,553,SCHEDULED CASTE,4.0-5.0,585,2598,208,1761,1969
36,554,SCHEDULED CASTE,4.0-5.0,131,578,140,221,362
37,532,OTHERS,4.0-5.0,6692,29659,3787,23787,27574
37,533,OTHERS,4.0-5.0,2968,13100,10004,7020,17023
37,534,OTHERS,4.0-5.0,6545,29009,23808,4609,28418
37,535,OTHERS,4.0-5.0,6313,27952,9352,15076,24428
36,537,OTHERS,4.0-5.0,4732,20941,3796,6906,10702
37,538,OTHERS,4.0-5.0,14749,65567,21073,34218,55290
37,539,OTHERS,4.0-5.0,11525,51062,29828,17237,47065
37,540,OTHERS,4.0-5.0,6739,29915,17724,9682,27407
37,541,OTHERS,4.0-5.0,5118,22606,15541,10440,25980
36,542,OTHERS,4.0-5.0,2590,11459,13279,5513,18792
36,543,OTHERS,4.0-5.0,3260,14454,7418,7818,15237
36,544,OTHERS,4.0-5.0,1502,6615,4400,3200,7600
36,545,OTHERS,4.0-5.0,3504,15456,15987,6514,22501
36,546,OTHERS,4.0-5.0,4710,20810,31908,1597,33505
36,547,OTHERS,4.0-5.0,6321,27986,23506,15577,39083
36,548,OTHERS,4.0-5.0,7419,32906,29461,11483,40944
36,549,OTHERS,4.0-5.0,11581,51353,13184,29144,42329
36,550,OTHERS,4.0-5.0,5665,25101,23405,6174,29579
36,551,OTHERS,4.0-5.0,6462,28666,7593,20093,27686
36,552,OTHERS,4.0-5.0,18829,83777,18676,58516,77193
36,553,OTHERS,4.0-5.0,19378,85789,15251,61596,76846
36,554,OTHERS,4.0-5.0,5318,23533,8596,7870,16466
37,532,SCHEDULED TRIBES,4.0-5.0,3925,16969,275,13245,13520
37,533,SCHEDULED TRIBES,4.0-5.0,70,309,179,81,260
37,534,SCHEDULED TRIBES,4.0-5.0,140,618,339,98,437
37,535,SCHEDULED TRIBES,4.0-5.0,258,1152,172,781,953
36,537,SCHEDULED TRIBES,4.0-5.0,286,1265,271,544,815
37,538,SCHEDULED TRIBES,4.0-5.0,1055,4664,1015,2150,3165
37,539,SCHEDULED TRIBES,4.0-5.0,726,3214,1416,1158,2574
37,540,SCHEDULED TRIBES,4.0-5.0,1152,5130,4118,1708,5826
37,541,SCHEDULED TRIBES,4.0-5.0,2565,11207,2500,7417,9918
36,542,SCHEDULED TRIBES,4.0-5.0,170,752,195,295,490
36,543,SCHEDULED TRIBES,4.0-5.0,412,1806,566,1115,1682
36,544,SCHEDULED TRIBES,4.0-5.0,3508,15596,3343,9552,12894
36,545,SCHEDULED TRIBES,4.0-5.0,1851,8225,2143,2023,4165
36,546,SCHEDULED TRIBES,4.0-5.0,369,1641,1227,262,1489
36,547,SCHEDULED TRIBES,4.0-5.0,64,284,67,82,150
36,548,SCHEDULED TRIBES,4.0-5.0,159,704,309,258,567
36,549,SCHEDULED TRIBES,4.0-5.0,68,301,89,123,212
36,550,SCHEDULED TRIBES,4.0-5.0,56,247,100,69,168
36,551,SCHEDULED TRIBES,4.0-5.0,41,184,25,91,115
36,552,SCHEDULED TRIBES,4.0-5.0,289,1278,98,764,863
36,553,SCHEDULED TRIBES,4.0-5.0,317,1389,69,994,1064
36,554,SCHEDULED TRIBES,4.0-5.0,37,164,13,90,103
37,532,ALL SOCIAL GROUPS,4.0-5.0,11712,51449,4227,41123,45349
37,533,ALL SOCIAL GROUPS,4.0-5.0,3170,13990,10472,7473,17945
37,534,ALL SOCIAL GROUPS,4.0-5.0,6994,30985,24994,4983,29977
37,535,ALL SOCIAL GROUPS,4.0-5.0,6899,30551,9884,16705,26590
36,537,ALL SOCIAL GROUPS,4.0-5.0,5378,23800,4333,8156,12489
37,538,ALL SOCIAL GROUPS,4.0-5.0,16966,75389,23308,39403,62711
37,539,ALL SOCIAL GROUPS,4.0-5.0,12648,56031,31958,18979,50937
37,540,ALL SOCIAL GROUPS,4.0-5.0,8466,37599,23029,12405,35434
37,541,ALL SOCIAL GROUPS,4.0-5.0,7949,34978,18400,18441,36841
36,542,ALL SOCIAL GROUPS,4.0-5.0,2814,12451,13631,5839,19469
36,543,ALL SOCIAL GROUPS,4.0-5.0,3752,16613,8111,9004,17115
36,544,ALL SOCIAL GROUPS,4.0-5.0,5063,22446,7828,12812,20640
36,545,ALL SOCIAL GROUPS,4.0-5.0,5493,24295,18425,8760,27185
36,546,ALL SOCIAL GROUPS,4.0-5.0,5232,23131,33659,1893,35551
36,547,ALL SOCIAL GROUPS,4.0-5.0,6565,29066,23989,15847,39836
36,548,ALL SOCIAL GROUPS,4.0-5.0,7879,34941,30494,12008,42502
36,549,ALL SOCIAL GROUPS,4.0-5.0,11999,53189,13521,29952,43473
36,550,ALL SOCIAL GROUPS,4.0-5.0,5976,26460,24410,6417,30828
36,551,ALL SOCIAL GROUPS,4.0-5.0,6578,29182,7659,20340,27999
36,552,ALL SOCIAL GROUPS,4.0-5.0,20259,90144,20044,62287,82331
36,553,ALL SOCIAL GROUPS,4.0-5.0,20339,90044,15540,64564,80104
36,554,ALL SOCIAL GROUPS,4.0-5.0,5487,24280,8752,8181,16933
37,532,INSTITUTIONAL,10.0-20.0,4,52,0,26,26
37,533,INSTITUTIONAL,10.0-20.0,6,78,44,0,44
37,534,INSTITUTIONAL,10.0-20.0,2,24,12,0,12
37,535,INSTITUTIONAL,10.0-20.0,24,365,58,100,158
36,537,INSTITUTIONAL,10.0-20.0,29,390,91,46,138
37,538,INSTITUTIONAL,10.0-20.0,3,51,9,7,16
37,539,INSTITUTIONAL,10.0-20.0,13,200,57,45,102
37,540,INSTITUTIONAL,10.0-20.0,0,0,0,0,0
37,541,INSTITUTIONAL,10.0-20.0,16,211,69,57,126
36,542,INSTITUTIONAL,10.0-20.0,47,657,274,143,418
36,543,INSTITUTIONAL,10.0-20.0,20,283,76,93,169
36,544,INSTITUTIONAL,10.0-20.0,12,184,56,56,112
36,545,INSTITUTIONAL,10.0-20.0,43,603,385,58,444
36,546,INSTITUTIONAL,10.0-20.0,59,784,625,15,640
36,547,INSTITUTIONAL,10.0-20.0,3,39,5,16,21
36,548,INSTITUTIONAL,10.0-20.0,98,1332,468,414,882
36,549,INSTITUTIONAL,10.0-20.0,18,248,14,145,159
36,550,INSTITUTIONAL,10.0-20.0,70,1037,511,140,652
36,551,INSTITUTIONAL,10.0-20.0,1,18,0,16,16
36,552,INSTITUTIONAL,10.0-20.0,8,117,32,11,43
36,553,INSTITUTIONAL,10.0-20.0,75,1013,48,894,942
36,554,INSTITUTIONAL,10.0-20.0,11,150,15,58,73
37,532,SCHEDULED CASTE,10.0-20.0,149,1871,102,1226,1327
37,533,SCHEDULED CASTE,10.0-20.0,11,153,49,77,125
37,534,SCHEDULED CASTE,10.0-20.0,21,269,160,31,192
37,535,SCHEDULED CASTE,10.0-20.0,35,466,45,254,299
36,537,SCHEDULED CASTE,10.0-20.0,28,347,82,81,163
37,538,SCHEDULED CASTE,10.0-20.0,96,1204,160,541,701
37,539,SCHEDULED CASTE,10.0-20.0,31,368,144,80,224
37,540,SCHEDULED CASTE,10.0-20.0,61,770,243,324,567
37,541,SCHEDULED CASTE,10.0-20.0,22,269,104,79,184
36,542,SCHEDULED CASTE,10.0-20.0,0,0,0,0,0
36,543,SCHEDULED CASTE,10.0-20.0,5,54,25,33,58
36,544,SCHEDULED CASTE,10.0-20.0,7,81,22,18,40
36,545,SCHEDULED CASTE,10.0-20.0,14,173,53,34,87
36,546,SCHEDULED CASTE,10.0-20.0,17,214,171,8,180
36,547,SCHEDULED CASTE,10.0-20.0,22,315,136,146,282
36,548,SCHEDULED CASTE,10.0-20.0,32,438,220,5,225
36,549,SCHEDULED CASTE,10.0-20.0,37,441,48,88,135
36,550,SCHEDULED CASTE,10.0-20.0,32,440,153,160,313
36,551,SCHEDULED CASTE,10.0-20.0,21,253,50,154,204
36,552,SCHEDULED CASTE,10.0-20.0,51,636,107,338,446
36,553,SCHEDULED CASTE,10.0-20.0,55,763,16,419,435
36,554,SCHEDULED CASTE,10.0-20.0,17,244,89,79,168
37,532,OTHERS,10.0-20.0,1284,16562,1701,11513,13214
37,533,OTHERS,10.0-20.0,364,4694,2786,1473,4260
37,534,OTHERS,10.0-20.0,900,11498,6204,1645,7850
37,535,OTHERS,10.0-20.0,1467,18877,3615,9545,13160
36,537,OTHERS,10.0-20.0,1138,14870,2157,3149,5306
37,538,OTHERS,10.0-20.0,3016,39558,9888,18582,28469
37,539,OTHERS,10.0-20.0,1924,24188,9368,6903,16272
37,540,OTHERS,10.0-20.0,1277,16713,5500,5431,10932
37,541,OTHERS,10.0-20.0,757,9672,4048,5010,9058
36,542,OTHERS,10.0-20.0,279,3516,1651,2262,3913
36,543,OTHERS,10.0-20.0,432,5615,1501,2835,4336
36,544,OTHERS,10.0-20.0,238,3069,1438,871,2309
36,545,OTHERS,10.0-20.0,404,5275,2879,1800,4679
36,546,OTHERS,10.0-20.0,636,7891,7347,787,8134
36,547,OTHERS,10.0-20.0,580,7290,3022,3906,6928
36,548,OTHERS,10.0-20.0,364,4635,2866,1231,4097
36,549,OTHERS,10.0-20.0,1846,23281,3407,11914,15321
36,550,OTHERS,10.0-20.0,1659,21300,7429,7304,14733
36,551,OTHERS,10.0-20.0,796,9816,1655,6153,7807
36,552,OTHERS,10.0-20.0,3776,47700,9359,32683,42042
36,553,OTHERS,10.0-20.0,3835,50212,8899,33943,42843
36,554,OTHERS,10.0-20.0,890,11490,3016,3671,6686
37,532,SCHEDULED TRIBES,10.0-20.0,343,4396,150,2702,2852
37,533,SCHEDULED TRIBES,10.0-20.0,6,79,28,15,42
37,534,SCHEDULED TRIBES,10.0-20.0,12,139,68,23,90
37,535,SCHEDULED TRIBES,10.0-20.0,43,556,37,409,445
36,537,SCHEDULED TRIBES,10.0-20.0,45,602,69,234,304
37,538,SCHEDULED TRIBES,10.0-20.0,86,1155,126,465,592
37,539,SCHEDULED TRIBES,10.0-20.0,39,478,178,127,305
37,540,SCHEDULED TRIBES,10.0-20.0,169,2241,1257,526,1783
37,541,SCHEDULED TRIBES,10.0-20.0,263,3407,514,1830,2344
36,542,SCHEDULED TRIBES,10.0-20.0,19,230,46,62,108
36,543,SCHEDULED TRIBES,10.0-20.0,47,590,200,342,542
36,544,SCHEDULED TRIBES,10.0-20.0,740,9468,1296,4634,5930
36,545,SCHEDULED TRIBES,10.0-20.0,425,5364,609,1021,1631
36,546,SCHEDULED TRIBES,10.0-20.0,58,724,737,165,902
36,547,SCHEDULED TRIBES,10.0-20.0,6,74,37,0,37
36,548,SCHEDULED TRIBES,10.0-20.0,7,88,44,0,44
36,549,SCHEDULED TRIBES,10.0-20.0,3,40,13,0,13
36,550,SCHEDULED TRIBES,10.0-20.0,6,79,34,0,35
36,551,SCHEDULED TRIBES,10.0-20.0,5,57,5,23,29
36,552,SCHEDULED TRIBES,10.0-20.0,18,209,26,107,133
36,553,SCHEDULED TRIBES,10.0-20.0,37,462,20,313,333
36,554,SCHEDULED TRIBES,10.0-20.0,3,33,6,19,25
37,532,ALL SOCIAL GROUPS,10.0-20.0,1780,22881,1953,15466,17419
37,533,ALL SOCIAL GROUPS,10.0-20.0,387,5004,2907,1565,4472
37,534,ALL SOCIAL GROUPS,10.0-20.0,935,11931,6444,1700,8144
37,535,ALL SOCIAL GROUPS,10.0-20.0,1569,20264,3754,10308,14062
36,537,ALL SOCIAL GROUPS,10.0-20.0,1240,16209,2399,3511,5910
37,538,ALL SOCIAL GROUPS,10.0-20.0,3201,41967,10183,19595,29778
37,539,ALL SOCIAL GROUPS,10.0-20.0,2007,25235,9747,7156,16903
37,540,ALL SOCIAL GROUPS,10.0-20.0,1507,19725,7001,6281,13282
37,541,ALL SOCIAL GROUPS,10.0-20.0,1058,13559,4735,6976,11712
36,542,ALL SOCIAL GROUPS,10.0-20.0,345,4403,1972,2467,4439
36,543,ALL SOCIAL GROUPS,10.0-20.0,504,6542,1801,3303,5104
36,544,ALL SOCIAL GROUPS,10.0-20.0,997,12802,2812,5579,8391
36,545,ALL SOCIAL GROUPS,10.0-20.0,886,11415,3927,2913,6839
36,546,ALL SOCIAL GROUPS,10.0-20.0,770,9612,8879,976,9855
36,547,ALL SOCIAL GROUPS,10.0-20.0,611,7718,3201,4068,7269
36,548,ALL SOCIAL GROUPS,10.0-20.0,501,6493,3598,1650,5249
36,549,ALL SOCIAL GROUPS,10.0-20.0,1904,24010,3482,12147,15629
36,550,ALL SOCIAL GROUPS,10.0-20.0,1767,22856,8127,7605,15732
36,551,ALL SOCIAL GROUPS,10.0-20.0,823,10144,1710,6346,8057
36,552,ALL SOCIAL GROUPS,10.0-20.0,3853,48661,9525,33139,42664
36,553,ALL SOCIAL GROUPS,10.0-20.0,4002,52450,8983,35569,44552
36,554,ALL SOCIAL GROUPS,10.0-20.0,921,11917,3126,3827,6953
37,532,INSTITUTIONAL,7.5-10.0,2,19,5,4,9
37,533,INSTITUTIONAL,7.5-10.0,2,18,10,5,15
37,534,INSTITUTIONAL,7.5-10.0,1,9,0,0,0
37,535,INSTITUTIONAL,7.5-10.0,10,84,11,23,34
36,537,INSTITUTIONAL,7.5-10.0,9,74,24,13,37
37,538,INSTITUTIONAL,7.5-10.0,0,0,0,0,0
37,539,INSTITUTIONAL,7.5-10.0,9,80,39,18,57
37,540,INSTITUTIONAL,7.5-10.0,0,0,0,0,0
37,541,INSTITUTIONAL,7.5-10.0,12,108,44,29,73
36,542,INSTITUTIONAL,7.5-10.0,37,313,153,120,273
36,543,INSTITUTIONAL,7.5-10.0,15,131,27,71,98
36,544,INSTITUTIONAL,7.5-10.0,10,87,26,35,61
36,545,INSTITUTIONAL,7.5-10.0,31,256,209,41,249
36,546,INSTITUTIONAL,7.5-10.0,37,324,261,4,265
36,547,INSTITUTIONAL,7.5-10.0,2,17,8,5,13
36,548,INSTITUTIONAL,7.5-10.0,79,690,287,237,523
36,549,INSTITUTIONAL,7.5-10.0,13,116,28,21,49
36,550,INSTITUTIONAL,7.5-10.0,30,263,128,22,149
36,551,INSTITUTIONAL,7.5-10.0,0,0,0,0,0
36,552,INSTITUTIONAL,7.5-10.0,6,53,25,12,37
36,553,INSTITUTIONAL,7.5-10.0,72,627,36,441,477
36,554,INSTITUTIONAL,7.5-10.0,3,29,0,11,11
37,532,SCHEDULED CASTE,7.5-10.0,231,1967,67,1460,1528
37,533,SCHEDULED CASTE,7.5-10.0,18,153,47,20,68
37,534,SCHEDULED CASTE,7.5-10.0,37,311,101,87,188
37,535,SCHEDULED CASTE,7.5-10.0,65,554,49,296,345
