state_code,district_code,social_group,size_class,holding_no,holding_ar,gca_irrigated,gca_unirrigated,gca_total
36,542,SCHEDULED CASTE,1.0-2.0,1542,2017,982,1098,2080
36,543,SCHEDULED CASTE,1.0-2.0,2076,2796,1009,1816,2825
36,544,SCHEDULED CASTE,1.0-2.0,1129,1543,745,754,1499
36,545,SCHEDULED CASTE,1.0-2.0,2743,3682,3419,1638,5056
36,546,SCHEDULED CASTE,1.0-2.0,4469,6090,7796,238,8034
36,547,SCHEDULED CASTE,1.0-2.0,4422,5951,4440,3337,7777
36,548,SCHEDULED CASTE,1.0-2.0,5376,7211,5357,3065,8422
36,549,SCHEDULED CASTE,1.0-2.0,15758,22123,5238,12835,18073
36,550,SCHEDULED CASTE,1.0-2.0,11591,15537,9940,3650,13590
36,551,SCHEDULED CASTE,1.0-2.0,7920,11068,4708,5181,9889
36,552,SCHEDULED CASTE,1.0-2.0,20608,28737,6857,21100,27957
36,553,SCHEDULED CASTE,1.0-2.0,22432,32555,3455,26646,30101
36,554,SCHEDULED CASTE,1.0-2.0,13019,17902,6223,6928,13151
37,532,OTHERS,1.0-2.0,90217,129447,19309,102095,121404
37,533,OTHERS,1.0-2.0,91437,128017,113177,62747,175924
37,534,OTHERS,1.0-2.0,126752,178297,152782,37387,190170
37,535,OTHERS,1.0-2.0,120377,168747,57298,87030,144328
36,537,OTHERS,1.0-2.0,67816,95571,18854,37320,56174
37,538,OTHERS,1.0-2.0,197502,282862,69066,181409,250474
37,539,OTHERS,1.0-2.0,155305,220963,106153,84456,190609
37,540,OTHERS,1.0-2.0,105740,148796,97940,40105,138045
37,541,OTHERS,1.0-2.0,62730,87930,53948,40231,94178
36,542,OTHERS,1.0-2.0,62857,86492,60808,49965,110773
36,543,OTHERS,1.0-2.0,57096,79057,41451,43905,85356
36,544,OTHERS,1.0-2.0,41078,55861,30094,26119,56214
36,545,OTHERS,1.0-2.0,72592,99582,109467,39154,148620
36,546,OTHERS,1.0-2.0,78380,108878,158969,5691,164660
36,547,OTHERS,1.0-2.0,91402,127884,106302,77948,184250
36,548,OTHERS,1.0-2.0,140692,195277,141452,89967,231420
36,549,OTHERS,1.0-2.0,151097,215873,57173,135682,192855
36,550,OTHERS,1.0-2.0,77841,109836,79751,26404,106156
36,551,OTHERS,1.0-2.0,113575,163190,58299,96153,154452
36,552,OTHERS,1.0-2.0,163417,233865,55687,173827,229514
36,553,OTHERS,1.0-2.0,209985,309988,44368,247041,291409
36,554,OTHERS,1.0-2.0,128363,181152,59058,72139,131196
37,532,SCHEDULED TRIBES,1.0-2.0,34794,49802,1971,42019,43989
37,533,SCHEDULED TRIBES,1.0-2.0,10578,14239,13001,6777,19779
37,534,SCHEDULED TRIBES,1.0-2.0,4278,5858,3750,2016,5766
37,535,SCHEDULED TRIBES,1.0-2.0,9878,13656,4091,8420,12512
36,537,SCHEDULED TRIBES,1.0-2.0,8025,11053,3170,5001,8171
37,538,SCHEDULED TRIBES,1.0-2.0,23940,33489,5990,23550,29540
37,539,SCHEDULED TRIBES,1.0-2.0,21197,29224,9934,13522,23456
37,540,SCHEDULED TRIBES,1.0-2.0,24633,33921,20692,11493,32185
37,541,SCHEDULED TRIBES,1.0-2.0,37471,52243,15862,34181,50044
36,542,SCHEDULED TRIBES,1.0-2.0,6389,8584,2538,4610,7148
36,543,SCHEDULED TRIBES,1.0-2.0,8020,11019,2020,8599,10619
36,544,SCHEDULED TRIBES,1.0-2.0,26679,37972,9449,25260,34709
36,545,SCHEDULED TRIBES,1.0-2.0,11213,16283,3971,5037,9008
36,546,SCHEDULED TRIBES,1.0-2.0,4306,6112,4324,1776,6100
36,547,SCHEDULED TRIBES,1.0-2.0,1874,2640,1059,1491,2550
36,548,SCHEDULED TRIBES,1.0-2.0,4635,6306,4079,2359,6438
36,549,SCHEDULED TRIBES,1.0-2.0,3211,4500,1596,2101,3697
36,550,SCHEDULED TRIBES,1.0-2.0,2678,3559,2460,767,3226
36,551,SCHEDULED TRIBES,1.0-2.0,1974,2727,710,1287,1996
36,552,SCHEDULED TRIBES,1.0-2.0,3671,5116,1157,3317,4475
36,553,SCHEDULED TRIBES,1.0-2.0,11031,16178,1439,13384,14823
36,554,SCHEDULED TRIBES,1.0-2.0,3044,4243,1185,1941,3126
37,532,ALL SOCIAL GROUPS,1.0-2.0,143934,205874,24546,164775,189321
37,533,ALL SOCIAL GROUPS,1.0-2.0,112836,156787,138163,77495,215658
37,534,ALL SOCIAL GROUPS,1.0-2.0,145008,203103,170862,44973,215835
37,535,ALL SOCIAL GROUPS,1.0-2.0,148880,207685,68436,110748,179184
36,537,ALL SOCIAL GROUPS,1.0-2.0,87956,123362,24262,50637,74899
37,538,ALL SOCIAL GROUPS,1.0-2.0,249386,355356,82704,232731,315435
37,539,ALL SOCIAL GROUPS,1.0-2.0,191508,270762,124283,106503,230786
37,540,ALL SOCIAL GROUPS,1.0-2.0,141881,198412,127945,56533,184478
37,541,ALL SOCIAL GROUPS,1.0-2.0,105973,148011,74184,78269,152453
36,542,ALL SOCIAL GROUPS,1.0-2.0,70894,97255,64455,55721,120176
36,543,ALL SOCIAL GROUPS,1.0-2.0,67198,92882,44486,54321,98807
36,544,ALL SOCIAL GROUPS,1.0-2.0,68929,95438,40326,52136,92462
36,545,ALL SOCIAL GROUPS,1.0-2.0,86674,119731,117061,45862,162924
36,546,ALL SOCIAL GROUPS,1.0-2.0,87299,121288,171321,7705,179026
36,547,ALL SOCIAL GROUPS,1.0-2.0,97699,136477,111801,82778,194578
36,548,ALL SOCIAL GROUPS,1.0-2.0,150845,209008,150973,95477,246451
36,549,ALL SOCIAL GROUPS,1.0-2.0,170081,242517,64008,150629,214636
36,550,ALL SOCIAL GROUPS,1.0-2.0,92262,129146,92286,30847,123132
36,551,ALL SOCIAL GROUPS,1.0-2.0,123474,176991,63719,102623,166342
36,552,ALL SOCIAL GROUPS,1.0-2.0,187698,267721,63704,198244,261948
36,553,ALL SOCIAL GROUPS,1.0-2.0,243528,358835,49271,287134,336405
36,554,ALL SOCIAL GROUPS,1.0-2.0,144431,203304,66466,81011,147476
37,532,INSTITUTIONAL,0.5-1.0,12,9,3,3,6
37,533,INSTITUTIONAL,0.5-1.0,5,3,0,0,1
37,534,INSTITUTIONAL,0.5-1.0,2,1,1,1,1
37,535,INSTITUTIONAL,0.5-1.0,25,18,3,8,11
36,537,INSTITUTIONAL,0.5-1.0,4,3,0,0,0
37,538,INSTITUTIONAL,0.5-1.0,1,1,0,0,0
37,539,INSTITUTIONAL,0.5-1.0,7,6,2,1,3
37,540,INSTITUTIONAL,0.5-1.0,1,1,0,0,0
37,541,INSTITUTIONAL,0.5-1.0,7,5,5,0,5
36,542,INSTITUTIONAL,0.5-1.0,44,32,15,3,18
36,543,INSTITUTIONAL,0.5-1.0,3,2,1,2,3
36,544,INSTITUTIONAL,0.5-1.0,21,15,8,2,10
36,545,INSTITUTIONAL,0.5-1.0,145,106,138,13,152
36,546,INSTITUTIONAL,0.5-1.0,96,69,70,0,70
36,547,INSTITUTIONAL,0.5-1.0,4,3,0,2,2
36,548,INSTITUTIONAL,0.5-1.0,11,8,6,5,11
36,549,INSTITUTIONAL,0.5-1.0,13,10,0,7,7
36,550,INSTITUTIONAL,0.5-1.0,104,77,64,3,66
36,551,INSTITUTIONAL,0.5-1.0,1,1,0,0,0
36,552,INSTITUTIONAL,0.5-1.0,3,2,1,2,2
36,553,INSTITUTIONAL,0.5-1.0,80,57,0,39,40
36,554,INSTITUTIONAL,0.5-1.0,2,2,0,0,0
37,532,SCHEDULED CASTE,0.5-1.0,20153,14918,2770,10843,13613
37,533,SCHEDULED CASTE,0.5-1.0,17068,12321,11187,5831,17018
37,534,SCHEDULED CASTE,0.5-1.0,24933,17882,14317,4870,19186
37,535,SCHEDULED CASTE,0.5-1.0,29765,21406,5407,12884,18290
36,537,SCHEDULED CASTE,0.5-1.0,15700,11485,1618,5227,6845
37,538,SCHEDULED CASTE,0.5-1.0,36601,26911,4562,19353,23915
37,539,SCHEDULED CASTE,0.5-1.0,22607,16367,7512,6047,13559
37,540,SCHEDULED CASTE,0.5-1.0,19501,14029,8478,4641,13118
37,541,SCHEDULED CASTE,0.5-1.0,10427,7394,4541,3508,8049
36,542,SCHEDULED CASTE,0.5-1.0,4918,3485,2031,2185,4215
36,543,SCHEDULED CASTE,0.5-1.0,4555,3232,1491,1974,3466
36,544,SCHEDULED CASTE,0.5-1.0,2486,1767,963,843,1806
36,545,SCHEDULED CASTE,0.5-1.0,7709,5298,5153,2606,7758
36,546,SCHEDULED CASTE,0.5-1.0,9241,6521,8398,377,8775
36,547,SCHEDULED CASTE,0.5-1.0,10098,7219,5320,4284,9604
36,548,SCHEDULED CASTE,0.5-1.0,11833,8364,6090,4080,10170
36,549,SCHEDULED CASTE,0.5-1.0,17155,12552,3297,7735,11033
36,550,SCHEDULED CASTE,0.5-1.0,21085,15125,11954,2507,14461
36,551,SCHEDULED CASTE,0.5-1.0,13934,9722,4146,3403,7549
36,552,SCHEDULED CASTE,0.5-1.0,24489,17972,5146,12266,17412
36,553,SCHEDULED CASTE,0.5-1.0,20868,15585,1950,12684,14634
36,554,SCHEDULED CASTE,0.5-1.0,24132,17015,5847,6168,12015
37,532,OTHERS,0.5-1.0,72023,53527,11719,38355,50074
37,533,OTHERS,0.5-1.0,100012,73369,65071,35196,100267
37,534,OTHERS,0.5-1.0,141990,103955,90200,22793,112993
37,535,OTHERS,0.5-1.0,135166,98632,30797,51643,82440
36,537,OTHERS,0.5-1.0,67843,49989,11063,17994,29057
37,538,OTHERS,0.5-1.0,182361,135716,29433,89028,118461
37,539,OTHERS,0.5-1.0,141523,104638,60520,34003,94523
37,540,OTHERS,0.5-1.0,114852,84366,59112,22175,81286
37,541,OTHERS,0.5-1.0,68872,50509,33053,21430,54483
36,542,OTHERS,0.5-1.0,103322,73699,54173,41948,96121
36,543,OTHERS,0.5-1.0,85621,61482,35446,34405,69851
36,544,OTHERS,0.5-1.0,78967,55448,32312,24297,56608
36,545,OTHERS,0.5-1.0,124563,89313,105745,33586,139331
36,546,OTHERS,0.5-1.0,115321,83353,127548,4026,131574
36,547,OTHERS,0.5-1.0,125883,92052,82753,55440,138193
36,548,OTHERS,0.5-1.0,192300,139401,104653,67781,172434
36,549,OTHERS,0.5-1.0,143493,105187,28410,70629,99039
36,550,OTHERS,0.5-1.0,83045,60790,52858,10075,62933
36,551,OTHERS,0.5-1.0,101477,73988,34668,32026,66694
36,552,OTHERS,0.5-1.0,131200,98126,30411,67146,97557
36,553,OTHERS,0.5-1.0,122632,92710,14020,72408,86428
36,554,OTHERS,0.5-1.0,147706,106925,35727,42461,78188
37,532,SCHEDULED TRIBES,0.5-1.0,22965,17300,1333,14315,15647
37,533,SCHEDULED TRIBES,0.5-1.0,13195,9767,9249,4297,13546
37,534,SCHEDULED TRIBES,0.5-1.0,5744,4193,2682,1304,3986
37,535,SCHEDULED TRIBES,0.5-1.0,10803,7950,2322,4507,6829
36,537,SCHEDULED TRIBES,0.5-1.0,9061,6712,1757,3006,4763
37,538,SCHEDULED TRIBES,0.5-1.0,25444,18841,3259,12997,16256
37,539,SCHEDULED TRIBES,0.5-1.0,24934,18315,8834,6355,15190
37,540,SCHEDULED TRIBES,0.5-1.0,29754,21999,14145,7939,22083
37,541,SCHEDULED TRIBES,0.5-1.0,41686,30697,11742,19016,30758
36,542,SCHEDULED TRIBES,0.5-1.0,10287,7526,2354,4331,6685
36,543,SCHEDULED TRIBES,0.5-1.0,10397,7579,1685,5718,7403
36,544,SCHEDULED TRIBES,0.5-1.0,24516,18132,7083,10145,17228
36,545,SCHEDULED TRIBES,0.5-1.0,8431,6303,2158,2309,4467
36,546,SCHEDULED TRIBES,0.5-1.0,4933,3626,2585,1088,3673
36,547,SCHEDULED TRIBES,0.5-1.0,3163,2316,1058,1196,2254
36,548,SCHEDULED TRIBES,0.5-1.0,6342,4639,2916,1878,4795
36,549,SCHEDULED TRIBES,0.5-1.0,3597,2622,952,1296,2248
36,550,SCHEDULED TRIBES,0.5-1.0,5970,4296,3423,959,4382
36,551,SCHEDULED TRIBES,0.5-1.0,3000,2097,620,799,1419
36,552,SCHEDULED TRIBES,0.5-1.0,3460,2576,806,1486,2293
36,553,SCHEDULED TRIBES,0.5-1.0,6801,5173,409,4435,4844
36,554,SCHEDULED TRIBES,0.5-1.0,4960,3521,1158,1348,2505
37,532,ALL SOCIAL GROUPS,0.5-1.0,115153,85754,15825,63515,79340
37,533,ALL SOCIAL GROUPS,0.5-1.0,130280,95460,85507,45325,130832
37,534,ALL SOCIAL GROUPS,0.5-1.0,172669,126030,107199,28968,136166
37,535,ALL SOCIAL GROUPS,0.5-1.0,175759,128007,38529,69042,107570
36,537,ALL SOCIAL GROUPS,0.5-1.0,92608,68189,14438,26228,40666
37,538,ALL SOCIAL GROUPS,0.5-1.0,244407,181468,37253,121378,158632
37,539,ALL SOCIAL GROUPS,0.5-1.0,189071,139326,76868,46406,123274
37,540,ALL SOCIAL GROUPS,0.5-1.0,164108,120394,81734,34754,116488
37,541,ALL SOCIAL GROUPS,0.5-1.0,120992,88605,49341,43954,93294
36,542,ALL SOCIAL GROUPS,0.5-1.0,118571,84742,58573,48466,107039
36,543,ALL SOCIAL GROUPS,0.5-1.0,100576,72296,38622,42100,80722
36,544,ALL SOCIAL GROUPS,0.5-1.0,105990,75362,40365,35288,75653
36,545,ALL SOCIAL GROUPS,0.5-1.0,140848,101019,113195,38514,151709
36,546,ALL SOCIAL GROUPS,0.5-1.0,129591,93569,138600,5491,144092
36,547,ALL SOCIAL GROUPS,0.5-1.0,139148,101590,89131,60921,150053
36,548,ALL SOCIAL GROUPS,0.5-1.0,210486,152412,113665,73744,187410
36,549,ALL SOCIAL GROUPS,0.5-1.0,164258,120371,32660,79666,112327
36,550,ALL SOCIAL GROUPS,0.5-1.0,110204,80288,68299,13543,81842
36,551,ALL SOCIAL GROUPS,0.5-1.0,118412,85808,39434,36229,75662
36,552,ALL SOCIAL GROUPS,0.5-1.0,159152,118677,36364,80900,117264
36,553,ALL SOCIAL GROUPS,0.5-1.0,150381,113525,16379,89567,105946
36,554,ALL SOCIAL GROUPS,0.5-1.0,176800,127463,42732,49976,92708
37,532,INSTITUTIONAL,3.0-4.0,3,10,0,5,5
37,533,INSTITUTIONAL,3.0-4.0,3,10,5,2,7
37,534,INSTITUTIONAL,3.0-4.0,0,0,0,0,0
37,535,INSTITUTIONAL,3.0-4.0,11,37,6,10,17
36,537,INSTITUTIONAL,3.0-4.0,15,51,15,3,18
37,538,INSTITUTIONAL,3.0-4.0,0,0,0,0,0
37,539,INSTITUTIONAL,3.0-4.0,10,34,3,15,18
37,540,INSTITUTIONAL,3.0-4.0,1,3,0,2,2
37,541,INSTITUTIONAL,3.0-4.0,17,60,28,13,40
36,542,INSTITUTIONAL,3.0-4.0,36,125,66,21,87
36,543,INSTITUTIONAL,3.0-4.0,8,26,12,10,21
36,544,INSTITUTIONAL,3.0-4.0,11,38,5,19,24
36,545,INSTITUTIONAL,3.0-4.0,48,166,181,17,198
36,546,INSTITUTIONAL,3.0-4.0,53,185,287,3,291
36,547,INSTITUTIONAL,3.0-4.0,1,4,0,4,4
36,548,INSTITUTIONAL,3.0-4.0,70,244,72,83,156
36,549,INSTITUTIONAL,3.0-4.0,12,40,0,25,25
36,550,INSTITUTIONAL,3.0-4.0,51,175,110,32,142
36,551,INSTITUTIONAL,3.0-4.0,1,3,0,2,2
36,552,INSTITUTIONAL,3.0-4.0,1,3,2,0,2
36,553,INSTITUTIONAL,3.0-4.0,67,230,12,159,171
36,554,INSTITUTIONAL,3.0-4.0,2,7,2,2,4
37,532,SCHEDULED CASTE,3.0-4.0,2165,7452,544,5832,6376
37,533,SCHEDULED CASTE,3.0-4.0,364,1231,853,749,1603
37,534,SCHEDULED CASTE,3.0-4.0,640,2183,1233,808,2042
37,535,SCHEDULED CASTE,3.0-4.0,772,2623,632,1587,2218
36,537,SCHEDULED CASTE,3.0-4.0,903,3069,393,1438,1831
37,538,SCHEDULED CASTE,3.0-4.0,1995,6818,1700,3999,5699
37,539,SCHEDULED CASTE,3.0-4.0,847,2895,1552,831,2383
37,540,SCHEDULED CASTE,3.0-4.0,762,2631,1502,1001,2503
37,541,SCHEDULED CASTE,3.0-4.0,374,1281,485,683,1168
36,542,SCHEDULED CASTE,3.0-4.0,31,104,58,37,95
36,543,SCHEDULED CASTE,3.0-4.0,130,456,207,131,338
36,544,SCHEDULED CASTE,3.0-4.0,51,172,37,86,123
36,545,SCHEDULED CASTE,3.0-4.0,188,644,289,244,533
36,546,SCHEDULED CASTE,3.0-4.0,258,884,823,13,836
36,547,SCHEDULED CASTE,3.0-4.0,277,955,497,460,957
36,548,SCHEDULED CASTE,3.0-4.0,369,1254,951,203,1154
36,549,SCHEDULED CASTE,3.0-4.0,949,3262,791,1631,2422
36,550,SCHEDULED CASTE,3.0-4.0,468,1608,1429,322,1750
36,551,SCHEDULED CASTE,3.0-4.0,227,760,186,342,528
36,552,SCHEDULED CASTE,3.0-4.0,1843,6295,1093,4814,5908
36,553,SCHEDULED CASTE,3.0-4.0,1417,4809,607,3305,3912
36,554,SCHEDULED CASTE,3.0-4.0,405,1371,418,549,967
37,532,OTHERS,3.0-4.0,12509,43031,5872,34363,40235
37,533,OTHERS,3.0-4.0,7170,24558,20110,12695,32805
37,534,OTHERS,3.0-4.0,12715,43588,36905,9604,46509
37,535,OTHERS,3.0-4.0,12057,41421,14731,21538,36269
36,537,OTHERS,3.0-4.0,9231,31738,5533,10863,16396
37,538,OTHERS,3.0-4.0,26664,91602,28842,50220,79062
37,539,OTHERS,3.0-4.0,22037,75742,44761,25680,70442
37,540,OTHERS,3.0-4.0,11805,40557,28886,12416,41302
37,541,OTHERS,3.0-4.0,8518,29324,22725,13139,35864
36,542,OTHERS,3.0-4.0,4915,16889,18112,9503,27615
36,543,OTHERS,3.0-4.0,6486,22505,10519,12542,23061
36,544,OTHERS,3.0-4.0,3103,10550,6558,5569,12127
36,545,OTHERS,3.0-4.0,7225,24781,27584,10229,37814
36,546,OTHERS,3.0-4.0,9541,32896,52450,2282,54732
36,547,OTHERS,3.0-4.0,12420,42669,39210,23526,62736
36,548,OTHERS,3.0-4.0,14884,51040,45170,19859,65029
36,549,OTHERS,3.0-4.0,24242,83503,23552,50573,74126
36,550,OTHERS,3.0-4.0,10359,35599,35177,8827,44004
36,551,OTHERS,3.0-4.0,14352,49117,13470,34014,47484
36,552,OTHERS,3.0-4.0,30626,105521,23600,77897,101497
36,553,OTHERS,3.0-4.0,35876,123279,20554,91789,112343
36,554,OTHERS,3.0-4.0,11844,40634,14521,14205,28725
37,532,SCHEDULED TRIBES,3.0-4.0,6496,22278,703,17229,17932
37,533,SCHEDULED TRIBES,3.0-4.0,250,842,515,477,992
37,534,SCHEDULED TRIBES,3.0-4.0,230,800,454,163,617
37,535,SCHEDULED TRIBES,3.0-4.0,667,2285,570,1536,2106
36,537,SCHEDULED TRIBES,3.0-4.0,659,2256,540,858,1398
37,538,SCHEDULED TRIBES,3.0-4.0,2007,6866,1694,3626,5319
37,539,SCHEDULED TRIBES,3.0-4.0,1638,5605,2390,2331,4721
37,540,SCHEDULED TRIBES,3.0-4.0,1790,6140,4499,2167,6666
37,541,SCHEDULED TRIBES,3.0-4.0,4913,16844,5224,10739,15962
36,542,SCHEDULED TRIBES,3.0-4.0,344,1169,323,590,913
36,543,SCHEDULED TRIBES,3.0-4.0,907,3106,668,2300,2968
36,544,SCHEDULED TRIBES,3.0-4.0,6314,21787,4555,13996,18551
36,545,SCHEDULED TRIBES,3.0-4.0,2999,10349,2987,2470,5457
36,546,SCHEDULED TRIBES,3.0-4.0,654,2250,1583,549,2132
36,547,SCHEDULED TRIBES,3.0-4.0,150,514,155,276,431
36,548,SCHEDULED TRIBES,3.0-4.0,313,1071,674,212,887
36,549,SCHEDULED TRIBES,3.0-4.0,209,716,243,246,489
36,550,SCHEDULED TRIBES,3.0-4.0,118,404,329,30,359
36,551,SCHEDULED TRIBES,3.0-4.0,87,296,38,138,176
36,552,SCHEDULED TRIBES,3.0-4.0,456,1558,115,1225,1340
36,553,SCHEDULED TRIBES,3.0-4.0,885,3034,655,2181,2836
36,554,SCHEDULED TRIBES,3.0-4.0,125,425,60,229,289
37,532,ALL SOCIAL GROUPS,3.0-4.0,21173,72771,7119,57429,64548
37,533,ALL SOCIAL GROUPS,3.0-4.0,7787,26641,21484,13923,35406
37,534,ALL SOCIAL GROUPS,3.0-4.0,13585,46571,38593,10575,49168
37,535,ALL SOCIAL GROUPS,3.0-4.0,13507,46366,15939,24671,40610
36,537,ALL SOCIAL GROUPS,3.0-4.0,10808,37114,6481,13161,19642
37,538,ALL SOCIAL GROUPS,3.0-4.0,30666,105287,32236,57844,90081
37,539,ALL SOCIAL GROUPS,3.0-4.0,24532,84276,48707,28857,77564
37,540,ALL SOCIAL GROUPS,3.0-4.0,14358,49332,34887,15586,50473
37,541,ALL SOCIAL GROUPS,3.0-4.0,13822,47509,28462,24573,53035
36,542,ALL SOCIAL GROUPS,3.0-4.0,5326,18288,18559,10151,28710
36,543,ALL SOCIAL GROUPS,3.0-4.0,7531,26094,11406,14983,26389
36,544,ALL SOCIAL GROUPS,3.0-4.0,9479,32548,11155,19670,30825
36,545,ALL SOCIAL GROUPS,3.0-4.0,10460,35939,31041,12961,44002
36,546,ALL SOCIAL GROUPS,3.0-4.0,10506,36215,55143,2847,57990
36,547,ALL SOCIAL GROUPS,3.0-4.0,12848,44141,39862,24266,64128
36,548,ALL SOCIAL GROUPS,3.0-4.0,15636,53609,46868,20358,67226
36,549,ALL SOCIAL GROUPS,3.0-4.0,25412,87521,24586,52475,77061
36,550,ALL SOCIAL GROUPS,3.0-4.0,10996,37786,37044,9210,46254
36,551,ALL SOCIAL GROUPS,3.0-4.0,14667,50176,13694,34496,48189
36,552,ALL SOCIAL GROUPS,3.0-4.0,32926,113377,24810,83937,108747
36,553,ALL SOCIAL GROUPS,3.0-4.0,38245,131352,21828,97433,119261
36,554,ALL SOCIAL GROUPS,3.0-4.0,12376,42437,15001,14984,29984
37,532,INSTITUTIONAL,2.0-3.0,6,15,1,6,7
37,533,INSTITUTIONAL,2.0-3.0,10,24,10,2,12
37,534,INSTITUTIONAL,2.0-3.0,4,10,6,0,7
37,535,INSTITUTIONAL,2.0-3.0,21,47,17,11,28
36,537,INSTITUTIONAL,2.0-3.0,37,94,12,18,30
37,538,INSTITUTIONAL,2.0-3.0,2,5,0,2,2
37,539,INSTITUTIONAL,2.0-3.0,11,27,5,8,12
37,540,INSTITUTIONAL,2.0-3.0,0,0,0,0,0
37,541,INSTITUTIONAL,2.0-3.0,36,91,38,21,58
36,542,INSTITUTIONAL,2.0-3.0,84,204,180,45,225
36,543,INSTITUTIONAL,2.0-3.0,12,28,16,6,22
36,544,INSTITUTIONAL,2.0-3.0,20,48,21,3,24
36,545,INSTITUTIONAL,2.0-3.0,71,173,158,34,192
36,546,INSTITUTIONAL,2.0-3.0,88,219,325,0,325
36,547,INSTITUTIONAL,2.0-3.0,1,2,0,1,1
36,548,INSTITUTIONAL,2.0-3.0,92,225,86,45,131
36,549,INSTITUTIONAL,2.0-3.0,21,51,1,37,39
36,550,INSTITUTIONAL,2.0-3.0,72,183,158,18,176
36,551,INSTITUTIONAL,2.0-3.0,2,5,1,0,1
36,552,INSTITUTIONAL,2.0-3.0,4,10,2,2,4
36,553,INSTITUTIONAL,2.0-3.0,66,167,5,108,113
36,554,INSTITUTIONAL,2.0-3.0,3,7,0,3,3
37,532,SCHEDULED CASTE,2.0-3.0,8827,19880,1477,16583,18060
37,533,SCHEDULED CASTE,2.0-3.0,1728,3990,2906,2500,5406
37,534,SCHEDULED CASTE,2.0-3.0,2567,5999,4677,1879,6556
37,535,SCHEDULED CASTE,2.0-3.0,3507,8189,2737,4900,7637
36,537,SCHEDULED CASTE,2.0-3.0,3198,7475,946,3891,4837
37,538,SCHEDULED CASTE,2.0-3.0,7998,18846,4805,11960,16765
37,539,SCHEDULED CASTE,2.0-3.0,3313,7819,3777,3094,6871
37,540,SCHEDULED CASTE,2.0-3.0,2713,6466,4388,2182,6570
37,541,SCHEDULED CASTE,2.0-3.0,1607,3701,2044,1765,3809
36,542,SCHEDULED CASTE,2.0-3.0,148,350,218,187,405
36,543,SCHEDULED CASTE,2.0-3.0,426,988,482,413,895
36,544,SCHEDULED CASTE,2.0-3.0,216,486,255,218,473
36,545,SCHEDULED CASTE,2.0-3.0,568,1359,1016,578,1593
36,546,SCHEDULED CASTE,2.0-3.0,975,2267,2824,49,2873
36,547,SCHEDULED CASTE,2.0-3.0,956,2269,1677,1225,2902
36,548,SCHEDULED CASTE,2.0-3.0,1120,2658,2019,609,2629
36,549,SCHEDULED CASTE,2.0-3.0,5007,11233,3203,5516,8719
36,550,SCHEDULED CASTE,2.0-3.0,2190,4996,4669,1297,5966
36,551,SCHEDULED CASTE,2.0-3.0,2036,4499,1615,1698,3313
36,552,SCHEDULED CASTE,2.0-3.0,6147,14372,2590,10709,13299
36,553,SCHEDULED CASTE,2.0-3.0,10414,23206,1889,19343,21232
36,554,SCHEDULED CASTE,2.0-3.0,2485,5646,1843,2242,4085
37,532,OTHERS,2.0-3.0,39249,90886,13011,73727,86737
37,533,OTHERS,2.0-3.0,23255,54826,47922,26969,74890
37,534,OTHERS,2.0-3.0,38276,91220,81556,21542,103098
37,535,OTHERS,2.0-3.0,33905,80468,31720,42406,74127
36,537,OTHERS,2.0-3.0,24844,58940,11182,21984,33166
37,538,OTHERS,2.0-3.0,77598,185319,55278,105848,161126
37,539,OTHERS,2.0-3.0,57527,137211,85580,49517,135097
37,540,OTHERS,2.0-3.0,34115,81362,62084,23013,85098
37,541,OTHERS,2.0-3.0,23470,55827,40869,26758,67627
36,542,OTHERS,2.0-3.0,14935,35750,39328,20403,59731
36,543,OTHERS,2.0-3.0,15783,37896,19929,20966,40895
36,544,OTHERS,2.0-3.0,9680,22607,15981,11591,27571
36,545,OTHERS,2.0-3.0,19685,46786,55584,18375,73960
36,546,OTHERS,2.0-3.0,24435,58214,97069,3318,100387
36,547,OTHERS,2.0-3.0,29567,71025,63952,42474,106426
36,548,OTHERS,2.0-3.0,40157,96105,89720,39749,129469
36,549,OTHERS,2.0-3.0,62026,146621,48478,85616,134093
36,550,OTHERS,2.0-3.0,26589,62871,64930,16200,81130
36,551,OTHERS,2.0-3.0,45056,106058,30701,69617,100319
36,552,OTHERS,2.0-3.0,72022,172226,39283,128952,168235
36,553,OTHERS,2.0-3.0,120864,280184,35088,224162,259251
36,554,OTHERS,2.0-3.0,39371,92660,31200,35445,66645
37,532,SCHEDULED TRIBES,2.0-3.0,21510,49174,1299,40988,42287
37,533,SCHEDULED TRIBES,2.0-3.0,1741,3935,3074,2133,5207
37,534,SCHEDULED TRIBES,2.0-3.0,958,2225,1278,744,2022
37,535,SCHEDULED TRIBES,2.0-3.0,2399,5555,1610,3493,5104
36,537,SCHEDULED TRIBES,2.0-3.0,2635,6075,1394,2507,3901
37,538,SCHEDULED TRIBES,2.0-3.0,7937,18626,4454,11087,15541
37,539,SCHEDULED TRIBES,2.0-3.0,5981,14088,6449,5941,12389
37,540,SCHEDULED TRIBES,2.0-3.0,6202,14709,12005,5008,17012
37,541,SCHEDULED TRIBES,2.0-3.0,15500,36143,10709,23967,34676
36,542,SCHEDULED TRIBES,2.0-3.0,1358,3164,811,1935,2746
36,543,SCHEDULED TRIBES,2.0-3.0,2401,5686,1044,4512,5556
36,544,SCHEDULED TRIBES,2.0-3.0,12921,31203,8773,19064,27837
36,545,SCHEDULED TRIBES,2.0-3.0,6323,15032,5870,3992,9862
