state_code,district_code,social_group_code,class_category_code,crop_code,crop_noh,irrigated_area,unirrigated_area,total_area
28.0,532.0,1.0,3.0,688.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,701.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,702.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,703.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,708.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,713.0,16.0,2.59,18.28,20.87
28.0,532.0,1.0,3.0,716.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,717.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,718.0,3.0,0.0,0.37,0.37
28.0,532.0,1.0,3.0,720.0,4.0,0.0,0.21,0.21
28.0,532.0,1.0,3.0,721.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,723.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,728.0,8.0,0.0,0.85,0.85
28.0,532.0,1.0,3.0,730.0,5.0,0.0,0.48,0.48
28.0,532.0,1.0,3.0,788.0,9.0,0.0,16.8,16.8
28.0,532.0,1.0,3.0,1001.0,9.0,3.92,10.31,14.23
28.0,532.0,1.0,3.0,1002.0,5.0,0.0,0.87,0.87
28.0,532.0,1.0,3.0,1003.0,283.0,0.0,237.91,237.91
28.0,532.0,1.0,3.0,1004.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,1005.0,16.0,0.0,26.89,26.89
28.0,532.0,1.0,3.0,1006.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,1007.0,13.0,3.52,9.49,13.01
28.0,532.0,1.0,3.0,1008.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,1009.0,1601.0,0.0,2502.0,2502.0
28.0,532.0,1.0,3.0,1010.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,1011.0,0.0,0.0,0.0,0.0
28.0,532.0,1.0,3.0,1088.0,0.0,0.0,0.0,0.0
