"state_code","district_code","social_group","size_class","holding_no","holding_ar","sown_ar","current_fallows_ar","cultivated_ar","uncultivated.land_excluding_fallow","fallow_excluding_current.fallow","culturable_waste_land","uncultivated_land","land_not_for_cultivation"
37,538,99,21,249386,355356,300765,54116,354881,1,324,1,327,148
37,539,99,21,191508,270762,190283,69905,260189,1632,3418,758,5808,4765
37,540,99,21,141881,198412,172108,24500,196608,121,982,100,1203,601
37,541,99,21,105973,148011,137375,8642,146018,7,1405,0,1413,580
36,542,99,21,70894,97255,91085,6169,97255,0,0,0,0,0
36,543,99,21,67198,92882,85599,6808,92407,161,17,87,266,209
36,544,99,21,68929,95438,90341,3991,94333,83,600,43,726,380
36,545,99,21,86674,119731,109261,8519,117780,284,819,3,1107,844
36,546,99,21,87299,121288,118383,2289,120672,30,2,5,37,579
36,547,99,21,97699,136477,134377,1914,136291,1,12,0,12,173
36,548,99,21,150845,209008,196420,12525,208945,0,38,2,40,23
36,549,99,21,170081,242517,205846,18914,224760,98,9409,1701,11208,6549
36,550,99,21,92262,129146,107790,15575,123365,770,1319,1517,3607,2175
36,551,99,21,123474,176991,130082,38727,168809,272,3400,521,4192,3990
36,552,99,21,187698,267721,248424,18796,267220,53,259,15,326,175
36,553,99,21,243528,358835,327978,30159,358137,2,330,55,387,311
36,554,99,21,144431,203304,136924,53932,190856,656,6582,494,7732,4716
37,532,4,12,12,9,6,4,9,0,0,0,0,0
37,533,4,12,5,3,1,3,3,0,0,0,0,0
37,534,4,12,2,1,1,0,1,0,0,0,0,0
37,535,4,12,25,18,11,8,18,0,0,0,0,0
36,537,4,12,4,3,0,2,3,0,0,0,0,0
37,538,4,12,1,1,0,0,1,0,0,0,0,0
37,539,4,12,7,6,3,3,6,0,0,0,0,0
37,540,4,12,1,1,0,0,1,0,0,0,0,0
37,541,4,12,7,5,4,1,5,0,0,0,0,0
36,542,4,12,44,32,18,14,32,0,0,0,0,0
36,543,4,12,3,2,2,0,2,0,0,0,0,0
36,544,4,12,21,15,10,4,15,0,0,0,0,0
36,545,4,12,145,106,83,22,106,0,0,0,0,0
36,546,4,12,96,69,52,17,69,0,0,0,0,0
36,547,4,12,4,3,2,2,3,0,0,0,0,0
36,548,4,12,11,8,8,0,8,0,0,0,0,0
36,549,4,12,13,10,7,3,10,0,0,0,0,0
36,550,4,12,104,77,58,18,76,0,1,0,1,0
36,551,4,12,1,1,0,1,1,0,0,0,0,0
36,552,4,12,3,2,2,0,2,0,0,0,0,0
36,553,4,12,80,57,40,18,57,0,0,0,0,0
36,554,4,12,2,2,0,1,2,0,0,0,0,0
37,532,1,12,20153,14918,13397,1513,14910,0,0,3,3,5
37,533,1,12,17068,12321,10844,1346,12190,1,24,0,25,106
37,534,1,12,24933,17882,16783,1094,17877,0,4,0,4,1
37,535,1,12,29765,21406,16531,3687,20218,27,987,6,1020,168
36,537,1,12,15700,11485,6323,4539,10862,40,275,24,338,285
37,538,1,12,36601,26911,23027,3879,26906,0,5,0,5,0
37,539,1,12,22607,16367,11156,4858,16014,33,175,24,232,120
37,540,1,12,19501,14029,12165,1758,13923,4,78,6,89,17
37,541,1,12,10427,7394,6901,452,7354,0,41,0,41,0
36,542,1,12,4918,3485,3202,283,3485,0,0,0,0,0
36,543,1,12,4555,3232,3080,150,3230,0,0,0,0,1
36,544,1,12,2486,1767,1729,31,1760,0,4,0,4,2
36,545,1,12,7709,5298,5129,70,5199,29,4,0,33,66
36,546,1,12,9241,6521,6406,95,6501,6,1,0,6,14
36,547,1,12,10098,7219,7008,205,7214,0,3,0,3,2
36,548,1,12,11833,8364,7977,387,8364,0,0,0,0,0
36,549,1,12,17155,12552,10725,1254,11979,0,396,66,462,112
36,550,1,12,21085,15125,12755,1725,14479,56,202,122,380,265
36,551,1,12,13934,9722,6087,3266,9353,24,115,19,158,210
36,552,1,12,24489,17972,16640,1304,17943,1,27,0,28,1
36,553,1,12,20868,15585,14277,1297,15574,0,7,0,7,3
36,554,1,12,24132,17015,11133,5143,16276,22,581,10,613,126
37,532,3,12,72023,53527,49229,4254,53483,2,1,23,26,18
37,533,3,12,100012,73369,64376,7980,72356,5,188,1,194,819
37,534,3,12,141990,103955,97253,6602,103855,7,38,0,45,55
37,535,3,12,135166,98632,75374,17973,93347,180,2761,34,2975,2311
36,537,3,12,67843,49989,26079,21501,47581,372,1032,235,1639,769
37,538,3,12,182361,135716,113513,22134,135647,3,40,0,43,26
37,539,3,12,141523,104638,74191,27469,101661,412,650,307,1370,1608
37,540,3,12,114852,84366,75393,8461,83854,31,239,51,321,191
37,541,3,12,68872,50509,47006,2966,49971,0,342,0,342,196
36,542,3,12,103322,73699,71236,2464,73699,0,0,0,0,0
36,543,3,12,85621,61482,57760,3501,61261,37,36,8,81,141
36,544,3,12,78967,55448,54564,606,55171,43,57,18,118,160
36,545,3,12,124563,89313,87945,767,88713,206,28,2,235,365
36,546,3,12,115321,83353,82486,491,82976,6,10,1,17,360
36,547,3,12,125883,92052,91192,790,91982,0,4,0,4,67
36,548,3,12,192300,139401,132737,6652,139390,0,7,0,7,4
36,549,3,12,143493,105187,94797,7823,102620,27,882,521,1429,1138
36,550,3,12,83045,60790,53584,5151,58735,281,353,645,1280,775
36,551,3,12,101477,73988,53995,18014,72009,89,638,109,836,1143
36,552,3,12,131200,98126,91383,6611,97993,9,69,4,82,51
36,553,3,12,122632,92710,84182,8403,92585,0,62,6,67,58
36,554,3,12,147706,106925,72139,31139,103278,152,1725,141,2018,1629
37,532,2,12,22965,17300,15497,1795,17292,0,1,2,4,4
37,533,2,12,13195,9767,8825,889,9714,0,5,0,5,49
37,534,2,12,5744,4193,3736,455,4191,0,1,0,1,1
37,535,2,12,10803,7950,6272,1298,7571,22,271,0,293,86
36,537,2,12,9061,6712,4235,2274,6508,27,114,11,152,51
37,538,2,12,25444,18841,15700,3111,18811,0,24,0,24,6
37,539,2,12,24934,18315,12432,5329,17762,120,126,36,283,271
37,540,2,12,29754,21999,20738,1180,21918,0,57,4,61,20
37,541,2,12,41686,30697,27990,2389,30379,0,254,0,254,64
36,542,2,12,10287,7526,5870,1656,7526,0,0,0,0,0
36,543,2,12,10397,7579,7258,318,7576,1,1,1,2,1
36,544,2,12,24516,18132,16761,1238,17999,3,101,0,103,30
36,545,2,12,8431,6303,4135,2091,6226,0,60,0,60,16
36,546,2,12,4933,3626,3140,486,3626,0,0,0,0,0
36,547,2,12,3163,2316,2062,254,2316,0,0,0,0,0
36,548,2,12,6342,4639,4108,530,4638,0,0,0,0,0
36,549,2,12,3597,2622,2182,411,2593,0,12,6,18,12
36,550,2,12,5970,4296,3799,337,4136,30,42,31,104,57
36,551,2,12,3000,2097,1253,827,2080,0,7,2,9,8
36,552,2,12,3460,2576,2173,401,2574,0,2,0,2,0
36,553,2,12,6801,5173,4657,513,5171,0,0,0,0,2
36,554,2,12,4960,3521,2305,1070,3375,2,98,6,106,40
37,532,99,12,115153,85754,78128,7566,85694,3,2,28,33,28
37,533,99,12,130280,95460,84045,10217,94263,6,217,1,224,974
37,534,99,12,172669,126030,117774,8151,125924,7,42,0,49,57
37,535,99,12,175759,128007,98188,22966,121154,230,4019,40,4288,2565
36,537,99,12,92608,68189,36638,28316,64954,438,1422,270,2130,1105
37,538,99,12,244407,181468,152240,29124,181364,3,69,0,72,32
37,539,99,12,189071,139326,97782,37660,135442,566,952,368,1886,1998
37,540,99,12,164108,120394,108297,11399,119696,35,374,61,471,227
37,541,99,12,120992,88605,81902,5807,87709,0,637,0,637,259
36,542,99,12,118571,84742,80325,4417,84742,0,0,0,0,0
36,543,99,12,100576,72296,68100,3969,72069,38,37,9,84,143
36,544,99,12,105990,75362,73065,1880,74945,45,162,18,225,192
36,545,99,12,140848,101019,97293,2951,100243,235,92,2,329,447
36,546,99,12,129591,93569,92084,1088,93172,12,10,1,23,374
36,547,99,12,139148,101590,100264,1250,101515,0,6,0,6,69
36,548,99,12,210486,152412,144831,7569,152401,0,8,0,8,4
36,549,99,12,164258,120371,107711,9490,117201,27,1289,593,1909,1261
36,550,99,12,110204,80288,70196,7231,77427,368,598,798,1764,1097
36,551,99,12,118412,85808,61336,22108,83443,114,759,131,1004,1361
36,552,99,12,159152,118677,110197,8315,118512,10,98,4,112,52
36,553,99,12,150381,113525,103156,10231,113387,0,68,6,74,63
36,554,99,12,176800,127463,85577,37353,122930,177,2403,157,2737,1795
37,532,4,32,3,10,5,5,10,0,0,0,0,0
37,533,4,32,3,10,7,3,10,0,0,0,0,0
37,534,4,32,0,0,0,0,0,0,0,0,0,0
37,535,4,32,11,37,17,20,37,0,0,0,0,0
36,537,4,32,15,51,16,22,39,2,3,2,7,6
37,538,4,32,0,0,0,0,0,0,0,0,0,0
37,539,4,32,10,34,18,15,34,0,0,0,0,0
37,540,4,32,1,3,2,2,3,0,0,0,0,0
37,541,4,32,17,60,40,20,60,0,0,0,0,0
36,542,4,32,36,125,76,50,125,0,0,0,0,0
36,543,4,32,8,26,20,6,26,0,0,0,0,0
36,544,4,32,11,38,24,14,38,0,0,0,0,0
36,545,4,32,48,166,120,45,166,0,0,0,0,0
36,546,4,32,53,185,154,31,185,0,0,0,0,0
36,547,4,32,1,4,4,0,4,0,0,0,0,0
36,548,4,32,70,244,145,99,244,0,0,0,0,0
36,549,4,32,12,40,25,15,40,0,0,0,0,0
36,550,4,32,51,175,114,61,175,0,0,0,0,0
36,551,4,32,1,3,2,2,3,0,0,0,0,0
36,552,4,32,1,3,2,2,3,0,0,0,0,0
36,553,4,32,67,230,151,75,226,0,4,0,4,0
36,554,4,32,2,7,4,4,7,0,0,0,0,0
37,532,1,32,2165,7452,6245,1199,7443,0,3,2,5,4
37,533,1,32,364,1231,1012,177,1189,0,33,0,33,9
37,534,1,32,640,2183,1757,426,2183,0,0,0,0,0
37,535,1,32,772,2623,2028,445,2473,0,113,0,113,36
36,537,1,32,903,3069,1749,1068,2816,23,136,10,168,84
37,538,1,32,1995,6818,5485,1277,6762,0,48,0,48,9
37,539,1,32,847,2895,1769,999,2768,10,82,7,99,28
37,540,1,32,762,2631,2040,550,2590,0,32,3,35,6
37,541,1,32,374,1281,1040,211,1251,0,30,0,30,0
36,542,1,32,31,104,67,37,104,0,0,0,0,0
36,543,1,32,130,456,299,153,452,2,0,0,2,2
36,544,1,32,51,172,118,50,168,0,4,0,4,0
36,545,1,32,188,644,410,164,574,23,18,0,40,30
36,546,1,32,258,884,693,185,878,0,6,0,6,0
36,547,1,32,277,955,789,159,948,0,0,0,0,7
36,548,1,32,369,1254,950,305,1254,0,0,0,0,0
36,549,1,32,949,3262,2237,391,2629,0,556,21,577,56
36,550,1,32,468,1608,1121,366,1487,7,37,26,70,51
36,551,1,32,227,760,481,248,728,0,22,0,22,10
36,552,1,32,1843,6295,5743,513,6256,4,8,9,20,18
36,553,1,32,1417,4809,3816,942,4757,0,51,0,51,1
36,554,1,32,405,1371,869,383,1252,5,82,3,90,30
37,532,3,32,12509,43031,38930,4019,42949,3,5,43,51,31
37,533,3,32,7170,24558,21209,2889,24099,2,87,2,90,369
37,534,3,32,12715,43588,35353,7897,43251,37,139,15,190,147
37,535,3,32,12057,41421,31547,6679,38226,98,1481,68,1646,1550
36,537,3,32,9231,31738,15157,13937,29094,318,1182,216,1716,928
37,538,3,32,26664,91602,75112,15906,91018,6,369,0,374,210
37,539,3,32,22037,75742,50857,20174,71031,991,1542,324,2857,1855
37,540,3,32,11805,40557,32332,7475,39807,50,404,53,507,243
37,541,3,32,8518,29324,27572,1308,28880,0,283,0,283,161
36,542,3,32,4915,16889,16246,643,16889,0,0,0,0,0
36,543,3,32,6486,22505,18986,3161,22147,163,1,91,255,104
36,544,3,32,3103,10550,9919,473,10392,14,69,0,83,75
36,545,3,32,7225,24781,23978,416,24395,43,140,0,183,203
36,546,3,32,9541,32896,31691,987,32678,4,4,2,10,209
36,547,3,32,12420,42669,41955,675,42630,0,0,0,0,39
36,548,3,32,14884,51040,45850,5166,51016,0,15,0,15,9
36,549,3,32,24242,83503,66077,7392,73470,0,5675,498,6173,3860
36,550,3,32,10359,35599,27394,5167,32561,650,639,642,1931,1107
36,551,3,32,14352,49117,37791,8769,46560,42,1199,120,1361,1196
36,552,3,32,30626,105521,96354,8967,105320,19,87,19,125,76
36,553,3,32,35876,123279,109057,11164,120221,4,1868,38,1910,1148
36,554,3,32,11844,40634,26318,9922,36240,391,2176,260,2827,1567
37,532,2,32,6496,22278,17643,4600,22243,2,25,1,27,8
37,533,2,32,250,842,731,108,839,0,0,0,0,3
37,534,2,32,230,800,539,261,799,0,0,0,0,0
37,535,2,32,667,2285,1921,313,2235,1,38,0,39,11
36,537,2,32,659,2256,1275,853,2128,31,66,6,103,24
37,538,2,32,2007,6866,5077,1786,6863,0,2,0,2,1
37,539,2,32,1638,5605,3971,1197,5168,79,209,20,309,128
37,540,2,32,1790,6140,4952,1127,6079,0,44,1,46,15
37,541,2,32,4913,16844,14190,2325,16515,16,248,0,264,65
36,542,2,32,344,1169,777,392,1169,0,0,0,0,0
36,543,2,32,907,3106,2829,276,3105,0,0,0,0,1
36,544,2,32,6314,21787,18248,3351,21599,0,150,0,150,39
36,545,2,32,2999,10349,4101,4859,8960,12,1055,46,1114,275
36,546,2,32,654,2250,1830,420,2250,0,0,0,0,0
36,547,2,32,150,514,403,111,514,0,0,0,0,0
36,548,2,32,313,1071,822,249,1071,0,0,0,0,0
36,549,2,32,209,716,436,172,608,0,86,0,86,22
36,550,2,32,118,404,264,134,398,6,0,0,6,0
36,551,2,32,87,296,152,144,296,0,0,0,0,0
36,552,2,32,456,1558,1330,229,1558,0,0,0,0,0
36,553,2,32,885,3034,2515,498,3013,0,16,0,16,5
36,554,2,32,125,425,278,128,406,3,12,0,15,3
37,532,99,32,21173,72771,62823,9823,72646,5,32,46,83,42
37,533,99,32,7787,26641,22959,3178,26137,2,119,2,123,381
37,534,99,32,13585,46571,37649,8584,46233,37,139,15,190,148
37,535,99,32,13507,46366,35513,7457,42970,99,1632,68,1799,1597
36,537,99,32,10808,37114,18197,15880,34077,375,1386,233,1994,1043
37,538,99,32,30666,105287,85674,18969,104643,6,419,0,425,220
37,539,99,32,24532,84276,56615,22385,79001,1080,1834,351,3265,2011
37,540,99,32,14358,49332,39326,9154,48480,51,480,57,589,263
37,541,99,32,13822,47509,42842,3864,46706,16,561,0,578,226
36,542,99,32,5326,18288,17166,1122,18288,0,0,0,0,0
36,543,99,32,7531,26094,22134,3596,25729,164,1,92,257,107
36,544,99,32,9479,32548,28309,3888,32197,14,223,0,237,114
36,545,99,32,10460,35939,28609,5484,34094,78,1213,46,1337,508
36,546,99,32,10506,36215,34368,1622,35990,4,10,2,16,209
36,547,99,32,12848,44141,43151,944,44095,0,0,0,0,46
36,548,99,32,15636,53609,47766,5819,53585,0,15,0,15,9
36,549,99,32,25412,87521,68775,7971,76746,0,6317,519,6836,3938
36,550,99,32,10996,37786,28893,5728,34621,663,677,668,2007,1158
36,551,99,32,14667,50176,38426,9162,47587,42,1221,120,1384,1205
36,552,99,32,32926,113377,103428,9710,113138,23,95,27,145,94
36,553,99,32,38245,131352,115538,12679,128217,4,1940,38,1981,1153
36,554,99,32,12376,42437,27469,10436,37905,399,2270,263,2932,1600
37,532,4,31,6,15,7,7,15,0,0,0,0,0
37,533,4,31,10,24,12,12,24,0,0,0,0,0
37,534,4,31,4,10,6,4,10,0,0,0,0,0
37,535,4,31,21,47,24,23,47,0,0,0,0,0
36,537,4,31,37,94,30,59,89,1,3,1,5,1
37,538,4,31,2,5,2,2,5,0,0,0,0,0
37,539,4,31,11,27,12,15,27,0,0,0,0,0
37,540,4,31,0,0,0,0,0,0,0,0,0,0
37,541,4,31,36,91,48,44,91,0,0,0,0,0
36,542,4,31,84,204,152,52,204,0,0,0,0,0
36,543,4,31,12,28,17,11,28,0,0,0,0,0
36,544,4,31,20,48,24,24,48,0,0,0,0,0
36,545,4,31,71,173,117,55,172,0,0,0,0,1
36,546,4,31,88,219,172,47,219,0,0,0,0,0
36,547,4,31,1,2,1,1,2,0,0,0,0,0
36,548,4,31,92,225,126,99,225,0,0,0,0,0
36,549,4,31,21,51,29,12,41,0,10,0,10,0
36,550,4,31,72,183,117,61,179,0,5,0,5,0
36,551,4,31,2,5,1,4,5,0,0,0,0,0
36,552,4,31,4,10,4,6,10,0,0,0,0,0
36,553,4,31,66,167,113,52,165,0,1,0,1,0
36,554,4,31,3,7,3,3,7,0,0,0,0,0
37,532,1,31,8827,19880,17650,2214,19864,0,5,4,9,7
37,533,1,31,1728,3990,3435,460,3895,0,68,0,68,27
37,534,1,31,2567,5999,5218,740,5958,3,22,0,26,15
37,535,1,31,3507,8189,6570,1013,7584,1,520,2,524,81
36,537,1,31,3198,7475,4603,2380,6983,38,277,15,330,161
37,538,1,31,7998,18846,15878,2907,18785,0,61,0,61,0
37,539,1,31,3313,7819,5250,2269,7519,43,179,8,231,70
37,540,1,31,2713,6466,5264,1141,6406,1,47,4,52,9
37,541,1,31,1607,3701,3183,467,3651,0,51,0,51,0
36,542,1,31,148,350,267,84,350,0,0,0,0,0
36,543,1,31,426,988,752,223,976,3,0,2,5,7
36,544,1,31,216,486,413,71,485,0,0,0,1,1
36,545,1,31,568,1359,1060,262,1322,10,14,0,24,13
36,546,1,31,975,2267,1888,377,2264,0,0,0,0,3
36,547,1,31,956,2269,2144,123,2267,0,0,0,0,3
36,548,1,31,1120,2658,1890,768,2658,0,0,0,0,0
36,549,1,31,5007,11233,8016,1354,9370,4,1611,91,1707,157
36,550,1,31,2190,4996,3828,700,4528,55,174,69,298,170
36,551,1,31,2036,4499,2781,1346,4126,0,265,17,282,90
36,552,1,31,6147,14372,12966,1290,14256,1,113,1,114,2
36,553,1,31,10414,23206,20847,1991,22837,0,354,1,355,14
36,554,1,31,2485,5646,3775,1355,5130,31,357,10,398,118
37,532,3,31,39249,90886,83587,7181,90769,2,3,66,72,45
37,533,3,31,23255,54826,47856,5852,53708,16,255,1,272,846
37,534,3,31,38276,91220,77880,12929,90809,38,167,14,220,191
37,535,3,31,33905,80468,62673,12060,74733,166,2857,96,3119,2617
36,537,3,31,24844,58940,30808,24257,55066,585,1615,307,2507,1367
37,538,3,31,77598,185319,152719,31839,184558,0,479,5,484,277
37,539,3,31,57527,137211,95916,33935,129851,1202,2503,578,4283,3077
37,540,3,31,34115,81362,66855,13449,80304,69,532,85,686,372
37,541,3,31,23470,55827,52991,1911,54901,0,589,0,589,336
36,542,3,31,14935,35750,34383,1367,35750,0,0,0,0,0
36,543,3,31,15783,37896,33011,4424,37435,157,18,124,299,162
36,544,3,31,9680,22607,21937,438,22376,19,47,55,121,111
36,545,3,31,19685,46786,45402,737,46139,156,124,0,280,368
36,546,3,31,24435,58214,56738,1116,57853,9,2,1,12,348
36,547,3,31,29567,71025,69750,1134,70884,0,1,0,1,141
36,548,3,31,40157,96105,88359,7686,96045,11,30,0,41,19
36,549,3,31,62026,146621,117655,11794,129449,36,9276,1255,10567,6605
36,550,3,31,26589,62871,50496,8262,58758,583,820,1197,2600,1514
36,551,3,31,45056,106058,79075,20774,99849,170,2780,356,3306,2904
36,552,3,31,72022,172226,159538,12350,171889,24,172,19,215,122
36,553,3,31,120864,280184,252704,23099,275804,12,2640,74,2726,1654
36,554,3,31,39371,92660,61814,22866,84680,615,3948,427,4989,2991
37,532,2,31,21510,49174,41751,7391,49141,2,21,2,25,8
37,533,2,31,1741,3935,3433,479,3912,0,1,0,1,22
37,534,2,31,958,2225,1725,500,2225,0,0,0,0,0
37,535,2,31,2399,5555,4628,703,5331,5,170,0,175,49
36,537,2,31,2635,6075,3605,2126,5731,129,147,14,290,54
37,538,2,31,7937,18626,14731,3859,18590,0,29,0,29,7
37,539,2,31,5981,14088,9626,3523,13148,94,480,37,610,330
37,540,2,31,6202,14709,12653,1943,14596,13,78,1,92,22
37,541,2,31,15500,36143,31119,4160,35279,35,658,1,694,170
36,542,2,31,1358,3164,2420,745,3164,0,0,0,0,0
36,543,2,31,2401,5686,5384,293,5677,1,2,3,5,3
36,544,2,31,12921,31203,27222,3926,31148,0,39,0,39,16
36,545,2,31,6323,15032,7153,6367,13520,1,1200,10,1211,300
36,546,2,31,1852,4399,3727,673,4399,0,0,0,0,0
36,547,2,31,498,1213,962,251,1213,0,0,0,0,0
36,548,2,31,1314,3037,2409,627,3037,0,0,0,0,0
36,549,2,31,926,2088,1467,297,1764,0,248,6,254,70
36,550,2,31,603,1362,968,333,1301,5,22,12,39,23
36,551,2,31,529,1186,725,438,1163,0,18,0,18,5
36,552,2,31,1320,3071,2550,521,3071,0,0,0,0,0
36,553,2,31,5605,12508,11452,1007,12459,0,36,0,36,13
36,554,2,31,746,1724,1077,491,1568,15,106,3,125,31
37,532,99,31,69592,159956,142996,16793,159789,4,29,72,106,61
37,533,99,31,26734,62775,54736,6803,61539,16,323,1,341,895
37,534,99,31,41805,99454,84830,14172,99002,42,190,14,246,206
37,535,99,31,39832,94259,73895,13799,87694,172,3548,99,3818,2747
36,537,99,31,30714,72584,39046,28822,67868,754,2041,337,3132,1584
37,538,99,31,93535,222795,183331,38607,221938,0,568,5,573,284
37,539,99,31,66832,159146,110804,39742,150545,1339,3162,623,5124,3477
37,540,99,31,43030,102538,84772,16533,101305,83,657,89,830,403
37,541,99,31,40613,95762,87341,6581,93922,35,1298,1,1334,506
36,542,99,31,16525,39469,37221,2248,39469,0,0,0,0,0
36,543,99,31,18622,44598,39164,4952,44116,160,20,128,309,173
36,544,99,31,22837,54345,49597,4459,54056,20,86,55,161,128
36,545,99,31,26647,63350,53732,7421,61153,168,1338,10,1515,682
36,546,99,31,27350,65100,62524,2212,64737,9,2,1,12,351
36,547,99,31,31022,74510,72856,1509,74366,0,1,0,1,143
36,548,99,31,42683,102024,92783,9180,101964,11,30,0,41,19
36,549,99,31,67980,159993,127166,13457,140624,40,11145,1352,12538,6832
36,550,99,31,29454,69413,55409,9356,64765,644,1021,1277,2942,1707
36,551,99,31,47623,111748,82581,22562,105144,170,3063,373,3606,2999
36,552,99,31,79493,189678,175058,14167,189225,25,284,20,329,124
36,553,99,31,136949,316065,285116,26149,311265,12,3033,75,3120,1680
36,554,99,31,42605,100037,66669,24716,91384,661,4410,440,5512,3140
37,532,4,42,3,19,12,6,19,0,0,0,0,0
37,533,4,42,11,73,36,36,73,0,0,0,0,0
37,534,4,42,3,19,10,10,19,0,0,0,0,0
37,535,4,42,12,70,32,38,70,0,0,0,0,0
36,537,4,42,13,77,30,43,73,0,2,0,3,2
37,538,4,42,3,19,9,9,19,0,0,0,0,0
37,539,4,42,10,64,42,20,62,0,2,0,2,0
37,540,4,42,1,5,3,3,5,0,0,0,0,0
37,541,4,42,20,128,76,52,128,0,0,0,0,0
36,542,4,42,35,210,160,50,210,0,0,0,0,0
36,543,4,42,15,91,41,50,91,0,0,0,0,0
36,544,4,42,15,93,65,28,93,0,0,0,0,0
36,545,4,42,36,229,146,82,228,0,0,0,0,0
36,546,4,42,77,469,326,143,469,0,0,0,0,0
36,547,4,42,3,19,12,6,19,0,0,0,0,0
36,548,4,42,98,603,460,143,603,0,0,0,0,0
36,549,4,42,25,150,63,35,98,0,52,0,52,0
36,550,4,42,46,275,150,100,250,0,25,0,25,0
36,551,4,42,0,0,0,0,0,0,0,0,0,0
36,552,4,42,8,50,43,7,50,0,0,0,0,0
36,553,4,42,99,608,487,113,600,0,8,0,8,0
36,554,4,42,2,14,7,7,14,0,0,0,0,0
37,532,1,42,882,5291,4264,998,5262,0,10,2,12,17
37,533,1,42,70,417,289,127,416,0,0,0,0,1
37,534,1,42,201,1184,792,392,1184,0,0,0,0,0
37,535,1,42,239,1420,1040,349,1389,0,16,0,16,15
36,537,1,42,252,1507,804,621,1425,6,33,2,41,42
37,538,1,42,648,3834,2749,1056,3805,0,29,0,29,0
37,539,1,42,256,1532,820,690,1511,7,7,0,14,7
37,540,1,42,339,2032,1509,501,2011,0,19,0,19,2
37,541,1,42,142,829,588,239,827,0,2,0,2,0
36,542,1,42,8,49,25,25,49,0,0,0,0,0
36,543,1,42,38,229,157,72,229,0,0,0,0,0
36,544,1,42,35,195,109,73,182,0,13,0,13,0
36,545,1,42,50,293,174,114,288,2,0,0,2,2
36,546,1,42,111,637,502,136,637,0,0,0,0,0
36,547,1,42,105,634,499,135,634,0,0,0,0,0
36,548,1,42,99,583,371,212,583,0,0,0,0,0
36,549,1,42,192,1117,624,291,914,0,146,22,167,36
36,550,1,42,124,741,500,202,702,1,15,9,24,16
36,551,1,42,63,365,206,157,363,0,2,0,2,0
36,552,1,42,903,5278,3988,1281,5269,1,4,2,6,3
36,553,1,42,456,2681,2001,588,2590,0,88,0,88,3
36,554,1,42,102,615,393,178,571,5,32,0,36,7
37,532,3,42,6273,37611,32914,4580,37494,0,16,55,71,47
37,533,3,42,2390,14233,11929,1987,13916,3,84,4,91,225
37,534,3,42,5119,30571,21199,9088,30287,60,110,8,178,106
37,535,3,42,5856,35164,26073,5874,31948,48,1459,49,1556,1660
36,537,3,42,4452,26811,12253,11732,23985,397,1191,151,1740,1087
37,538,3,42,12803,76975,60094,16201,76295,5,425,0,430,250
37,539,3,42,10088,60275,38972,16614,55587,955,1635,282,2872,1817
37,540,3,42,5223,31330,22205,8384,30588,74,377,62,513,228
37,541,3,42,4043,24180,22143,1733,23876,0,194,0,194,110
36,542,3,42,1756,10395,9931,465,10395,0,0,0,0,0
36,543,3,42,2491,14850,12447,2182,14629,71,28,44,143,78
36,544,3,42,1318,7800,7063,561,7624,39,50,6,95,81
36,545,3,42,2629,15589,14198,875,15074,84,216,0,300,216
36,546,3,42,4142,24754,22989,1695,24684,3,0,0,3,68
36,547,3,42,4955,29678,28719,810,29529,0,22,0,22,126
36,548,3,42,5057,29709,26355,3224,29580,1,81,0,83,47
36,549,3,42,10562,63224,45477,7721,53197,21,5469,574,6065,3962
36,550,3,42,5364,32207,23559,6126,29685,362,700,528,1590,932
36,551,3,42,5102,30181,22763,5423,28187,64,884,106,1054,941
36,552,3,42,18686,112269,98029,13544,111572,13,408,23,444,252
36,553,3,42,18870,112921,94918,13985,108903,0,2514,25,2539,1479
36,554,3,42,4514,26965,16725,6633,23358,385,1770,258,2412,1194
37,532,2,42,2372,14197,10846,3336,14182,0,9,2,11,5
37,533,2,42,44,261,148,111,260,0,0,0,0,1
37,534,2,42,74,432,197,236,432,0,0,0,0,0
37,535,2,42,258,1531,1075,428,1504,0,21,0,21,5
36,537,2,42,196,1162,596,482,1078,20,47,2,69,14
37,538,2,42,647,3879,2519,1321,3840,0,32,0,32,8
37,539,2,42,561,3326,2144,816,2959,90,177,11,277,90
37,540,2,42,689,4153,3008,1124,4132,13,6,0,19,2
37,541,2,42,1676,9964,8315,1501,9816,33,74,1,109,39
36,542,2,42,119,699,404,296,699,0,0,0,0,0
36,543,2,42,314,1877,1718,156,1873,2,0,1,2,1
36,544,2,42,3638,21890,16653,4874,21528,5,286,0,292,71
36,545,2,42,1885,11338,3959,5021,8980,78,1682,139,1900,459
36,546,2,42,334,1992,1706,285,1992,0,0,0,0,0
36,547,2,42,39,238,166,72,238,0,0,0,0,0
36,548,2,42,73,426,191,234,425,0,1,0,1,0
36,549,2,42,48,276,156,97,253,0,17,1,18,6
36,550,2,42,28,166,115,52,166,0,0,0,0,0
36,551,2,42,22,128,82,46,128,0,0,0,0,0
36,552,2,42,192,1135,891,244,1135,0,0,0,0,0
36,553,2,42,302,1780,1334,349,1682,0,78,0,78,19
36,554,2,42,29,166,114,31,145,4,13,1,17,4
37,532,99,42,9530,57118,48036,8920,56956,0,35,58,93,69
37,533,99,42,2515,14984,12403,2262,14665,3,84,4,91,228
37,534,99,42,5397,32207,22198,9725,31923,60,110,8,178,106
