size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_whly-owned_self-operatd_no,holding_whly-owned_self-operatd_ar,holding_whly_leased-in_no,holding_whly_leased-in_ar,holding_whly-operatd_no,holding_whly-operatd_ar,holding_partly-ownd_leased-in_operatd_no,holding_partly-ownd_leased-in_operatd_ownd-ar,holding_partly-ownd_leased-in_operatd_leasdin-ar,holding_partly-ownd_leased-in_operatd_operatd-ar,holding_partly-ownd_leased-in_operatd_tot-ar
3.0-4.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,3,10,3,10,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,3,10,3,10,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,11,37,11,37,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,15,51,15,51,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,10,34,10,34,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,3,1,3,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,17,60,17,60,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,36,125,36,125,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,8,26,8,26,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,11,38,11,38,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,48,166,48,166,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,53,185,53,185,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,4,1,4,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,70,244,70,244,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,12,40,12,40,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,51,175,51,175,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,3,1,3,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,1,3,1,3,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,67,230,67,230,0,0,0,0,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,7,2,7,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,2165,7452,2122,7308,25,86,9,29,9,17,12,0,29
3.0-4.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,364,1231,364,1231,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,640,2183,640,2183,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,772,2623,772,2623,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,903,3069,903,3069,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,1995,6818,1995,6818,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,847,2895,847,2895,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,762,2631,762,2631,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,374,1281,368,1259,1,5,0,0,5,7,7,3,18
3.0-4.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,31,104,31,104,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,130,456,130,456,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,51,172,51,172,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,188,644,188,644,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,258,884,258,884,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,277,955,233,808,27,90,0,0,17,46,11,0,57
3.0-4.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,369,1254,369,1254,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,949,3262,949,3262,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,468,1608,466,1601,0,0,0,0,2,4,3,0,7
3.0-4.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,227,760,227,760,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,1843,6295,1839,6278,4,17,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,1417,4809,1417,4809,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,405,1371,405,1371,0,0,0,0,0,0,0,0,0
3.0-4.0,OTHERS,ADILABAD,532,TELANGANA,37,12509,43031,12468,42891,0,0,0,0,41,96,44,0,140
3.0-4.0,OTHERS,NIZAMABAD,533,TELANGANA,37,7170,24558,7170,24558,0,0,0,0,0,0,0,0,0
3.0-4.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,12715,43588,12684,43482,0,0,0,0,31,77,29,0,106
3.0-4.0,OTHERS,MEDAK,535,TELANGANA,37,12057,41421,12057,41421,0,0,0,0,0,0,0,0,0
3.0-4.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,9231,31738,9217,31687,14,51,0,0,0,0,0,0,0
3.0-4.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,26664,91602,26664,91602,0,0,0,0,0,0,0,0,0
3.0-4.0,OTHERS,NALGONDA,539,TELANGANA,37,22037,75742,22037,75742,0,0,0,0,0,0,0,0,0
3.0-4.0,OTHERS,WARANGAL,540,TELANGANA,37,11805,40557,11790,40501,15,56,0,0,0,0,0,0,0
3.0-4.0,OTHERS,KHAMMAM,541,TELANGANA,37,8518,29324,8191,28183,115,403,0,0,212,417,300,20,737
3.0-4.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,4915,16889,4877,16760,0,0,0,0,38,95,34,0,129
3.0-4.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,6486,22505,6035,20849,15,51,0,0,436,1116,489,0,1605
3.0-4.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3103,10550,2961,10073,0,0,3,12,139,385,61,19,465
3.0-4.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,7225,24781,7168,24596,20,62,0,0,37,79,45,0,123
3.0-4.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,9541,32896,9527,32849,4,13,0,0,10,19,0,16,35
3.0-4.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,12420,42669,11043,37891,391,1367,0,0,986,2114,1297,0,3410
3.0-4.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,14884,51040,14879,51021,0,0,0,0,5,14,5,0,19
3.0-4.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,24242,83503,24242,83503,0,0,0,0,0,0,0,0,0
3.0-4.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,10359,35599,10288,35364,36,120,0,0,35,63,40,13,115
3.0-4.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,14352,49117,14352,49117,0,0,0,0,0,0,0,0,0
3.0-4.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,30626,105521,30595,105415,18,59,0,0,13,25,22,0,46
3.0-4.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,35876,123279,35876,123279,0,0,0,0,0,0,0,0,0
3.0-4.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,11844,40634,11798,40481,19,57,6,18,21,45,33,0,78
3.0-4.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,6496,22278,6360,21800,136,478,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,250,842,250,842,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,230,800,230,800,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,667,2285,667,2285,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,659,2256,644,2203,0,0,15,53,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,2007,6866,2007,6866,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,1638,5605,1638,5605,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,1790,6140,1790,6140,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,4913,16844,4767,16343,2,6,0,0,144,293,164,38,495
3.0-4.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,344,1169,344,1169,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,907,3106,899,3079,0,0,0,0,8,23,5,0,27
3.0-4.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,6314,21787,6268,21635,0,0,0,0,46,113,39,0,152
3.0-4.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,2999,10349,2999,10349,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,654,2250,654,2250,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,150,514,149,510,1,3,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,313,1071,313,1071,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,209,716,209,716,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,118,404,118,404,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,87,296,87,296,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,456,1558,456,1558,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,885,3034,885,3034,0,0,0,0,0,0,0,0,0
3.0-4.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,125,425,125,425,0,0,0,0,0,0,0,0,0
3.0-4.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,21173,72771,20953,72010,161,564,9,29,50,113,55,0,169
3.0-4.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,7787,26641,7787,26641,0,0,0,0,0,0,0,0,0
3.0-4.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,13585,46571,13554,46465,0,0,0,0,31,77,29,0,106
3.0-4.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,13507,46366,13507,46366,0,0,0,0,0,0,0,0,0
3.0-4.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,10808,37114,10779,37010,14,51,15,53,0,0,0,0,0
3.0-4.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,30666,105287,30666,105287,0,0,0,0,0,0,0,0,0
3.0-4.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,24532,84276,24532,84276,0,0,0,0,0,0,0,0,0
3.0-4.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,14358,49332,14343,49276,15,56,0,0,0,0,0,0,0
3.0-4.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,13822,47509,13343,45845,118,414,0,0,361,717,472,61,1250
3.0-4.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,5326,18288,5288,18158,0,0,0,0,38,95,34,0,129
3.0-4.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,7531,26094,7072,24409,15,51,0,0,444,1139,494,0,1633
3.0-4.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,9479,32548,9291,31918,0,0,3,12,185,498,100,19,618
3.0-4.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,10460,35939,10403,35754,20,62,0,0,37,79,45,0,123
3.0-4.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,10506,36215,10492,36167,4,13,0,0,10,19,0,16,35
3.0-4.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,12848,44141,11426,39214,419,1460,0,0,1003,2160,1308,0,3467
3.0-4.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,15636,53609,15631,53590,0,0,0,0,5,14,5,0,19
3.0-4.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,25412,87521,25412,87521,0,0,0,0,0,0,0,0,0
3.0-4.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,10996,37786,10923,37544,36,120,0,0,37,66,43,13,122
3.0-4.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,14667,50176,14667,50176,0,0,0,0,0,0,0,0,0
3.0-4.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,32926,113377,32891,113254,22,76,0,0,13,25,22,0,46
3.0-4.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,38245,131352,38245,131352,0,0,0,0,0,0,0,0,0
3.0-4.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,12376,42437,12330,42283,19,57,6,18,21,45,33,0,78
2.0-3.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,6,15,6,15,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,10,24,10,24,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,4,10,4,10,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,21,47,21,47,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,37,94,37,94,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,2,5,2,5,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,11,27,11,27,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,36,91,36,91,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,84,204,84,204,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,12,28,12,28,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,20,48,20,48,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,71,173,71,173,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,88,219,88,219,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,2,1,2,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,92,225,92,225,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,21,51,21,51,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,72,183,72,183,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,2,5,2,5,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,4,10,4,10,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,66,167,66,167,0,0,0,0,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,3,7,3,7,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,8827,19880,8655,19496,167,372,0,0,5,9,3,0,12
2.0-3.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,1728,3990,1728,3990,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,2567,5999,2567,5999,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,3507,8189,3507,8189,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,3198,7475,3198,7475,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,7998,18846,7998,18846,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,3313,7819,3306,7800,0,0,7,19,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,2713,6466,2713,6466,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,1607,3701,1572,3623,12,26,0,0,23,30,21,1,52
2.0-3.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,148,350,148,350,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,426,988,419,972,0,0,0,0,7,12,4,0,16
2.0-3.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,216,486,215,484,0,0,0,0,1,2,0,0,2
2.0-3.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,568,1359,561,1341,0,0,0,0,7,13,6,0,18
2.0-3.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,975,2267,975,2267,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,956,2269,895,2132,39,87,0,0,22,26,23,0,50
2.0-3.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,1120,2658,1120,2658,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,5007,11233,5007,11233,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,2190,4996,2180,4975,0,0,6,13,4,5,3,0,8
2.0-3.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,2036,4499,2031,4486,0,0,5,12,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,6147,14372,6143,14362,4,10,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,10414,23206,10414,23206,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,2485,5646,2465,5602,5,11,15,33,0,0,0,0,0
2.0-3.0,OTHERS,ADILABAD,532,TELANGANA,37,39249,90886,39170,90703,13,26,3,6,63,99,52,0,151
2.0-3.0,OTHERS,NIZAMABAD,533,TELANGANA,37,23255,54826,23255,54826,0,0,0,0,0,0,0,0,0
2.0-3.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,38276,91220,38083,90740,18,48,0,0,175,226,207,0,433
2.0-3.0,OTHERS,MEDAK,535,TELANGANA,37,33905,80468,33902,80461,0,0,3,7,0,0,0,0,0
2.0-3.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,24844,58940,24829,58897,15,43,0,0,0,0,0,0,0
2.0-3.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,77598,185319,77598,185319,0,0,0,0,0,0,0,0,0
2.0-3.0,OTHERS,NALGONDA,539,TELANGANA,37,57527,137211,57479,137098,6,16,12,24,30,51,23,0,73
2.0-3.0,OTHERS,WARANGAL,540,TELANGANA,37,34115,81362,34054,81225,53,120,0,0,8,9,8,0,17
2.0-3.0,OTHERS,KHAMMAM,541,TELANGANA,37,23470,55827,22833,54256,289,691,10,21,338,476,375,9,859
2.0-3.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,14935,35750,14869,35594,0,0,0,0,66,115,41,0,156
2.0-3.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,15783,37896,15131,36310,65,153,0,0,587,952,469,12,1433
2.0-3.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,9680,22607,9296,21707,0,0,0,0,384,729,111,61,900
2.0-3.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,19685,46786,19549,46471,24,55,0,0,112,171,88,0,259
2.0-3.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,24435,58214,24388,58110,11,25,30,64,6,10,0,5,15
2.0-3.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,29567,71025,26205,62983,1201,2873,8,18,2153,3167,1985,0,5152
2.0-3.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,40157,96105,40155,96099,2,6,0,0,0,0,0,0,0
2.0-3.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,62026,146621,62026,146621,0,0,0,0,0,0,0,0,0
2.0-3.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,26589,62871,26417,62477,102,238,24,50,46,56,50,0,106
2.0-3.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,45056,106058,45047,106041,0,0,9,17,0,0,0,0,0
2.0-3.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,72022,172226,71805,171674,183,466,0,0,34,44,42,0,87
2.0-3.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,120864,280184,120848,280148,0,0,16,36,0,0,0,0,0
2.0-3.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,39371,92660,39277,92436,56,132,8,17,30,28,45,2,74
2.0-3.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,21510,49174,21216,48465,282,678,4,11,8,14,8,0,21
2.0-3.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,1741,3935,1741,3935,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,958,2225,958,2225,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,2399,5555,2399,5555,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,2635,6075,2631,6065,0,0,4,10,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,7937,18626,7937,18626,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,5981,14088,5976,14078,0,0,5,10,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,6202,14709,6202,14709,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,15500,36143,15351,35805,24,50,0,0,125,163,112,13,288
2.0-3.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,1358,3164,1355,3157,0,0,3,7,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,2401,5686,2395,5672,3,7,0,0,3,3,4,0,7
2.0-3.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,12921,31203,12865,31063,0,0,0,0,56,110,24,7,140
2.0-3.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,6323,15032,6323,15032,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,1852,4399,1852,4399,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,498,1213,491,1193,0,0,0,0,7,12,8,0,20
2.0-3.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,1314,3037,1314,3037,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,926,2088,926,2088,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,603,1362,603,1362,0,0,0,0,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,529,1186,529,1186,0,0,0,0,0,0,0,0,0
