size_class,social_group,district_name,district_code,state_name,state_code,total_holdings_no,total_holdings_area,gross_cropped_area_irrigated,gross_cropped_area_unirrigated,gross_cropped_area_total
Below 0.5,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,0,0,0,0,0
Below 0.5,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,74,23,1,14,15
Below 0.5,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,0,0,0,0,0
Below 0.5,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,27860,7194,1568,4759,6327
Below 0.5,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,32389,9171,8604,3303,11907
Below 0.5,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,53893,13581,9649,3759,13408
Below 0.5,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,54402,13355,2940,7691,10631
Below 0.5,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,20453,5653,874,1957,2831
Below 0.5,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,52850,13806,2398,8093,10491
Below 0.5,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,44621,11269,6214,2792,9006
Below 0.5,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,46586,11541,5968,4234,10202
Below 0.5,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,25926,6764,4368,2749,7117
Below 0.5,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,20820,4478,3091,2835,5926
Below 0.5,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,14612,3369,1568,2258,3827
Below 0.5,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,6496,1686,1061,741,1803
Below 0.5,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,50970,10531,11324,4763,16087
Below 0.5,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,32978,8154,11053,562,11616
Below 0.5,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,34744,8463,7096,4853,11950
Below 0.5,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,34152,9038,6942,4435,11376
Below 0.5,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,33565,9327,2467,5548,8015
Below 0.5,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,52898,13439,12236,1469,13705
Below 0.5,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,15238,4442,2283,1097,3381
Below 0.5,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,21154,6841,3297,3684,6981
Below 0.5,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,15192,4823,696,3605,4302
Below 0.5,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,48943,12497,4409,4250,8658
Below 0.5,OTHERS,ADILABAD,532,TELANGANA,37,97929,25117,6790,16043,22833
Below 0.5,OTHERS,NIZAMABAD,533,TELANGANA,37,143661,38735,33315,14075,47390
Below 0.5,OTHERS,KARIMNAGAR,534,TELANGANA,37,212595,55466,40089,14147,54236
Below 0.5,OTHERS,MEDAK,535,TELANGANA,37,224181,54025,14594,27146,41740
Below 0.5,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,78342,22304,5157,6272,11429
Below 0.5,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,242235,61655,12610,32673,45283
Below 0.5,OTHERS,NALGONDA,539,TELANGANA,37,182175,49350,30735,11361,42097
Below 0.5,OTHERS,WARANGAL,540,TELANGANA,37,192585,47874,29271,14983,44254
Below 0.5,OTHERS,KHAMMAM,541,TELANGANA,37,92362,26551,18677,9709,28386
Below 0.5,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,270668,63781,47664,35327,82990
Below 0.5,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,213638,48037,29308,27928,57236
Below 0.5,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,219266,51993,34832,20458,55290
Below 0.5,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,360241,89144,111917,29797,141714
Below 0.5,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,257762,69196,109019,2982,112001
Below 0.5,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,215688,61230,60677,34612,95289
Below 0.5,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,283640,84223,69467,40575,110041
Below 0.5,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,175366,50662,14933,31379,46312
Below 0.5,OTHERS,NELLORE,550,ANDHRA PRADESH,36,130240,34378,32738,4055,36793
Below 0.5,OTHERS,KADAPA,551,ANDHRA PRADESH,36,105204,29988,16380,9022,25403
Below 0.5,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,99234,31717,14577,17441,32019
Below 0.5,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,88872,27405,4801,19434,24236
Below 0.5,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,222355,57027,16933,20937,37870
Below 0.5,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,18221,5142,826,3774,4601
Below 0.5,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,13086,4026,3916,1354,5270
Below 0.5,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,7879,2178,1164,776,1940
Below 0.5,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,10735,3088,839,1592,2431
Below 0.5,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,8541,2593,686,1053,1739
Below 0.5,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,29640,8141,1422,4376,5798
Below 0.5,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,29377,8601,5139,1787,6925
Below 0.5,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,41606,11120,6567,4211,10777
Below 0.5,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,51817,15218,6092,8939,15031
Below 0.5,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,17337,4479,1682,2518,4201
Below 0.5,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,16594,4372,985,3364,4349
Below 0.5,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,29040,7853,2928,4824,7751
Below 0.5,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,10200,2756,1598,1138,2736
Below 0.5,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,8225,2367,1896,692,2588
Below 0.5,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,6829,1945,1298,817,2116
Below 0.5,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,8164,2447,1814,969,2783
Below 0.5,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,5743,1724,553,893,1445
Below 0.5,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,15233,4040,3722,525,4247
Below 0.5,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,2865,833,360,206,566
Below 0.5,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,2865,921,399,497,895
Below 0.5,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,4431,1429,146,1106,1252
Below 0.5,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,7092,2022,675,623,1298
Below 0.5,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,144024,37457,9185,24577,33762
Below 0.5,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,189151,51936,45837,18732,64569
Below 0.5,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,274368,71226,50901,18683,69584
Below 0.5,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,289341,70477,18376,36431,54807
Below 0.5,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,107339,30551,6717,9282,15999
Below 0.5,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,324726,83602,16430,45143,61573
Below 0.5,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,256198,69226,42091,15941,58032
Below 0.5,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,280779,70536,41806,23428,65234
Below 0.5,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,170114,48535,29139,21398,50536
Below 0.5,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,308866,72753,52447,40686,93133
Below 0.5,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,244848,55780,31861,33551,65412
Below 0.5,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,254854,61546,38829,26025,64853
Below 0.5,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,421667,102491,124917,35706,160622
Below 0.5,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,299108,79758,122028,4238,126266
Below 0.5,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,257268,71639,69072,40284,109356
Below 0.5,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,325972,95713,78225,45981,124206
Below 0.5,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,214682,61716,17953,37821,55774
Below 0.5,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,198408,51866,48706,6049,54755
Below 0.5,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,123309,35264,19024,10326,29350
Below 0.5,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,123253,39479,18273,21622,39895
Below 0.5,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,108569,33680,5644,24160,29804
Below 0.5,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,278390,71547,22016,25810,47826
1.0-2.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,6,8,3,2,5
1.0-2.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,8,11,1,3,4
1.0-2.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,5,9,2,3,6
1.0-2.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,32,46,12,7,19
1.0-2.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,10,16,1,2,3
1.0-2.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,16,22,10,3,13
1.0-2.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,1,1,0,1
1.0-2.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,24,38,19,5,24
1.0-2.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,106,162,127,48,175
1.0-2.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,6,10,7,1,7
1.0-2.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,43,62,37,2,40
1.0-2.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,126,183,205,35,240
1.0-2.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,144,208,232,1,232
1.0-2.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,2,0,1,1
1.0-2.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,142,214,85,85,170
1.0-2.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,15,22,1,11,12
1.0-2.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,152,214,134,26,160
1.0-2.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,5,6,2,3,5
1.0-2.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,2,3,3,0,3
1.0-2.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,80,114,9,63,72
1.0-2.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,5,8,0,3,3
1.0-2.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,18917,26616,3263,20659,23922
1.0-2.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,10813,14520,11983,7968,19951
1.0-2.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,13973,18940,14328,5567,19894
1.0-2.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,18593,25236,7035,15290,22325
1.0-2.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,12105,16722,2238,8313,10551
1.0-2.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,27944,39005,7649,27772,35421
1.0-2.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,14990,20554,8186,8521,16708
1.0-2.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,11507,15694,9313,4935,14247
1.0-2.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,5748,7799,4355,3852,8207
1.0-2.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,1542,2017,982,1098,2080
1.0-2.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,2076,2796,1009,1816,2825
1.0-2.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1129,1543,745,754,1499
1.0-2.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,2743,3682,3419,1638,5056
1.0-2.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,4469,6090,7796,238,8034
1.0-2.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,4422,5951,4440,3337,7777
1.0-2.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,5376,7211,5357,3065,8422
1.0-2.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,15758,22123,5238,12835,18073
1.0-2.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,11591,15537,9940,3650,13590
1.0-2.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,7920,11068,4708,5181,9889
1.0-2.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,20608,28737,6857,21100,27957
1.0-2.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,22432,32555,3455,26646,30101
1.0-2.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,13019,17902,6223,6928,13151
1.0-2.0,OTHERS,ADILABAD,532,TELANGANA,37,90217,129447,19309,102095,121404
1.0-2.0,OTHERS,NIZAMABAD,533,TELANGANA,37,91437,128017,113177,62747,175924
1.0-2.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,126752,178297,152782,37387,190170
1.0-2.0,OTHERS,MEDAK,535,TELANGANA,37,120377,168747,57298,87030,144328
1.0-2.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,67816,95571,18854,37320,56174
1.0-2.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,197502,282862,69066,181409,250474
1.0-2.0,OTHERS,NALGONDA,539,TELANGANA,37,155305,220963,106153,84456,190609
1.0-2.0,OTHERS,WARANGAL,540,TELANGANA,37,105740,148796,97940,40105,138045
1.0-2.0,OTHERS,KHAMMAM,541,TELANGANA,37,62730,87930,53948,40231,94178
1.0-2.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,62857,86492,60808,49965,110773
1.0-2.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,57096,79057,41451,43905,85356
1.0-2.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,41078,55861,30094,26119,56214
1.0-2.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,72592,99582,109467,39154,148620
1.0-2.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,78380,108878,158969,5691,164660
1.0-2.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,91402,127884,106302,77948,184250
1.0-2.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,140692,195277,141452,89967,231420
1.0-2.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,151097,215873,57173,135682,192855
1.0-2.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,77841,109836,79751,26404,106156
1.0-2.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,113575,163190,58299,96153,154452
1.0-2.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,163417,233865,55687,173827,229514
1.0-2.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,209985,309988,44368,247041,291409
1.0-2.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,128363,181152,59058,72139,131196
1.0-2.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,34794,49802,1971,42019,43989
1.0-2.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,10578,14239,13001,6777,19779
1.0-2.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,4278,5858,3750,2016,5766
1.0-2.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,9878,13656,4091,8420,12512
1.0-2.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,8025,11053,3170,5001,8171
1.0-2.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,23940,33489,5990,23550,29540
1.0-2.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,21197,29224,9934,13522,23456
1.0-2.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,24633,33921,20692,11493,32185
1.0-2.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,37471,52243,15862,34181,50044
1.0-2.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,6389,8584,2538,4610,7148
1.0-2.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,8020,11019,2020,8599,10619
1.0-2.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,26679,37972,9449,25260,34709
1.0-2.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,11213,16283,3971,5037,9008
1.0-2.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,4306,6112,4324,1776,6100
1.0-2.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,1874,2640,1059,1491,2550
1.0-2.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,4635,6306,4079,2359,6438
1.0-2.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3211,4500,1596,2101,3697
1.0-2.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,2678,3559,2460,767,3226
1.0-2.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,1974,2727,710,1287,1996
1.0-2.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,3671,5116,1157,3317,4475
1.0-2.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,11031,16178,1439,13384,14823
1.0-2.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,3044,4243,1185,1941,3126
1.0-2.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,143934,205874,24546,164775,189321
1.0-2.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,112836,156787,138163,77495,215658
1.0-2.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,145008,203103,170862,44973,215835
1.0-2.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,148880,207685,68436,110748,179184
1.0-2.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,87956,123362,24262,50637,74899
1.0-2.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,249386,355356,82704,232731,315435
1.0-2.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,191508,270762,124283,106503,230786
1.0-2.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,141881,198412,127945,56533,184478
1.0-2.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,105973,148011,74184,78269,152453
1.0-2.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,70894,97255,64455,55721,120176
1.0-2.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,67198,92882,44486,54321,98807
1.0-2.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,68929,95438,40326,52136,92462
1.0-2.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,86674,119731,117061,45862,162924
1.0-2.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,87299,121288,171321,7705,179026
1.0-2.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,97699,136477,111801,82778,194578
1.0-2.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,150845,209008,150973,95477,246451
1.0-2.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,170081,242517,64008,150629,214636
1.0-2.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,92262,129146,92286,30847,123132
1.0-2.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,123474,176991,63719,102623,166342
1.0-2.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,187698,267721,63704,198244,261948
1.0-2.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,243528,358835,49271,287134,336405
1.0-2.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,144431,203304,66466,81011,147476
0.5-1.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,12,9,3,3,6
0.5-1.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,5,3,0,0,1
0.5-1.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,2,1,1,1,1
0.5-1.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,25,18,3,8,11
0.5-1.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,4,3,0,0,0
0.5-1.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,1,1,0,0,0
0.5-1.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,7,6,2,1,3
0.5-1.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,1,0,0,0
0.5-1.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,7,5,5,0,5
0.5-1.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,44,32,15,3,18
0.5-1.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,3,2,1,2,3
0.5-1.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,21,15,8,2,10
0.5-1.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,145,106,138,13,152
0.5-1.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,96,69,70,0,70
0.5-1.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,4,3,0,2,2
0.5-1.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,11,8,6,5,11
0.5-1.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,13,10,0,7,7
0.5-1.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,104,77,64,3,66
0.5-1.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,1,0,0,0
0.5-1.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,3,2,1,2,2
0.5-1.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,80,57,0,39,40
0.5-1.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,2,0,0,0
0.5-1.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,20153,14918,2770,10843,13613
0.5-1.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,17068,12321,11187,5831,17018
0.5-1.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,24933,17882,14317,4870,19186
0.5-1.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,29765,21406,5407,12884,18290
0.5-1.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,15700,11485,1618,5227,6845
0.5-1.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,36601,26911,4562,19353,23915
0.5-1.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,22607,16367,7512,6047,13559
0.5-1.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,19501,14029,8478,4641,13118
0.5-1.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,10427,7394,4541,3508,8049
0.5-1.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,4918,3485,2031,2185,4215
0.5-1.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,4555,3232,1491,1974,3466
0.5-1.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,2486,1767,963,843,1806
0.5-1.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,7709,5298,5153,2606,7758
0.5-1.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,9241,6521,8398,377,8775
0.5-1.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,10098,7219,5320,4284,9604
0.5-1.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,11833,8364,6090,4080,10170
0.5-1.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,17155,12552,3297,7735,11033
0.5-1.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,21085,15125,11954,2507,14461
0.5-1.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,13934,9722,4146,3403,7549
0.5-1.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,24489,17972,5146,12266,17412
0.5-1.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,20868,15585,1950,12684,14634
0.5-1.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,24132,17015,5847,6168,12015
0.5-1.0,OTHERS,ADILABAD,532,TELANGANA,37,72023,53527,11719,38355,50074
0.5-1.0,OTHERS,NIZAMABAD,533,TELANGANA,37,100012,73369,65071,35196,100267
0.5-1.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,141990,103955,90200,22793,112993
0.5-1.0,OTHERS,MEDAK,535,TELANGANA,37,135166,98632,30797,51643,82440
0.5-1.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,67843,49989,11063,17994,29057
