size_class,social_group,district_name,district_code,state_name,state_code,total_holdings_no,total_holdings_area,gross_cropped_area_irrigated,gross_cropped_area_unirrigated,gross_cropped_area_total
0.5-1.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,182361,135716,29433,89028,118461
0.5-1.0,OTHERS,NALGONDA,539,TELANGANA,37,141523,104638,60520,34003,94523
0.5-1.0,OTHERS,WARANGAL,540,TELANGANA,37,114852,84366,59112,22175,81286
0.5-1.0,OTHERS,KHAMMAM,541,TELANGANA,37,68872,50509,33053,21430,54483
0.5-1.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,103322,73699,54173,41948,96121
0.5-1.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,85621,61482,35446,34405,69851
0.5-1.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,78967,55448,32312,24297,56608
0.5-1.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,124563,89313,105745,33586,139331
0.5-1.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,115321,83353,127548,4026,131574
0.5-1.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,125883,92052,82753,55440,138193
0.5-1.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,192300,139401,104653,67781,172434
0.5-1.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,143493,105187,28410,70629,99039
0.5-1.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,83045,60790,52858,10075,62933
0.5-1.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,101477,73988,34668,32026,66694
0.5-1.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,131200,98126,30411,67146,97557
0.5-1.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,122632,92710,14020,72408,86428
0.5-1.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,147706,106925,35727,42461,78188
0.5-1.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,22965,17300,1333,14315,15647
0.5-1.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,13195,9767,9249,4297,13546
0.5-1.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,5744,4193,2682,1304,3986
0.5-1.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,10803,7950,2322,4507,6829
0.5-1.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,9061,6712,1757,3006,4763
0.5-1.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,25444,18841,3259,12997,16256
0.5-1.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,24934,18315,8834,6355,15190
0.5-1.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,29754,21999,14145,7939,22083
0.5-1.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,41686,30697,11742,19016,30758
0.5-1.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,10287,7526,2354,4331,6685
0.5-1.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,10397,7579,1685,5718,7403
0.5-1.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,24516,18132,7083,10145,17228
0.5-1.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,8431,6303,2158,2309,4467
0.5-1.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,4933,3626,2585,1088,3673
0.5-1.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,3163,2316,1058,1196,2254
0.5-1.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,6342,4639,2916,1878,4795
0.5-1.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3597,2622,952,1296,2248
0.5-1.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,5970,4296,3423,959,4382
0.5-1.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,3000,2097,620,799,1419
0.5-1.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,3460,2576,806,1486,2293
0.5-1.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,6801,5173,409,4435,4844
0.5-1.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,4960,3521,1158,1348,2505
0.5-1.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,115153,85754,15825,63515,79340
0.5-1.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,130280,95460,85507,45325,130832
0.5-1.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,172669,126030,107199,28968,136166
0.5-1.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,175759,128007,38529,69042,107570
0.5-1.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,92608,68189,14438,26228,40666
0.5-1.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,244407,181468,37253,121378,158632
0.5-1.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,189071,139326,76868,46406,123274
0.5-1.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,164108,120394,81734,34754,116488
0.5-1.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,120992,88605,49341,43954,93294
0.5-1.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,118571,84742,58573,48466,107039
0.5-1.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,100576,72296,38622,42100,80722
0.5-1.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,105990,75362,40365,35288,75653
0.5-1.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,140848,101019,113195,38514,151709
0.5-1.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,129591,93569,138600,5491,144092
0.5-1.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,139148,101590,89131,60921,150053
0.5-1.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,210486,152412,113665,73744,187410
0.5-1.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,164258,120371,32660,79666,112327
0.5-1.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,110204,80288,68299,13543,81842
0.5-1.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,118412,85808,39434,36229,75662
0.5-1.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,159152,118677,36364,80900,117264
0.5-1.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,150381,113525,16379,89567,105946
0.5-1.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,176800,127463,42732,49976,92708
3.0-4.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,3,10,0,5,5
3.0-4.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,3,10,5,2,7
3.0-4.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,11,37,6,10,17
3.0-4.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,15,51,15,3,18
3.0-4.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0
3.0-4.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,10,34,3,15,18
3.0-4.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,3,0,2,2
3.0-4.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,17,60,28,13,40
3.0-4.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,36,125,66,21,87
3.0-4.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,8,26,12,10,21
3.0-4.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,11,38,5,19,24
3.0-4.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,48,166,181,17,198
3.0-4.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,53,185,287,3,291
3.0-4.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,4,0,4,4
3.0-4.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,70,244,72,83,156
3.0-4.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,12,40,0,25,25
3.0-4.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,51,175,110,32,142
3.0-4.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,3,0,2,2
3.0-4.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,1,3,2,0,2
3.0-4.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,67,230,12,159,171
3.0-4.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,2,7,2,2,4
3.0-4.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,2165,7452,544,5832,6376
3.0-4.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,364,1231,853,749,1603
3.0-4.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,640,2183,1233,808,2042
3.0-4.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,772,2623,632,1587,2218
3.0-4.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,903,3069,393,1438,1831
3.0-4.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,1995,6818,1700,3999,5699
3.0-4.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,847,2895,1552,831,2383
3.0-4.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,762,2631,1502,1001,2503
3.0-4.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,374,1281,485,683,1168
3.0-4.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,31,104,58,37,95
3.0-4.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,130,456,207,131,338
3.0-4.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,51,172,37,86,123
3.0-4.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,188,644,289,244,533
3.0-4.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,258,884,823,13,836
3.0-4.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,277,955,497,460,957
3.0-4.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,369,1254,951,203,1154
3.0-4.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,949,3262,791,1631,2422
3.0-4.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,468,1608,1429,322,1750
3.0-4.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,227,760,186,342,528
3.0-4.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,1843,6295,1093,4814,5908
3.0-4.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,1417,4809,607,3305,3912
3.0-4.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,405,1371,418,549,967
3.0-4.0,OTHERS,ADILABAD,532,TELANGANA,37,12509,43031,5872,34363,40235
3.0-4.0,OTHERS,NIZAMABAD,533,TELANGANA,37,7170,24558,20110,12695,32805
3.0-4.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,12715,43588,36905,9604,46509
3.0-4.0,OTHERS,MEDAK,535,TELANGANA,37,12057,41421,14731,21538,36269
3.0-4.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,9231,31738,5533,10863,16396
3.0-4.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,26664,91602,28842,50220,79062
3.0-4.0,OTHERS,NALGONDA,539,TELANGANA,37,22037,75742,44761,25680,70442
3.0-4.0,OTHERS,WARANGAL,540,TELANGANA,37,11805,40557,28886,12416,41302
3.0-4.0,OTHERS,KHAMMAM,541,TELANGANA,37,8518,29324,22725,13139,35864
3.0-4.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,4915,16889,18112,9503,27615
3.0-4.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,6486,22505,10519,12542,23061
3.0-4.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3103,10550,6558,5569,12127
3.0-4.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,7225,24781,27584,10229,37814
3.0-4.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,9541,32896,52450,2282,54732
3.0-4.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,12420,42669,39210,23526,62736
3.0-4.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,14884,51040,45170,19859,65029
3.0-4.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,24242,83503,23552,50573,74126
3.0-4.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,10359,35599,35177,8827,44004
3.0-4.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,14352,49117,13470,34014,47484
3.0-4.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,30626,105521,23600,77897,101497
3.0-4.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,35876,123279,20554,91789,112343
3.0-4.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,11844,40634,14521,14205,28725
3.0-4.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,6496,22278,703,17229,17932
3.0-4.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,250,842,515,477,992
3.0-4.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,230,800,454,163,617
3.0-4.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,667,2285,570,1536,2106
3.0-4.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,659,2256,540,858,1398
3.0-4.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,2007,6866,1694,3626,5319
3.0-4.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,1638,5605,2390,2331,4721
3.0-4.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,1790,6140,4499,2167,6666
3.0-4.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,4913,16844,5224,10739,15962
3.0-4.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,344,1169,323,590,913
3.0-4.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,907,3106,668,2300,2968
3.0-4.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,6314,21787,4555,13996,18551
3.0-4.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,2999,10349,2987,2470,5457
3.0-4.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,654,2250,1583,549,2132
3.0-4.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,150,514,155,276,431
3.0-4.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,313,1071,674,212,887
3.0-4.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,209,716,243,246,489
3.0-4.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,118,404,329,30,359
3.0-4.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,87,296,38,138,176
3.0-4.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,456,1558,115,1225,1340
3.0-4.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,885,3034,655,2181,2836
3.0-4.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,125,425,60,229,289
3.0-4.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,21173,72771,7119,57429,64548
3.0-4.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,7787,26641,21484,13923,35406
3.0-4.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,13585,46571,38593,10575,49168
3.0-4.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,13507,46366,15939,24671,40610
3.0-4.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,10808,37114,6481,13161,19642
3.0-4.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,30666,105287,32236,57844,90081
3.0-4.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,24532,84276,48707,28857,77564
3.0-4.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,14358,49332,34887,15586,50473
3.0-4.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,13822,47509,28462,24573,53035
3.0-4.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,5326,18288,18559,10151,28710
3.0-4.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,7531,26094,11406,14983,26389
3.0-4.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,9479,32548,11155,19670,30825
3.0-4.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,10460,35939,31041,12961,44002
3.0-4.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,10506,36215,55143,2847,57990
3.0-4.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,12848,44141,39862,24266,64128
3.0-4.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,15636,53609,46868,20358,67226
3.0-4.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,25412,87521,24586,52475,77061
3.0-4.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,10996,37786,37044,9210,46254
3.0-4.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,14667,50176,13694,34496,48189
3.0-4.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,32926,113377,24810,83937,108747
3.0-4.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,38245,131352,21828,97433,119261
3.0-4.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,12376,42437,15001,14984,29984
2.0-3.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,6,15,1,6,7
2.0-3.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,10,24,10,2,12
2.0-3.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,4,10,6,0,7
2.0-3.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,21,47,17,11,28
2.0-3.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,37,94,12,18,30
2.0-3.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,2,5,0,2,2
2.0-3.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,11,27,5,8,12
2.0-3.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,36,91,38,21,58
2.0-3.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,84,204,180,45,225
2.0-3.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,12,28,16,6,22
2.0-3.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,20,48,21,3,24
2.0-3.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,71,173,158,34,192
2.0-3.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,88,219,325,0,325
2.0-3.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,2,0,1,1
2.0-3.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,92,225,86,45,131
2.0-3.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,21,51,1,37,39
2.0-3.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,72,183,158,18,176
2.0-3.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,2,5,1,0,1
2.0-3.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,4,10,2,2,4
2.0-3.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,66,167,5,108,113
2.0-3.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,3,7,0,3,3
2.0-3.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,8827,19880,1477,16583,18060
2.0-3.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,1728,3990,2906,2500,5406
2.0-3.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,2567,5999,4677,1879,6556
2.0-3.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,3507,8189,2737,4900,7637
2.0-3.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,3198,7475,946,3891,4837
2.0-3.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,7998,18846,4805,11960,16765
2.0-3.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,3313,7819,3777,3094,6871
2.0-3.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,2713,6466,4388,2182,6570
2.0-3.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,1607,3701,2044,1765,3809
2.0-3.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,148,350,218,187,405
2.0-3.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,426,988,482,413,895
2.0-3.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,216,486,255,218,473
2.0-3.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,568,1359,1016,578,1593
2.0-3.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,975,2267,2824,49,2873
2.0-3.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,956,2269,1677,1225,2902
2.0-3.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,1120,2658,2019,609,2629
2.0-3.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,5007,11233,3203,5516,8719
2.0-3.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,2190,4996,4669,1297,5966
2.0-3.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,2036,4499,1615,1698,3313
2.0-3.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,6147,14372,2590,10709,13299
2.0-3.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,10414,23206,1889,19343,21232
2.0-3.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,2485,5646,1843,2242,4085
2.0-3.0,OTHERS,ADILABAD,532,TELANGANA,37,39249,90886,13011,73727,86737
2.0-3.0,OTHERS,NIZAMABAD,533,TELANGANA,37,23255,54826,47922,26969,74890
2.0-3.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,38276,91220,81556,21542,103098
2.0-3.0,OTHERS,MEDAK,535,TELANGANA,37,33905,80468,31720,42406,74127
2.0-3.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,24844,58940,11182,21984,33166
2.0-3.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,77598,185319,55278,105848,161126
2.0-3.0,OTHERS,NALGONDA,539,TELANGANA,37,57527,137211,85580,49517,135097
2.0-3.0,OTHERS,WARANGAL,540,TELANGANA,37,34115,81362,62084,23013,85098
2.0-3.0,OTHERS,KHAMMAM,541,TELANGANA,37,23470,55827,40869,26758,67627
2.0-3.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,14935,35750,39328,20403,59731
2.0-3.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,15783,37896,19929,20966,40895
2.0-3.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,9680,22607,15981,11591,27571
2.0-3.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,19685,46786,55584,18375,73960
2.0-3.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,24435,58214,97069,3318,100387
2.0-3.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,29567,71025,63952,42474,106426
2.0-3.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,40157,96105,89720,39749,129469
2.0-3.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,62026,146621,48478,85616,134093
2.0-3.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,26589,62871,64930,16200,81130
2.0-3.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,45056,106058,30701,69617,100319
2.0-3.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,72022,172226,39283,128952,168235
2.0-3.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,120864,280184,35088,224162,259251
2.0-3.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,39371,92660,31200,35445,66645
2.0-3.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,21510,49174,1299,40988,42287
2.0-3.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,1741,3935,3074,2133,5207
2.0-3.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,958,2225,1278,744,2022
2.0-3.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,2399,5555,1610,3493,5104
2.0-3.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,2635,6075,1394,2507,3901
2.0-3.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,7937,18626,4454,11087,15541
2.0-3.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,5981,14088,6449,5941,12389
2.0-3.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,6202,14709,12005,5008,17012
2.0-3.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,15500,36143,10709,23967,34676
2.0-3.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,1358,3164,811,1935,2746
2.0-3.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,2401,5686,1044,4512,5556
2.0-3.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,12921,31203,8773,19064,27837
2.0-3.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,6323,15032,5870,3992,9862
2.0-3.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,1852,4399,2950,1478,4428
