size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,sown_ar,current_fallows_ar,cultivated_ar,uncultivated-land_excluding_fallow,fallow_excluding_current-fallow,culturable_waste_land,uncultivated_land,land_not_for_cultivation
5.0-7.5,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,10562,63224,45477,7721,53197,21,5469,574,6065,3962
5.0-7.5,OTHERS,NELLORE,550,ANDHRA PRADESH,36,5364,32207,23559,6126,29685,362,700,528,1590,932
5.0-7.5,OTHERS,KADAPA,551,ANDHRA PRADESH,36,5102,30181,22763,5423,28187,64,884,106,1054,941
5.0-7.5,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,18686,112269,98029,13544,111572,13,408,23,444,252
5.0-7.5,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,18870,112921,94918,13985,108903,0,2514,25,2539,1479
5.0-7.5,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,4514,26965,16725,6633,23358,385,1770,258,2412,1194
5.0-7.5,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,2372,14197,10846,3336,14182,0,9,2,11,5
5.0-7.5,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,44,261,148,111,260,0,0,0,0,1
5.0-7.5,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,74,432,197,236,432,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,258,1531,1075,428,1504,0,21,0,21,5
5.0-7.5,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,196,1162,596,482,1078,20,47,2,69,14
5.0-7.5,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,647,3879,2519,1321,3840,0,32,0,32,8
5.0-7.5,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,561,3326,2144,816,2959,90,177,11,277,90
5.0-7.5,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,689,4153,3008,1124,4132,13,6,0,19,2
5.0-7.5,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,1676,9964,8315,1501,9816,33,74,1,109,39
5.0-7.5,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,119,699,404,296,699,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,314,1877,1718,156,1873,2,0,1,2,1
5.0-7.5,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3638,21890,16653,4874,21528,5,286,0,292,71
5.0-7.5,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,1885,11338,3959,5021,8980,78,1682,139,1900,459
5.0-7.5,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,334,1992,1706,285,1992,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,39,238,166,72,238,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,73,426,191,234,425,0,1,0,1,0
5.0-7.5,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,48,276,156,97,253,0,17,1,18,6
5.0-7.5,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,28,166,115,52,166,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,22,128,82,46,128,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,192,1135,891,244,1135,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,302,1780,1334,349,1682,0,78,0,78,19
5.0-7.5,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,29,166,114,31,145,4,13,1,17,4
5.0-7.5,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,9530,57118,48036,8920,56956,0,35,58,93,69
5.0-7.5,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,2515,14984,12403,2262,14665,3,84,4,91,228
5.0-7.5,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,5397,32207,22198,9725,31923,60,110,8,178,106
5.0-7.5,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,6365,38185,28221,6690,34911,48,1496,49,1593,1681
5.0-7.5,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,4913,29558,13683,12878,26561,423,1274,156,1853,1144
5.0-7.5,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,14101,84707,65371,18588,83959,5,486,0,490,258
5.0-7.5,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,10915,65198,41979,18140,60119,1052,1820,292,3165,1914
5.0-7.5,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,6252,37520,26725,10012,36737,87,402,62,551,232
5.0-7.5,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,5881,35101,31122,3525,34646,33,270,1,305,150
5.0-7.5,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,1918,11354,10518,836,11354,0,0,0,0,0
5.0-7.5,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,2858,17046,14362,2460,16822,73,28,44,145,79
5.0-7.5,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,5006,29978,23891,5537,29427,44,349,6,399,152
5.0-7.5,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,4600,27449,18477,6093,24570,164,1898,139,2202,677
5.0-7.5,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,4664,27852,25522,2260,27782,3,0,0,3,68
5.0-7.5,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,5102,30569,29396,1024,30420,0,22,0,22,126
5.0-7.5,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,5327,31322,27377,3814,31191,1,82,0,84,47
5.0-7.5,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,10827,64768,46320,8143,54463,21,5684,597,6301,4003
5.0-7.5,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,5562,33390,24323,6479,30803,363,740,536,1640,948
5.0-7.5,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,5187,30674,23052,5626,28677,64,887,106,1056,941
5.0-7.5,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,19789,118732,102950,15075,118026,14,412,24,450,255
5.0-7.5,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,19727,117990,98740,15035,113775,0,2689,25,2714,1502
5.0-7.5,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,4647,27759,17238,6850,24088,393,1814,258,2466,1205
4.0-5.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,2,9,5,5,9,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,2,8,2,6,8,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,3,14,7,7,14,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,10,44,17,27,44,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,15,67,28,27,55,2,3,1,6,6
4.0-5.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,4,17,11,6,17,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,7,32,22,10,32,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,37,165,104,61,165,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,7,32,19,13,32,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,17,75,41,33,75,0,1,0,1,0
4.0-5.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,37,163,106,54,159,0,2,0,2,2
4.0-5.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,53,237,153,83,236,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,81,364,245,119,364,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,12,54,36,18,54,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,26,113,82,31,113,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,4,2,2,4,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,6,26,13,13,26,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,59,269,217,46,263,0,6,0,6,0
4.0-5.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,1,5,2,2,5,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,1093,4811,4196,606,4802,0,0,3,3,6
4.0-5.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,130,573,450,121,571,0,0,0,0,2
4.0-5.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,306,1344,932,412,1344,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,318,1403,1136,210,1347,0,57,0,57,0
4.0-5.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,345,1527,883,595,1478,4,20,2,26,24
4.0-5.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,1162,5158,4093,1050,5144,0,15,0,15,0
4.0-5.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,393,1739,1092,631,1723,2,11,0,13,3
4.0-5.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,575,2554,1805,714,2519,2,25,0,28,7
4.0-5.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,259,1133,823,306,1129,0,4,0,4,0
4.0-5.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,17,75,42,34,75,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,73,320,177,143,320,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,36,159,100,41,142,0,18,0,18,0
4.0-5.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,101,450,312,126,438,3,6,0,9,3
4.0-5.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,100,443,286,156,443,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,180,796,551,244,796,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,220,967,540,427,967,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,338,1481,872,318,1190,0,291,0,291,0
4.0-5.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,229,999,635,282,917,27,28,0,55,27
4.0-5.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,74,328,191,118,309,0,19,0,19,0
4.0-5.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,1135,5063,4138,906,5044,1,10,2,14,5
4.0-5.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,585,2598,1953,583,2537,0,61,0,61,0
4.0-5.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,131,578,343,170,513,4,51,0,55,10
4.0-5.0,OTHERS,ADILABAD,532,TELANGANA,37,6692,29659,26691,2894,29584,1,0,46,47,29
4.0-5.0,OTHERS,NIZAMABAD,533,TELANGANA,37,2968,13100,11057,1749,12806,2,77,3,82,212
4.0-5.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,6545,29009,21741,7048,28788,29,80,21,131,90
4.0-5.0,OTHERS,MEDAK,535,TELANGANA,37,6313,27952,21381,4024,25405,60,1169,50,1279,1268
4.0-5.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,4732,20941,9830,9246,19076,268,800,101,1168,696
4.0-5.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,14749,65567,52551,12678,65229,0,206,0,206,133
4.0-5.0,OTHERS,NALGONDA,539,TELANGANA,37,11525,51062,34502,13241,47744,736,1074,262,2071,1247
4.0-5.0,OTHERS,WARANGAL,540,TELANGANA,37,6739,29915,21804,7629,29434,18,271,36,325,156
4.0-5.0,OTHERS,KHAMMAM,541,TELANGANA,37,5118,22606,20708,1591,22299,0,195,0,195,111
4.0-5.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,2590,11459,11066,392,11459,0,0,0,0,0
4.0-5.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,3260,14454,12144,2019,14163,101,3,65,169,123
4.0-5.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1502,6615,6035,348,6383,16,100,1,117,116
4.0-5.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,3504,15456,14650,541,15191,28,98,0,126,140
4.0-5.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,4710,20810,20142,503,20645,2,8,0,10,155
4.0-5.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,6321,27986,27245,698,27944,0,0,0,0,42
4.0-5.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,7419,32906,29192,3702,32894,0,8,0,8,4
4.0-5.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,11581,51353,37884,6047,43931,13,4157,403,4573,2850
4.0-5.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,5665,25101,18890,4116,23006,346,558,418,1322,773
4.0-5.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,6462,28666,22229,4972,27201,5,693,36,734,731
4.0-5.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,18829,83777,74308,9206,83514,12,144,14,170,93
4.0-5.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,19378,85789,74426,8385,82812,3,1824,24,1851,1126
4.0-5.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,5318,23533,15091,5591,20682,264,1416,174,1854,998
4.0-5.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,3925,16969,13452,3470,16922,0,35,1,36,10
4.0-5.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,70,309,186,120,306,0,0,0,0,2
4.0-5.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,140,618,390,228,618,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,258,1152,933,178,1111,1,31,0,32,8
4.0-5.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,286,1265,771,369,1141,59,49,2,110,14
4.0-5.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,1055,4664,3040,1619,4659,0,4,0,4,1
4.0-5.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,726,3214,2262,695,2957,6,163,9,178,79
4.0-5.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,1152,5130,4204,896,5100,1,17,4,22,8
4.0-5.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,2565,11207,9397,1673,11071,17,82,4,103,34
4.0-5.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,170,752,431,321,752,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,412,1806,1568,236,1804,1,0,0,2,1
4.0-5.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,3508,15596,12751,2302,15053,3,433,0,436,107
4.0-5.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,1851,8225,3155,3743,6898,8,1000,55,1062,265
4.0-5.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,369,1641,1264,377,1641,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,64,284,145,139,284,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,159,704,517,187,704,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,68,301,194,89,282,0,15,0,15,4
4.0-5.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,56,247,150,83,233,7,0,3,10,4
4.0-5.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,41,184,105,79,184,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,289,1278,848,429,1278,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,317,1389,1060,281,1342,0,38,0,38,9
4.0-5.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,37,164,100,53,152,2,7,0,9,2
4.0-5.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,11712,51449,44343,6975,51318,1,36,50,86,44
4.0-5.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,3170,13990,11695,1997,13692,2,77,3,82,217
4.0-5.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,6994,30985,23070,7695,30764,29,80,21,131,90
4.0-5.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,6899,30551,23467,4439,27906,61,1257,50,1368,1277
4.0-5.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,5378,23800,11512,10238,21750,333,871,106,1310,740
4.0-5.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,16966,75389,59684,15347,75031,0,224,0,224,134
4.0-5.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,12648,56031,37867,14574,52441,744,1247,271,2262,1329
4.0-5.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,8466,37599,27814,9239,37053,21,313,41,375,171
4.0-5.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,7949,34978,30950,3581,34531,17,282,4,302,145
4.0-5.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,2814,12451,11643,808,12451,0,0,0,0,0
4.0-5.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,3752,16613,13908,2411,16319,101,4,65,170,123
4.0-5.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,5063,22446,18928,2724,21652,19,551,1,571,223
4.0-5.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,5493,24295,18222,4465,22687,38,1106,55,1199,409
4.0-5.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,5232,23131,21845,1120,22965,2,8,0,10,156
4.0-5.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,6565,29066,27942,1082,29023,0,0,0,0,42
4.0-5.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,7879,34941,30494,4435,34929,0,8,0,8,4
4.0-5.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,11999,53189,38985,6472,45457,13,4463,403,4879,2854
4.0-5.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,5976,26460,19757,4512,24269,380,586,421,1387,804
4.0-5.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,6578,29182,22527,5171,27699,5,711,36,753,731
4.0-5.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,20259,90144,79307,10554,89861,14,154,16,184,99
4.0-5.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,20339,90044,77657,9296,86953,3,1929,24,1956,1136
4.0-5.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,5487,24280,15536,5816,21352,270,1474,174,1918,1010
10.0-20.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,4,52,26,26,52,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,6,78,34,24,57,0,20,0,20,0
10.0-20.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,2,24,12,12,24,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,24,365,158,208,365,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,29,390,127,198,324,11,19,8,38,27
10.0-20.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,3,51,16,35,51,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,13,200,87,56,144,21,35,0,57,0
10.0-20.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,16,211,126,86,211,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,47,657,397,260,657,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,20,283,169,114,283,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,12,184,112,71,183,1,0,0,1,0
10.0-20.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,43,603,382,221,603,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,59,784,487,296,783,0,0,0,0,1
10.0-20.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,3,39,21,18,39,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,98,1332,866,466,1332,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,18,248,159,89,248,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,70,1037,593,411,1004,0,34,0,34,0
10.0-20.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,18,16,2,18,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,8,117,43,74,117,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,75,1013,768,244,1013,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,11,150,73,77,150,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,149,1871,1326,545,1871,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,11,153,94,60,153,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,21,269,160,109,269,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,35,466,298,168,466,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,28,347,147,200,347,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,96,1204,697,507,1204,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,31,368,197,156,353,4,2,2,8,7
10.0-20.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,61,770,510,230,739,0,31,0,31,0
10.0-20.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,22,269,165,99,264,0,5,0,5,0
10.0-20.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,5,54,54,0,54,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,7,81,40,40,81,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,14,173,87,87,173,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,17,214,166,47,214,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,22,315,240,75,315,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,32,438,225,213,438,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,37,441,132,122,255,0,178,0,178,8
10.0-20.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,32,440,310,131,440,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,21,253,155,98,253,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,51,636,445,191,636,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,55,763,435,328,763,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,17,244,141,66,207,3,8,3,14,23
10.0-20.0,OTHERS,ADILABAD,532,TELANGANA,37,1284,16562,13068,3425,16493,5,5,35,45,24
10.0-20.0,OTHERS,NIZAMABAD,533,TELANGANA,37,364,4694,3129,1255,4384,46,101,14,161,149
10.0-20.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,900,11498,6915,4500,11416,24,32,1,58,25
10.0-20.0,OTHERS,MEDAK,535,TELANGANA,37,1467,18877,12750,4422,17171,22,773,8,803,902
10.0-20.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,1138,14870,5067,7942,13009,228,833,102,1163,697
10.0-20.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,3016,39558,27212,11769,38981,0,354,0,354,223
10.0-20.0,OTHERS,NALGONDA,539,TELANGANA,37,1924,24188,14068,7729,21797,672,794,162,1627,764
10.0-20.0,OTHERS,WARANGAL,540,TELANGANA,37,1277,16713,10518,5677,16196,152,186,44,382,136
10.0-20.0,OTHERS,KHAMMAM,541,TELANGANA,37,757,9672,8398,1172,9569,0,65,0,65,37
