size_class,social_group,district_name,district_code,state_name,state_code,holding_no,holding_ar,holding_whly_irri_no,holding_whly_irri_ar,holding_whly_rain_no,holding_whly_rain_ar,holding_prtly_irri_no,holding_prtly_irri_tot-ar,holding_prtly_irri_irri-ar,holding_recve_irri_no,holding_recve_irri_irri-ar
4.0-5.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,5063,22446,900,3554,2120,7895,2043,7479,2876,2943,6429
4.0-5.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,5493,24295,2367,9619,2187,5652,764,2951,1421,3131,11040
4.0-5.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,5232,23131,4596,19790,334,1438,139,617,391,4735,20181
4.0-5.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,6565,29066,3495,15021,1911,8205,1081,4715,2026,4576,17047
4.0-5.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,7879,34941,4484,19024,1875,7904,850,3566,2145,5334,21169
4.0-5.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,11999,53189,1721,5069,6677,22225,3042,11691,5254,4763,10323
4.0-5.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,5976,26460,3481,12952,1339,5371,393,1433,618,3874,13571
4.0-5.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,6578,29182,1310,4154,3397,12940,1443,5433,2182,2753,6336
4.0-5.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,20259,90144,3724,14276,13466,54082,2691,10949,4022,6415,18298
4.0-5.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,20339,90044,1345,5277,12139,49840,6142,22539,8489,7487,13766
4.0-5.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,5487,24280,1037,3372,1157,3127,2933,9037,4154,3970,7526
10.0-20.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,4,52,0,0,4,26,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,6,78,5,34,0,0,0,0,0,5,34
10.0-20.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,2,24,2,12,0,0,0,0,0,2,12
10.0-20.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,24,365,6,56,16,99,2,2,1,8,58
10.0-20.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,29,390,5,24,4,24,14,79,57,19,80
10.0-20.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,3,51,1,9,1,7,0,0,0,1,9
10.0-20.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,13,200,2,18,2,11,9,58,33,11,51
10.0-20.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,16,211,8,53,5,32,3,41,16,11,69
10.0-20.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,47,657,23,193,9,65,11,138,81,34,274
10.0-20.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,20,283,9,63,4,24,6,82,12,15,76
10.0-20.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,12,184,6,51,5,49,1,11,5,7,56
10.0-20.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,43,603,36,312,6,58,1,12,12,37,324
10.0-20.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,59,784,53,465,0,0,2,22,7,55,472
10.0-20.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,3,39,0,0,2,14,1,8,5,1,5
10.0-20.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,98,1332,41,452,46,414,0,0,0,41,452
10.0-20.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,18,248,2,14,16,145,0,0,0,2,14
10.0-20.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,70,1037,55,457,10,135,0,0,0,55,457
10.0-20.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,1,18,0,0,1,16,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,8,117,3,27,4,9,1,8,6,4,32
10.0-20.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,75,1013,1,15,50,456,23,296,32,24,48
10.0-20.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,11,150,2,15,9,58,0,0,0,2,15
10.0-20.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,149,1871,4,22,126,1136,15,168,80,19,102
10.0-20.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,11,153,4,33,5,37,2,23,2,6,35
10.0-20.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,21,269,11,79,0,0,9,82,82,20,160
10.0-20.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,35,466,6,40,27,229,2,29,5,8,45
10.0-20.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,28,347,10,68,11,62,5,18,13,15,81
10.0-20.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,96,1204,13,107,63,473,10,117,52,23,159
10.0-20.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,31,368,13,83,7,40,8,74,43,21,126
10.0-20.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,61,770,12,77,24,216,25,216,118,37,195
10.0-20.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,22,269,10,78,10,65,2,22,12,12,90
10.0-20.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,5,54,0,0,2,18,3,36,25,3,25
10.0-20.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,7,81,4,22,3,18,0,0,0,4,22
10.0-20.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,14,173,8,53,6,34,0,0,0,8,53
10.0-20.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,17,214,16,158,1,8,0,0,0,16,158
10.0-20.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,22,315,11,136,11,104,0,0,0,11,136
10.0-20.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,32,438,31,220,1,5,0,0,0,31,220
10.0-20.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,37,441,8,45,29,88,0,0,0,8,45
10.0-20.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,32,440,19,123,11,158,2,29,26,21,149
10.0-20.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,21,253,2,12,8,47,11,96,38,13,50
10.0-20.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,51,636,5,39,35,277,11,129,68,16,107
10.0-20.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,55,763,1,7,51,391,3,37,9,4,16
10.0-20.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,17,244,4,30,2,14,11,96,36,15,66
10.0-20.0,OTHERS,ADILABAD,532,TELANGANA,37,1284,16562,75,713,828,9737,250,2618,938,325,1651
10.0-20.0,OTHERS,NIZAMABAD,533,TELANGANA,37,364,4694,164,1575,69,609,105,946,348,269,1923
10.0-20.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,900,11498,404,3731,63,602,278,2583,1985,682,5716
10.0-20.0,OTHERS,MEDAK,535,TELANGANA,37,1467,18877,309,2338,699,7725,343,2687,1226,652,3564
10.0-20.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,1138,14870,277,1100,312,1650,371,2317,869,648,1969
10.0-20.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,3016,39558,394,3632,965,9158,1503,14422,5549,1897,9181
10.0-20.0,OTHERS,NALGONDA,539,TELANGANA,37,1924,24188,435,3495,199,1616,1116,8956,3982,1551,7478
10.0-20.0,OTHERS,WARANGAL,540,TELANGANA,37,1277,16713,413,4030,346,4338,275,2151,1122,688,5151
10.0-20.0,OTHERS,KHAMMAM,541,TELANGANA,37,757,9672,226,2417,271,3238,249,2743,1028,475,3445
10.0-20.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,279,3516,103,1090,81,982,92,1074,516,195,1606
10.0-20.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,432,5615,109,903,162,1653,161,1538,579,270,1482
10.0-20.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,238,3069,150,1320,64,623,24,269,118,174,1438
10.0-20.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,404,5275,179,1722,116,1016,100,1240,645,279,2368
10.0-20.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,636,7891,496,5538,51,591,35,446,255,531,5793
10.0-20.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,580,7290,194,1997,238,2742,135,1565,542,329,2539
10.0-20.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,364,4635,242,2376,83,758,22,144,93,264,2469
10.0-20.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,1846,23281,214,1029,888,7315,676,6574,2259,890,3288
10.0-20.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,1659,21300,621,5750,590,6278,171,1756,826,792,6576
10.0-20.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,796,9816,121,672,395,3707,237,2403,923,358,1595
10.0-20.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,3776,47700,559,4885,2236,25099,938,10747,3852,1497,8737
10.0-20.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,3835,50212,222,2766,1928,22669,1499,16489,5555,1721,8321
10.0-20.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,890,11490,143,1450,229,1500,439,3310,1180,582,2630
10.0-20.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,343,4396,15,99,246,2642,9,100,49,24,148
10.0-20.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,6,79,4,26,1,6,1,9,1,5,27
10.0-20.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,12,139,8,44,1,5,3,30,23,11,67
10.0-20.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,43,556,5,37,38,407,0,0,0,5,37
10.0-20.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,45,602,11,69,34,234,0,0,0,11,69
10.0-20.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,86,1155,12,75,49,324,18,189,50,30,125
10.0-20.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,39,478,17,129,10,61,12,92,33,29,161
10.0-20.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,169,2241,107,1151,45,468,16,120,73,123,1223
10.0-20.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,263,3407,39,434,169,1607,24,266,63,63,497
10.0-20.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,19,230,7,44,9,49,3,15,2,10,46
10.0-20.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,47,590,9,79,18,183,20,278,120,29,200
10.0-20.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,740,9468,39,365,214,2124,487,3374,930,526,1296
10.0-20.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,425,5364,41,438,306,826,70,329,133,111,571
10.0-20.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,58,724,44,518,14,165,0,0,0,44,518
10.0-20.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,6,74,6,37,0,0,0,0,0,6,37
10.0-20.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,7,88,7,44,0,0,0,0,0,7,44
10.0-20.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,3,40,2,13,0,0,0,0,0,2,13
10.0-20.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,6,79,5,34,1,0,0,0,0,5,34
10.0-20.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,5,57,1,5,4,23,0,0,0,1,5
10.0-20.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,18,209,3,18,13,94,2,21,8,5,26
10.0-20.0,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,37,462,0,0,29,252,8,76,15,8,15
10.0-20.0,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,3,33,0,0,0,0,3,23,4,3,4
10.0-20.0,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,1780,22881,94,834,1204,13541,274,2886,1066,368,1900
10.0-20.0,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,387,5004,177,1668,75,652,108,978,351,285,2019
10.0-20.0,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,935,11931,425,3866,64,607,290,2695,2090,715,5956
10.0-20.0,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,1569,20264,326,2471,780,8460,347,2717,1232,673,3703
10.0-20.0,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,1240,16209,303,1260,361,1970,390,2414,939,693,2200
10.0-20.0,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,3201,41967,420,3823,1078,9962,1531,14728,5651,1951,9474
10.0-20.0,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,2007,25235,467,3725,218,1729,1145,9181,4092,1612,7816
10.0-20.0,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,1507,19725,532,5258,415,5022,316,2487,1312,848,6570
10.0-20.0,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,1058,13559,283,2982,455,4941,278,3071,1120,561,4102
10.0-20.0,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,345,4403,133,1327,99,1096,106,1226,599,239,1927
10.0-20.0,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,504,6542,127,1046,186,1879,190,1935,737,317,1783
10.0-20.0,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,997,12802,199,1759,286,2814,512,3654,1053,711,2812
10.0-20.0,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,886,11415,264,2526,434,1933,171,1581,791,435,3316
10.0-20.0,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,770,9612,609,6679,66,764,37,468,262,646,6940
10.0-20.0,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,611,7718,211,2170,251,2859,136,1573,548,347,2718
10.0-20.0,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,501,6493,321,3092,130,1178,22,144,93,343,3185
10.0-20.0,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,1904,24010,226,1101,933,7548,676,6574,2259,902,3360
10.0-20.0,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,1767,22856,700,6364,612,6571,173,1785,852,873,7216
10.0-20.0,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,823,10144,124,689,408,3794,248,2499,962,372,1650
10.0-20.0,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,3853,48661,570,4969,2288,25479,952,10905,3934,1522,8903
10.0-20.0,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,4002,52450,224,2789,2058,23768,1533,16898,5611,1757,8400
10.0-20.0,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,921,11917,149,1495,240,1573,453,3429,1220,602,2716
7.5-10.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,2,19,1,5,1,4,0,0,0,1,5
7.5-10.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,2,18,1,5,0,0,1,8,2,2,7
7.5-10.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,1,9,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,10,84,2,8,5,22,2,4,2,4,10
7.5-10.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,9,74,6,24,3,13,0,0,0,6,24
7.5-10.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,9,80,5,35,4,18,0,0,0,5,35
7.5-10.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,12,108,8,37,4,29,0,0,0,8,37
7.5-10.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,37,313,18,99,5,29,13,105,53,31,152
7.5-10.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,131,4,17,5,36,6,35,10,10,27
7.5-10.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,10,87,6,26,4,35,0,0,0,6,26
7.5-10.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,31,256,29,158,2,9,0,0,0,29,158
7.5-10.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,37,324,33,210,1,4,0,0,0,33,210
7.5-10.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,2,17,1,8,1,5,0,0,0,1,8
7.5-10.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,79,690,33,239,36,223,5,42,32,38,270
7.5-10.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,13,116,1,4,5,9,7,37,24,8,28
7.5-10.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,30,263,26,128,3,22,0,0,0,26,128
7.5-10.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,6,53,3,22,2,6,1,9,3,4,25
7.5-10.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,72,627,2,18,59,360,11,83,18,13,36
7.5-10.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,3,29,0,0,3,11,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,231,1967,10,46,204,1405,10,67,21,20,67
7.5-10.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,18,153,11,47,5,20,0,0,0,11,47
7.5-10.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,37,311,16,83,18,76,3,24,15,19,98
7.5-10.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,65,554,8,42,48,278,2,19,5,10,47
7.5-10.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,53,454,7,30,33,151,12,40,19,19,49
7.5-10.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,202,1717,42,197,145,827,10,66,33,52,230
7.5-10.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,64,542,24,92,29,128,9,52,19,33,111
7.5-10.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,132,1128,46,260,28,185,56,356,136,102,395
7.5-10.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,43,366,11,75,20,92,12,90,41,23,116
7.5-10.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,2,18,2,9,0,0,0,0,0,2,9
7.5-10.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,15,129,8,34,4,18,3,20,18,11,52
7.5-10.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,6,54,4,18,1,4,1,9,8,5,27
7.5-10.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,18,155,11,49,7,24,0,0,0,11,49
7.5-10.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,26,217,24,163,0,0,0,0,0,24,163
7.5-10.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,28,240,20,109,8,45,0,0,0,20,109
7.5-10.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,48,409,45,213,3,14,0,0,0,45,213
7.5-10.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,52,434,13,54,36,161,3,12,3,16,57
7.5-10.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,43,364,33,164,10,68,0,0,0,33,164
7.5-10.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,11,95,2,8,7,30,1,8,2,3,10
7.5-10.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,157,1329,23,128,110,631,24,169,63,47,191
7.5-10.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,88,755,7,38,74,370,7,43,15,14,53
7.5-10.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,19,164,9,39,5,21,5,38,6,14,45
7.5-10.0,OTHERS,ADILABAD,532,TELANGANA,37,1893,16157,91,615,1253,9915,402,3222,1291,493,1906
7.5-10.0,OTHERS,NIZAMABAD,533,TELANGANA,37,591,5048,286,1815,97,693,180,1323,474,466,2289
7.5-10.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,1386,11798,662,4514,85,505,349,2282,1733,1011,6247
7.5-10.0,OTHERS,MEDAK,535,TELANGANA,37,2020,17260,374,2049,922,6710,574,3446,1589,948,3638
7.5-10.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,1436,12257,295,928,590,2654,332,1427,641,627,1569
7.5-10.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,4569,39154,584,3708,1499,9704,2153,14948,6393,2737,10101
7.5-10.0,OTHERS,NALGONDA,539,TELANGANA,37,3081,26268,924,4963,317,1600,1523,8710,3685,2447,8648
7.5-10.0,OTHERS,WARANGAL,540,TELANGANA,37,1903,16164,576,4043,394,3252,629,3766,1641,1205,5685
7.5-10.0,OTHERS,KHAMMAM,541,TELANGANA,37,1269,10914,475,3566,331,2517,451,3602,1668,926,5234
7.5-10.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,446,3750,200,1459,71,567,173,1367,638,373,2097
7.5-10.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,733,6262,162,848,252,1644,299,1999,990,461,1838
7.5-10.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,375,3155,227,1341,72,438,76,622,276,303,1616
7.5-10.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,656,5580,328,2259,186,1174,133,1094,430,461,2689
7.5-10.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,1093,9306,931,7310,74,586,21,167,99,952,7409
7.5-10.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,1194,10108,467,3701,419,3393,280,2384,969,747,4669
7.5-10.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,1054,8916,554,3672,279,1918,148,1073,701,702,4374
7.5-10.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,3144,26879,348,1761,1609,9118,1061,7338,2784,1409,4545
7.5-10.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,2063,17566,938,6232,588,4761,269,2012,976,1207,7208
7.5-10.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,1169,9938,181,843,650,4974,299,1985,832,480,1675
7.5-10.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,5997,51264,827,5443,3625,27524,1498,11650,3617,2325,9060
7.5-10.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,5571,47707,439,3365,3046,23788,1880,13197,4426,2319,7791
7.5-10.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,1352,11506,239,1196,308,1621,738,4226,1717,977,2913
7.5-10.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,621,5271,15,92,471,3592,7,36,2,22,94
7.5-10.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,10,88,5,27,5,26,0,0,0,5,27
7.5-10.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,14,116,11,68,3,13,0,0,0,11,68
7.5-10.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,56,476,6,29,50,312,0,0,0,6,29
7.5-10.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,42,356,13,50,24,102,5,13,6,18,56
7.5-10.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,176,1488,10,45,79,375,73,437,144,83,190
7.5-10.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,128,1079,41,116,39,170,25,151,97,66,212
7.5-10.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,298,2536,164,1097,56,396,62,380,177,226,1275
7.5-10.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,399,3397,50,279,254,1787,79,576,254,129,533
7.5-10.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,26,222,5,25,1,4,20,108,38,25,62
7.5-10.0,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,90,749,4,17,53,388,33,268,123,37,140
7.5-10.0,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1109,9464,83,648,406,2715,620,3296,1067,703,1715
7.5-10.0,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,600,5120,81,477,442,1006,68,217,78,149,555
7.5-10.0,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,75,641,50,396,17,131,2,14,8,52,404
7.5-10.0,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,8,64,4,16,4,15,0,0,0,4,16
7.5-10.0,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,21,172,18,91,3,12,0,0,0,18,91
7.5-10.0,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,13,116,4,14,7,56,1,8,4,5,18
7.5-10.0,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,12,101,8,33,4,35,0,0,0,8,33
7.5-10.0,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,3,24,1,4,1,4,1,8,1,2,5
7.5-10.0,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,58,501,6,30,51,291,1,6,2,7,32
