size_class,social_group,district_name,district_code,state_name,state_code,holding_total_no,holding_total_area,holding_in_village-in-compelete_no,holding_in_village-in-compelete_area,holding_in_village-in-partly-out-partly_no,holding_in_village-in-partly-out-partly_area,holding_in_village-out-completely_no,holding_in_village-out-completely_area,holding_out_tehsil_no,holding_out_tehsil_area
20.0 & ABOVE,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,4,103,3,81,0,0,1,22,0,0
20.0 & ABOVE,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,350,11906,313,10530,4,91,33,1285,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,47,1591,46,1559,0,0,0,0,1,32
20.0 & ABOVE,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,146,4950,139,4672,0,0,7,278,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,240,8764,229,8508,3,75,8,181,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,175,5127,175,5127,0,0,0,0,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,379,11934,356,10963,0,0,23,971,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,195,7065,185,6814,5,132,5,119,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,347,11428,336,11077,0,0,11,350,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,212,9260,202,8973,5,131,0,0,5,155
20.0 & ABOVE,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,100,4395,90,4045,10,349,0,0,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,99,3363,90,3150,7,174,2,39,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,83,2857,83,2857,0,0,0,0,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,134,4565,132,4499,2,66,0,0,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,80,3038,77,2919,0,0,0,0,3,119
20.0 & ABOVE,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,72,2274,70,2242,0,0,2,32,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,117,5694,117,5694,0,0,0,0,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,188,5877,176,5475,8,300,4,102,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,238,9420,212,8611,12,284,13,456,1,69
20.0 & ABOVE,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,50,2355,50,2355,0,0,0,0,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,261,10470,249,10137,12,333,0,0,0,0
20.0 & ABOVE,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,424,14504,417,14324,1,23,5,137,1,21
20.0 & ABOVE,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,148,5839,140,5583,5,180,0,0,3,76
Below 0.5,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,14,4,14,4,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,15,4,15,4,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,1,0,1,0,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,MEDAK,535,TELANGANA,37,23,9,21,8,0,0,2,1,0,0
Below 0.5,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,3,1,3,1,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,1,0,1,0,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,25,6,25,6,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,2,1,2,1,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,9,3,8,2,0,0,1,0,0,0
Below 0.5,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,41,15,41,15,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,4,1,4,1,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,52,14,52,14,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,256,60,237,57,0,0,19,2,0,0
Below 0.5,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,143,41,135,39,0,0,5,1,3,1
Below 0.5,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,7,2,7,2,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,16,4,16,4,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,8,3,8,3,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,37,9,37,9,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,2,0,2,0,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,74,23,74,23,0,0,0,0,0,0
Below 0.5,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,0,0,0,0,0,0,0,0,0,0
Below 0.5,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,27860,7194,26669,6854,0,0,1191,340,0,0
Below 0.5,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,32389,9171,30040,8461,115,39,2234,671,0,0
Below 0.5,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,53893,13581,51993,13066,18,7,1882,508,0,0
Below 0.5,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,54402,13355,52754,12927,82,27,1566,401,0,0
Below 0.5,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,20453,5653,19706,5440,53,16,694,197,0,0
Below 0.5,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,52850,13806,50800,13241,30,8,2020,556,0,0
Below 0.5,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,44621,11269,43619,10979,3,1,999,289,0,0
Below 0.5,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,46586,11541,45433,11251,50,19,1103,271,0,0
Below 0.5,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,25926,6764,23768,6161,409,100,1749,502,0,0
Below 0.5,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,20820,4478,18687,4010,131,38,2002,429,0,0
Below 0.5,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,14612,3369,13147,3002,67,23,1398,345,0,0
Below 0.5,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,6496,1686,6391,1655,9,3,96,28,0,0
Below 0.5,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,50970,10531,48108,9889,101,31,2761,611,0,0
Below 0.5,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,32978,8154,30188,7403,57,24,2733,728,0,0
Below 0.5,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,34744,8463,31821,7663,62,23,2134,609,727,167
Below 0.5,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,34152,9038,31943,8448,15,6,2194,584,0,0
Below 0.5,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,33565,9327,31179,8605,14,5,1992,605,380,111
Below 0.5,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,52898,13439,49638,12587,27,8,3135,813,98,30
Below 0.5,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,15238,4442,13758,4029,8,3,1365,367,107,43
Below 0.5,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,21154,6841,18527,6003,9,4,2492,786,126,49
Below 0.5,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,15192,4823,14185,4523,6,2,918,267,83,31
Below 0.5,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,48943,12497,44377,11434,141,43,4336,1000,89,21
Below 0.5,OTHERS,ADILABAD,532,TELANGANA,37,97929,25117,92582,23587,81,28,5266,1502,0,0
Below 0.5,OTHERS,NIZAMABAD,533,TELANGANA,37,143661,38735,126843,34104,295,97,16523,4533,0,0
Below 0.5,OTHERS,KARIMNAGAR,534,TELANGANA,37,212595,55466,205458,53486,82,27,7055,1953,0,0
Below 0.5,OTHERS,MEDAK,535,TELANGANA,37,224181,54025,213240,51315,307,99,10634,2611,0,0
Below 0.5,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,78342,22304,75643,21499,68,22,2631,783,0,0
Below 0.5,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,242235,61655,229903,58262,95,29,12237,3364,0,0
Below 0.5,OTHERS,NALGONDA,539,TELANGANA,37,182175,49350,175329,47339,86,26,6760,1984,0,0
Below 0.5,OTHERS,WARANGAL,540,TELANGANA,37,192585,47874,183211,45415,256,90,9118,2370,0,0
Below 0.5,OTHERS,KHAMMAM,541,TELANGANA,37,92362,26551,84916,24260,191,66,7255,2225,0,0
Below 0.5,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,270668,63781,239170,56291,2753,947,28745,6543,0,0
Below 0.5,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,213638,48037,192528,42841,1714,561,19396,4634,0,0
Below 0.5,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,219266,51993,206216,48940,890,284,12160,2769,0,0
Below 0.5,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,360241,89144,313810,77018,1152,417,45279,11708,0,0
Below 0.5,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,257762,69196,230948,61567,614,222,26166,7397,34,10
Below 0.5,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,215688,61230,188684,53264,295,105,19473,5593,7236,2268
Below 0.5,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,283640,84223,256099,75684,201,78,27340,8461,0,0
Below 0.5,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,175366,50662,149070,42930,117,49,18128,5170,8051,2512
Below 0.5,OTHERS,NELLORE,550,ANDHRA PRADESH,36,130240,34378,121273,31949,137,48,8416,2235,414,146
Below 0.5,OTHERS,KADAPA,551,ANDHRA PRADESH,36,105204,29988,93161,26498,122,47,11216,3201,705,242
Below 0.5,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,99234,31717,85343,27555,69,27,13301,3950,521,185
Below 0.5,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,88872,27405,82343,25265,46,19,6029,1952,454,169
Below 0.5,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,222355,57027,206530,52977,312,107,14755,3693,758,251
Below 0.5,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,18221,5142,17152,4818,4,1,1065,323,0,0
Below 0.5,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,13086,4026,11772,3617,7,3,1307,406,0,0
Below 0.5,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,7879,2178,7512,2088,0,0,367,90,0,0
Below 0.5,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,10735,3088,9860,2842,20,7,855,239,0,0
Below 0.5,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,8541,2593,8362,2543,0,0,179,50,0,0
Below 0.5,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,29640,8141,28359,7792,14,4,1267,346,0,0
Below 0.5,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,29377,8601,28283,8281,4,1,1090,319,0,0
Below 0.5,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,41606,11120,39182,10534,73,22,2351,563,0,0
Below 0.5,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,51817,15218,50300,14743,87,37,1367,418,63,19
Below 0.5,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,17337,4479,16882,4376,28,12,427,92,0,0
Below 0.5,SCHEDULED TRIBES,VIZIANAGARAM,543,ANDHRA PRADESH,36,16594,4372,15335,4020,97,35,1162,317,0,0
Below 0.5,SCHEDULED TRIBES,VISAKHAPATNAM,544,ANDHRA PRADESH,36,29040,7853,28291,7620,36,12,713,220,0,0
Below 0.5,SCHEDULED TRIBES,EAST GODAVARI,545,ANDHRA PRADESH,36,10200,2756,9215,2482,30,11,719,198,236,65
Below 0.5,SCHEDULED TRIBES,WEST GODAVARI,546,ANDHRA PRADESH,36,8225,2367,7286,2089,0,0,825,249,114,29
Below 0.5,SCHEDULED TRIBES,KRISHNA,547,ANDHRA PRADESH,36,6829,1945,6124,1735,14,6,594,178,97,26
Below 0.5,SCHEDULED TRIBES,GUNTUR,548,ANDHRA PRADESH,36,8164,2447,7261,2181,21,10,882,256,0,0
Below 0.5,SCHEDULED TRIBES,PRAKASAM,549,ANDHRA PRADESH,36,5743,1724,4655,1402,0,0,279,85,809,237
Below 0.5,SCHEDULED TRIBES,NELLORE,550,ANDHRA PRADESH,36,15233,4040,14545,3877,0,0,661,152,27,11
Below 0.5,SCHEDULED TRIBES,KADAPA,551,ANDHRA PRADESH,36,2865,833,2705,788,0,0,160,45,0,0
Below 0.5,SCHEDULED TRIBES,KURNOOL,552,ANDHRA PRADESH,36,2865,921,2675,868,0,0,190,53,0,0
Below 0.5,SCHEDULED TRIBES,ANANTHAPUR,553,ANDHRA PRADESH,36,4431,1429,3708,1213,0,0,709,211,14,5
Below 0.5,SCHEDULED TRIBES,CHITTOOR,554,ANDHRA PRADESH,36,7092,2022,6803,1957,0,0,287,64,2,1
Below 0.5,ALL SOCIAL GROUPS,ADILABAD,532,TELANGANA,37,144024,37457,136417,35263,85,29,7522,2165,0,0
Below 0.5,ALL SOCIAL GROUPS,NIZAMABAD,533,TELANGANA,37,189151,51936,168670,46187,417,139,20064,5610,0,0
Below 0.5,ALL SOCIAL GROUPS,KARIMNAGAR,534,TELANGANA,37,274368,71226,264964,68640,100,34,9304,2552,0,0
Below 0.5,ALL SOCIAL GROUPS,MEDAK,535,TELANGANA,37,289341,70477,275875,67092,409,133,13057,3252,0,0
Below 0.5,ALL SOCIAL GROUPS,RANGAREDDY,537,ANDHRA PRADESH,36,107339,30551,103714,29483,121,37,3504,1031,0,0
Below 0.5,ALL SOCIAL GROUPS,MAHABUBNAGAR,538,TELANGANA,37,324726,83602,309063,79295,139,41,15524,4266,0,0
Below 0.5,ALL SOCIAL GROUPS,NALGONDA,539,TELANGANA,37,256198,69226,247256,66605,93,29,8849,2592,0,0
Below 0.5,ALL SOCIAL GROUPS,WARANGAL,540,TELANGANA,37,280779,70536,267828,67201,379,131,12572,3204,0,0
Below 0.5,ALL SOCIAL GROUPS,KHAMMAM,541,TELANGANA,37,170114,48535,158992,45167,687,203,10372,3146,63,19
Below 0.5,ALL SOCIAL GROUPS,SRIKAKULAM,542,ANDHRA PRADESH,36,308866,72753,274780,64693,2912,997,31174,7064,0,0
Below 0.5,ALL SOCIAL GROUPS,VIZIANAGARAM,543,ANDHRA PRADESH,36,244848,55780,221014,49865,1878,619,21956,5295,0,0
Below 0.5,ALL SOCIAL GROUPS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,254854,61546,240950,58229,935,299,12969,3018,0,0
Below 0.5,ALL SOCIAL GROUPS,EAST GODAVARI,545,ANDHRA PRADESH,36,421667,102491,371370,89447,1283,459,48778,12520,236,65
Below 0.5,ALL SOCIAL GROUPS,WEST GODAVARI,546,ANDHRA PRADESH,36,299108,79758,268557,71097,671,246,29729,8375,151,40
Below 0.5,ALL SOCIAL GROUPS,KRISHNA,547,ANDHRA PRADESH,36,257268,71639,226636,62663,371,134,22201,6381,8060,2460
Below 0.5,ALL SOCIAL GROUPS,GUNTUR,548,ANDHRA PRADESH,36,325972,95713,295319,86317,237,94,30416,9301,0,0
Below 0.5,ALL SOCIAL GROUPS,PRAKASAM,549,ANDHRA PRADESH,36,214682,61716,184912,52940,131,54,20399,5861,9240,2861
Below 0.5,ALL SOCIAL GROUPS,NELLORE,550,ANDHRA PRADESH,36,198408,51866,185493,48422,164,56,12212,3201,539,188
Below 0.5,ALL SOCIAL GROUPS,KADAPA,551,ANDHRA PRADESH,36,123309,35264,109626,31315,130,50,12741,3614,812,285
Below 0.5,ALL SOCIAL GROUPS,KURNOOL,552,ANDHRA PRADESH,36,123253,39479,106545,34426,78,30,15983,4789,647,233
Below 0.5,ALL SOCIAL GROUPS,ANANTHAPUR,553,ANDHRA PRADESH,36,108569,33680,100310,31023,52,21,7656,2430,551,205
Below 0.5,ALL SOCIAL GROUPS,CHITTOOR,554,ANDHRA PRADESH,36,278390,71547,257710,66368,453,150,19378,4756,849,272
1.0-2.0,INSTITUTIONAL,ADILABAD,532,TELANGANA,37,6,8,6,8,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,NIZAMABAD,533,TELANGANA,37,8,11,8,11,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,KARIMNAGAR,534,TELANGANA,37,5,9,5,9,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,MEDAK,535,TELANGANA,37,32,46,32,46,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,RANGAREDDY,537,ANDHRA PRADESH,36,10,16,10,16,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,MAHABUBNAGAR,538,TELANGANA,37,0,0,0,0,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,NALGONDA,539,TELANGANA,37,16,22,16,22,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,WARANGAL,540,TELANGANA,37,1,1,1,1,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,KHAMMAM,541,TELANGANA,37,24,38,24,38,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,SRIKAKULAM,542,ANDHRA PRADESH,36,106,162,106,162,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,VIZIANAGARAM,543,ANDHRA PRADESH,36,6,10,6,10,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,VISAKHAPATNAM,544,ANDHRA PRADESH,36,43,62,43,62,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,EAST GODAVARI,545,ANDHRA PRADESH,36,126,183,118,172,6,9,2,3,0,0
1.0-2.0,INSTITUTIONAL,WEST GODAVARI,546,ANDHRA PRADESH,36,144,208,134,194,0,0,5,7,5,7
1.0-2.0,INSTITUTIONAL,KRISHNA,547,ANDHRA PRADESH,36,1,2,1,2,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,GUNTUR,548,ANDHRA PRADESH,36,142,214,141,213,0,0,1,1,0,0
1.0-2.0,INSTITUTIONAL,PRAKASAM,549,ANDHRA PRADESH,36,15,22,15,22,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,NELLORE,550,ANDHRA PRADESH,36,152,214,151,211,0,0,0,0,1,3
1.0-2.0,INSTITUTIONAL,KADAPA,551,ANDHRA PRADESH,36,5,6,5,6,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,KURNOOL,552,ANDHRA PRADESH,36,2,3,2,3,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,ANANTHAPUR,553,ANDHRA PRADESH,36,80,114,80,114,0,0,0,0,0,0
1.0-2.0,INSTITUTIONAL,CHITTOOR,554,ANDHRA PRADESH,36,5,8,5,8,0,0,0,0,0,0
1.0-2.0,SCHEDULED CASTE,ADILABAD,532,TELANGANA,37,18917,26616,17552,24706,45,59,1320,1851,0,0
1.0-2.0,SCHEDULED CASTE,NIZAMABAD,533,TELANGANA,37,10813,14520,10083,13544,185,247,545,728,0,0
1.0-2.0,SCHEDULED CASTE,KARIMNAGAR,534,TELANGANA,37,13973,18940,13453,18231,34,48,486,661,0,0
1.0-2.0,SCHEDULED CASTE,MEDAK,535,TELANGANA,37,18593,25236,18061,24552,145,192,387,492,0,0
1.0-2.0,SCHEDULED CASTE,RANGAREDDY,537,ANDHRA PRADESH,36,12105,16722,11704,16174,67,103,334,444,0,0
1.0-2.0,SCHEDULED CASTE,MAHABUBNAGAR,538,TELANGANA,37,27944,39005,26387,36852,81,111,1476,2041,0,0
1.0-2.0,SCHEDULED CASTE,NALGONDA,539,TELANGANA,37,14990,20554,14553,19961,81,114,356,478,0,0
1.0-2.0,SCHEDULED CASTE,WARANGAL,540,TELANGANA,37,11507,15694,11201,15315,71,94,235,285,0,0
1.0-2.0,SCHEDULED CASTE,KHAMMAM,541,TELANGANA,37,5748,7799,5010,6804,301,405,437,590,0,0
1.0-2.0,SCHEDULED CASTE,SRIKAKULAM,542,ANDHRA PRADESH,36,1542,2017,1421,1857,65,83,56,78,0,0
1.0-2.0,SCHEDULED CASTE,VIZIANAGARAM,543,ANDHRA PRADESH,36,2076,2796,1908,2567,81,115,87,114,0,0
1.0-2.0,SCHEDULED CASTE,VISAKHAPATNAM,544,ANDHRA PRADESH,36,1129,1543,1097,1499,11,16,21,28,0,0
1.0-2.0,SCHEDULED CASTE,EAST GODAVARI,545,ANDHRA PRADESH,36,2743,3682,2577,3451,50,65,116,166,0,0
1.0-2.0,SCHEDULED CASTE,WEST GODAVARI,546,ANDHRA PRADESH,36,4469,6090,3449,4699,130,174,890,1217,0,0
1.0-2.0,SCHEDULED CASTE,KRISHNA,547,ANDHRA PRADESH,36,4422,5951,3960,5334,86,119,341,448,35,49
1.0-2.0,SCHEDULED CASTE,GUNTUR,548,ANDHRA PRADESH,36,5376,7211,5017,6737,103,144,256,330,0,0
1.0-2.0,SCHEDULED CASTE,PRAKASAM,549,ANDHRA PRADESH,36,15758,22123,14794,20720,160,249,770,1110,34,45
1.0-2.0,SCHEDULED CASTE,NELLORE,550,ANDHRA PRADESH,36,11591,15537,11064,14780,135,206,318,441,74,109
1.0-2.0,SCHEDULED CASTE,KADAPA,551,ANDHRA PRADESH,36,7920,11068,6951,9665,80,124,880,1261,9,18
1.0-2.0,SCHEDULED CASTE,KURNOOL,552,ANDHRA PRADESH,36,20608,28737,18690,26097,226,329,1639,2239,53,71
1.0-2.0,SCHEDULED CASTE,ANANTHAPUR,553,ANDHRA PRADESH,36,22432,32555,20978,30494,139,182,1267,1815,48,64
1.0-2.0,SCHEDULED CASTE,CHITTOOR,554,ANDHRA PRADESH,36,13019,17902,12245,16847,90,127,668,910,16,18
1.0-2.0,OTHERS,ADILABAD,532,TELANGANA,37,90217,129447,83925,120492,283,424,6009,8531,0,0
1.0-2.0,OTHERS,NIZAMABAD,533,TELANGANA,37,91437,128017,82584,115680,1052,1563,7801,10774,0,0
1.0-2.0,OTHERS,KARIMNAGAR,534,TELANGANA,37,126752,178297,121707,171163,352,543,4693,6590,0,0
1.0-2.0,OTHERS,MEDAK,535,TELANGANA,37,120377,168747,113878,159620,856,1242,5643,7885,0,0
1.0-2.0,OTHERS,RANGAREDDY,537,ANDHRA PRADESH,36,67816,95571,65220,91886,315,471,2281,3214,0,0
1.0-2.0,OTHERS,MAHABUBNAGAR,538,TELANGANA,37,197502,282862,182122,260763,874,1288,14506,20811,0,0
1.0-2.0,OTHERS,NALGONDA,539,TELANGANA,37,155305,220963,146162,207827,714,1080,8429,12056,0,0
1.0-2.0,OTHERS,WARANGAL,540,TELANGANA,37,105740,148796,100913,142017,579,803,4248,5975,0,0
1.0-2.0,OTHERS,KHAMMAM,541,TELANGANA,37,62730,87930,56976,79831,1165,1679,4589,6420,0,0
1.0-2.0,OTHERS,SRIKAKULAM,542,ANDHRA PRADESH,36,62857,86492,54264,74567,5272,7496,3321,4429,0,0
1.0-2.0,OTHERS,VIZIANAGARAM,543,ANDHRA PRADESH,36,57096,79057,48061,66504,4150,5929,4885,6624,0,0
1.0-2.0,OTHERS,VISAKHAPATNAM,544,ANDHRA PRADESH,36,41078,55861,37640,51196,1469,2009,1969,2657,0,0
1.0-2.0,OTHERS,EAST GODAVARI,545,ANDHRA PRADESH,36,72592,99582,62247,85297,2131,3121,8214,11164,0,0
1.0-2.0,OTHERS,WEST GODAVARI,546,ANDHRA PRADESH,36,78380,108878,66604,92595,1564,2242,8909,12221,1303,1820
1.0-2.0,OTHERS,KRISHNA,547,ANDHRA PRADESH,36,91402,127884,78641,110035,1725,2503,9145,12672,1891,2674
1.0-2.0,OTHERS,GUNTUR,548,ANDHRA PRADESH,36,140692,195277,127427,177164,1931,2793,11334,15320,0,0
1.0-2.0,OTHERS,PRAKASAM,549,ANDHRA PRADESH,36,151097,215873,137092,195746,2323,3528,11675,16589,7,10
1.0-2.0,OTHERS,NELLORE,550,ANDHRA PRADESH,36,77841,109836,72715,102524,520,763,4457,6318,149,231
1.0-2.0,OTHERS,KADAPA,551,ANDHRA PRADESH,36,113575,163190,101419,145770,1097,1610,10454,14933,605,876
1.0-2.0,OTHERS,KURNOOL,552,ANDHRA PRADESH,36,163417,233865,145142,208043,1508,2282,15793,22131,974,1409
1.0-2.0,OTHERS,ANANTHAPUR,553,ANDHRA PRADESH,36,209985,309988,189002,279384,1181,1757,18389,26793,1413,2055
1.0-2.0,OTHERS,CHITTOOR,554,ANDHRA PRADESH,36,128363,181152,119357,168356,1371,2012,7085,9963,550,821
1.0-2.0,SCHEDULED TRIBES,ADILABAD,532,TELANGANA,37,34794,49802,32975,47255,45,61,1774,2487,0,0
1.0-2.0,SCHEDULED TRIBES,NIZAMABAD,533,TELANGANA,37,10578,14239,9860,13281,49,69,669,889,0,0
1.0-2.0,SCHEDULED TRIBES,KARIMNAGAR,534,TELANGANA,37,4278,5858,4140,5679,3,3,135,176,0,0
1.0-2.0,SCHEDULED TRIBES,MEDAK,535,TELANGANA,37,9878,13656,9539,13210,76,95,263,351,0,0
1.0-2.0,SCHEDULED TRIBES,RANGAREDDY,537,ANDHRA PRADESH,36,8025,11053,7933,10947,3,6,89,101,0,0
1.0-2.0,SCHEDULED TRIBES,MAHABUBNAGAR,538,TELANGANA,37,23940,33489,22689,31701,115,173,1136,1615,0,0
1.0-2.0,SCHEDULED TRIBES,NALGONDA,539,TELANGANA,37,21197,29224,20467,28219,61,91,669,914,0,0
1.0-2.0,SCHEDULED TRIBES,WARANGAL,540,TELANGANA,37,24633,33921,23430,32260,147,200,1056,1461,0,0
1.0-2.0,SCHEDULED TRIBES,KHAMMAM,541,TELANGANA,37,37471,52243,35902,50043,479,668,1019,1438,71,94
1.0-2.0,SCHEDULED TRIBES,SRIKAKULAM,542,ANDHRA PRADESH,36,6389,8584,6156,8278,114,150,119,156,0,0
